Id,PoolInfo,Desc,Operator,Operand,PoolId,Nxtinfo
743,74,普通抽卡,ignore,0,50,
750,75,橙卡池,eq,50,63,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
751,75,橙卡池,every,50,62,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
752,75,紫卡池,every,25,61,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
753,75,普通抽卡,ignore,0,60,
760,76,橙卡池,eq,50,73,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
761,76,橙卡池,every,50,72,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
762,76,紫卡池,every,25,71,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
763,76,普通抽卡,ignore,0,70,
770,77,橙卡池,eq,50,83,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
771,77,橙卡池,every,50,82,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
772,77,紫卡池,every,25,81,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
773,77,普通抽卡,ignore,0,80,
780,78,橙卡池,eq,50,93,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
781,78,橙卡池,every,50,92,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
782,78,紫卡池,every,25,91,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
783,78,普通抽卡,ignore,0,90,
790,79,橙卡池,eq,50,103,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
791,79,橙卡池,every,50,102,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
792,79,紫卡池,every,25,101,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
793,79,普通抽卡,ignore,0,100,
800,80,橙卡池,eq,50,23,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
801,80,橙卡池,every,50,22,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
802,80,紫卡池,every,25,21,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
803,80,普通抽卡,ignore,0,20,
810,81,橙卡池,eq,50,33,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
811,81,橙卡池,every,50,32,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
812,81,紫卡池,every,25,31,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
813,81,普通抽卡,ignore,0,30,
820,82,橙卡池,eq,50,43,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
821,82,橙卡池,every,50,42,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
822,82,紫卡池,every,25,41,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
823,82,普通抽卡,ignore,0,40,
830,83,橙卡池,eq,50,53,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
831,83,橙卡池,every,50,52,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
832,83,紫卡池,every,25,51,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
833,83,普通抽卡,ignore,0,50,
840,84,橙卡池,eq,50,63,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
841,84,橙卡池,every,50,62,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
842,84,紫卡池,every,25,61,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
843,84,普通抽卡,ignore,0,60,
850,85,橙卡池,eq,50,73,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
851,85,橙卡池,every,50,72,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
852,85,紫卡池,every,25,71,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
853,85,普通抽卡,ignore,0,70,
860,86,橙卡池,eq,50,83,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
861,86,橙卡池,every,50,82,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
862,86,紫卡池,every,25,81,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
863,86,普通抽卡,ignore,0,80,
870,87,橙卡池,eq,50,93,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
871,87,橙卡池,every,50,92,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
872,87,紫卡池,every,25,91,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
873,87,普通抽卡,ignore,0,90,
880,88,橙卡池,eq,50,103,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
881,88,橙卡池,every,50,102,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
882,88,紫卡池,every,25,101,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
883,88,普通抽卡,ignore,0,100,
890,89,橙卡池,eq,50,893,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
891,89,橙卡池,every,50,892,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
892,89,紫卡池,every,25,891,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
893,89,普通抽卡,ignore,0,890,
900,90,橙卡池,eq,50,903,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
901,90,橙卡池,every,50,902,再招募<color=#0EDE35>{0}</color>次必得<color=#EA8519>橙色球员</color>
902,90,紫卡池,every,25,901,再招募<color=#0EDE35>{0}</color>次必得<color=#D258FF>紫色球员</color>
903,90,普通抽卡,ignore,0,900,
