Id,Name,Icon,Desc,Quality,Type,Param1,Param2,Price,ExpirationTime,StackNum,Uselv
400502,合同碎片,400502,凑齐一定数量合同碎片可在球探商城兑换球员。,5,4,24,0,10,0,99999999,0
400503,联赛银币,400503,给联赛优秀者的奖励，可以兑换珍贵道具。,5,4,24,0,10,0,99999999,0
400504,联赛金币,400504,给联赛佼佼者的奖励，可以兑换极品道具。,5,4,24,0,10,0,99999999,0
501001,橙色球员碎片,501001,集齐50个橙色球员碎片，可以合成1张橙色球员随机卡。,4,5,50,200201,10,0,999,0
501002,橙色后卫碎片,501002,集齐50个橙色后卫碎片，可以合成1张橙色后卫随机卡。,4,5,50,200202,10,0,999,0
501003,橙色前锋碎片,501003,集齐50个橙色前锋碎片，可以合成1张橙色前锋随机卡。,4,5,50,200203,10,0,999,0
501004,橙色中锋碎片,501004,集齐50个橙色中锋碎片，可以合成1张橙色中锋随机卡。,4,5,50,200204,10,0,999,0
501011,紫色球员碎片,501011,集齐30个紫色球员碎片，可以合成1张紫色球员随机卡。,3,5,30,200211,10,0,999,0
501012,紫色后卫碎片,501012,集齐50个紫色后卫碎片，可以合成1张紫色后卫随机卡。,3,5,30,200212,10,0,999,0
501013,紫色前锋碎片,501013,集齐50个紫色前锋碎片，可以合成1张紫色前锋随机卡。,3,5,30,200213,10,0,999,0
501014,紫色中锋碎片,501014,集齐30个紫色中锋碎片，可以合成1张紫色中锋随机卡。,3,5,30,200214,10,0,999,0
700101,鼠年信物,700101,活动专属。,3,1,0,0,10,0,999,0
600101,新手头带碎片,600101,[碎片]拥有领袖气质的头带，除了保护头部。,1,6,0,0,10,0,99999,0
600102,新手牙套碎片,600102,[碎片]保护牙齿不受撞击脱落。,1,6,0,0,10,0,99999,0
600103,新手护腕碎片,600103,[碎片]保护手腕周围的肌腱、韧带，防止损伤。,1,6,0,0,10,0,99999,0
600104,新手护目碎片,600104,[碎片]保护眼睛，远离黑拳。,1,6,0,0,10,0,99999,0
600105,新手球鞋碎片,600105,[碎片]有飞人球鞋加持，无论是速度还是弹跳都更上一层楼。,1,6,0,0,10,0,99999,0
600106,新手护指碎片,600106,[碎片]在手指受到强烈的冲击时，保护手指不受扭伤。,1,6,0,0,10,0,99999,0
600107,新手护肘碎片,600107,[碎片]预防关节损伤、增强局部力量。,1,6,0,0,10,0,99999,0
600108,新手护膝碎片,600108,[碎片]预防膝关节扭伤和强烈撞击。,1,6,0,0,10,0,99999,0
600109,新手护腰碎片,600109,[碎片]强烈对抗的时候保护腰部，减少受伤风险。,1,6,0,0,10,0,99999,0
600110,新手护额碎片,600110,[碎片]激烈对抗中减少头部被撞击的冲击力。,1,6,0,0,10,0,99999,0
600201,见习头带碎片,600101,[碎片]拥有领袖气质的头带，除了保护头部。,2,6,0,0,10,0,99999,0
600202,见习牙套碎片,600102,[碎片]保护牙齿不受撞击脱落。,2,6,0,0,10,0,99999,0
600203,见习护腕碎片,600103,[碎片]保护手腕周围的肌腱、韧带，防止损伤。,2,6,0,0,10,0,99999,0
600204,见习护目碎片,600104,[碎片]保护眼睛，远离黑拳。,2,6,0,0,10,0,99999,0
600205,见习球鞋碎片,600105,[碎片]有飞人球鞋加持，无论是速度还是弹跳都更上一层楼。,2,6,0,0,10,0,99999,0
600206,见习护指碎片,600106,[碎片]在手指受到强烈的冲击时，保护手指不受扭伤。,2,6,0,0,10,0,99999,0
600207,见习护肘碎片,600107,[碎片]预防关节损伤、增强局部力量。,2,6,0,0,10,0,99999,0
600208,见习护膝碎片,600108,[碎片]预防膝关节扭伤和强烈撞击。,2,6,0,0,10,0,99999,0
600209,见习护腰碎片,600109,[碎片]强烈对抗的时候保护腰部，减少受伤风险。,2,6,0,0,10,0,99999,0
600210,见习护额碎片,600110,[碎片]激烈对抗中减少头部被撞击的冲击力。,2,6,0,0,10,0,99999,0
600301,常规头带碎片,600101,[碎片]拥有领袖气质的头带，除了保护头部。,3,6,0,0,10,0,99999,0
600302,常规牙套碎片,600102,[碎片]保护牙齿不受撞击脱落。,3,6,0,0,10,0,99999,0
600303,常规护腕碎片,600103,[碎片]保护手腕周围的肌腱、韧带，防止损伤。,3,6,0,0,10,0,99999,0
600304,常规护目碎片,600104,[碎片]保护眼睛，远离黑拳。,3,6,0,0,10,0,99999,0
600305,常规球鞋碎片,600105,[碎片]有飞人球鞋加持，无论是速度还是弹跳都更上一层楼。,3,6,0,0,10,0,99999,0
600306,常规护指碎片,600106,[碎片]在手指受到强烈的冲击时，保护手指不受扭伤。,3,6,0,0,10,0,99999,0
600307,常规护肘碎片,600107,[碎片]预防关节损伤、增强局部力量。,3,6,0,0,10,0,99999,0
600308,常规护膝碎片,600108,[碎片]预防膝关节扭伤和强烈撞击。,3,6,0,0,10,0,99999,0
600309,常规护腰碎片,600109,[碎片]强烈对抗的时候保护腰部，减少受伤风险。,3,6,0,0,10,0,99999,0
600310,常规护额碎片,600110,[碎片]激烈对抗中减少头部被撞击的冲击力。,3,6,0,0,10,0,99999,0
600401,精英头带碎片,600101,[碎片]拥有领袖气质的头带，除了保护头部。,4,6,0,0,10,0,99999,0
600402,精英牙套碎片,600102,[碎片]保护牙齿不受撞击脱落。,4,6,0,0,10,0,99999,0
600403,精英护腕碎片,600103,[碎片]保护手腕周围的肌腱、韧带，防止损伤。,4,6,0,0,10,0,99999,0
600404,精英护目碎片,600104,[碎片]保护眼睛，远离黑拳。,4,6,0,0,10,0,99999,0
600405,精英球鞋碎片,600105,[碎片]有飞人球鞋加持，无论是速度还是弹跳都更上一层楼。,4,6,0,0,10,0,99999,0
600406,精英护指碎片,600106,[碎片]在手指受到强烈的冲击时，保护手指不受扭伤。,4,6,0,0,10,0,99999,0
600407,精英护肘碎片,600107,[碎片]预防关节损伤、增强局部力量。,4,6,0,0,10,0,99999,0
600408,精英护膝碎片,600108,[碎片]预防膝关节扭伤和强烈撞击。,4,6,0,0,10,0,99999,0
600409,精英护腰碎片,600109,[碎片]强烈对抗的时候保护腰部，减少受伤风险。,4,6,0,0,10,0,99999,0
600410,精英护额碎片,600110,[碎片]激烈对抗中减少头部被撞击的冲击力。,4,6,0,0,10,0,99999,0
600501,大师头带碎片,600101,[碎片]拥有领袖气质的头带，除了保护头部。,5,6,0,0,10,0,99999,0
600502,大师牙套碎片,600102,[碎片]保护牙齿不受撞击脱落。,5,6,0,0,10,0,99999,0
600503,大师护腕碎片,600103,[碎片]保护手腕周围的肌腱、韧带，防止损伤。,5,6,0,0,10,0,99999,0
600504,大师护目碎片,600104,[碎片]保护眼睛，远离黑拳。,5,6,0,0,10,0,99999,0
600505,大师球鞋碎片,600105,[碎片]有飞人球鞋加持，无论是速度还是弹跳都更上一层楼。,5,6,0,0,10,0,99999,0
600506,大师护指碎片,600106,[碎片]在手指受到强烈的冲击时，保护手指不受扭伤。,5,6,0,0,10,0,99999,0
600507,大师护肘碎片,600107,[碎片]预防关节损伤、增强局部力量。,5,6,0,0,10,0,99999,0
600508,大师护膝碎片,600108,[碎片]预防膝关节扭伤和强烈撞击。,5,6,0,0,10,0,99999,0
600509,大师护腰碎片,600109,[碎片]强烈对抗的时候保护腰部，减少受伤风险。,5,6,0,0,10,0,99999,0
600510,大师护额碎片,600110,[碎片]激烈对抗中减少头部被撞击的冲击力。,5,6,0,0,10,0,99999,0
600601,王者头带碎片,600101,[碎片]拥有领袖气质的头带，除了保护头部。,5,6,0,0,10,0,99999,0
600602,王者牙套碎片,600102,[碎片]保护牙齿不受撞击脱落。,5,6,0,0,10,0,99999,0
600603,王者护腕碎片,600103,[碎片]保护手腕周围的肌腱、韧带，防止损伤。,5,6,0,0,10,0,99999,0
600604,王者护目碎片,600104,[碎片]保护眼睛，远离黑拳。,5,6,0,0,10,0,99999,0
600605,王者球鞋碎片,600105,[碎片]有飞人球鞋加持，无论是速度还是弹跳都更上一层楼。,5,6,0,0,10,0,99999,0
600606,王者护指碎片,600106,[碎片]在手指受到强烈的冲击时，保护手指不受扭伤。,5,6,0,0,10,0,99999,0
600607,王者护肘碎片,600107,[碎片]预防关节损伤、增强局部力量。,5,6,0,0,10,0,99999,0
600608,王者护膝碎片,600108,[碎片]预防膝关节扭伤和强烈撞击。,5,6,0,0,10,0,99999,0
600609,王者护腰碎片,600109,[碎片]强烈对抗的时候保护腰部，减少受伤风险。,5,6,0,0,10,0,99999,0
600610,王者护额碎片,600110,[碎片]激烈对抗中减少头部被撞击的冲击力。,5,6,0,0,10,0,99999,0
700001,圣诞电池,700001,可在2023年圣诞活动期间前往活动页面开启随机奖励。,5,0,0,0,10,0,99999,0
700002,龙年红包,700002,2024年春节活动期间，使用红包可添加至聚宝盆。活动结束后道具无法使用。,5,0,0,0,10,0,99999,0
700003,旅行骰子,700003,2024年五一活动期间，在活动页面点击“投掷”使用。活动结束后道具无法使用。,5,0,0,0,10,0,99999,0
700004,龙舟鼓,700004,2024年端午活动期间，在活动页面使用，可助力自己所在龙舟队随机前进3-5米。,5,0,0,0,10,0,99999,0
