Id,Level,Rank,Reward
840,14,8,1:2:150000|2:200105:5
841,14,9,1:2:112500|2:200105:3
842,14,10,1:2:112500|2:200105:3
843,14,11,1:2:112500|2:200105:3
844,14,12,1:2:112500|2:200105:3
845,14,13,1:2:112500|2:200105:3
846,14,14,1:2:112500|2:200105:3
847,14,15,1:2:112500|2:200105:3
848,14,16,1:2:112500|2:200105:3
849,14,17,1:2:56250|2:200105:1
850,14,18,1:2:56250|2:200105:1
851,14,19,1:2:56250|2:200105:1
852,14,20,1:2:56250|2:200105:1
853,14,21,1:2:56250|2:200105:1
854,14,22,1:2:56250|2:200105:1
855,14,23,1:2:56250|2:200105:1
856,14,24,1:2:56250|2:200105:1
857,14,25,1:2:56250|2:200105:1
858,14,26,1:2:56250|2:200105:1
859,14,27,1:2:56250|2:200105:1
860,14,28,1:2:56250|2:200105:1
861,14,29,1:2:56250|2:200105:1
862,14,30,1:2:56250|2:200105:1
863,14,31,1:2:56250|2:200105:1
864,14,32,1:2:56250|2:200105:1
865,14,33,1:2:28120
866,14,34,1:2:28120
867,14,35,1:2:28120
868,14,36,1:2:28120
869,14,37,1:2:28120
870,14,38,1:2:28120
871,14,39,1:2:28120
872,14,40,1:2:28120
873,14,41,1:2:28120
874,14,42,1:2:28120
875,14,43,1:2:28120
876,14,44,1:2:28120
877,14,45,1:2:28120
878,14,46,1:2:28120
879,14,47,1:2:28120
880,14,48,1:2:28120
881,14,49,1:2:28120
882,14,50,1:2:28120
883,14,51,1:2:28120
884,14,52,1:2:28120
885,14,53,1:2:28120
886,14,54,1:2:28120
887,14,55,1:2:28120
888,14,56,1:2:28120
889,14,57,1:2:28120
890,14,58,1:2:28120
891,14,59,1:2:28120
892,14,60,1:2:28120
893,14,61,1:2:28120
894,14,62,1:2:28120
895,14,63,1:2:28120
896,14,64,1:2:28120
897,15,1,1:2:400000|2:200105:20|3:104010:1
898,15,2,1:2:280000|2:200105:15
899,15,3,1:2:240000|2:200105:11
900,15,4,1:2:200000|2:200105:8
901,15,5,1:2:160000|2:200105:5
902,15,6,1:2:160000|2:200105:5
903,15,7,1:2:160000|2:200105:5
904,15,8,1:2:160000|2:200105:5
905,15,9,1:2:120000|2:200105:3
906,15,10,1:2:120000|2:200105:3
907,15,11,1:2:120000|2:200105:3
908,15,12,1:2:120000|2:200105:3
909,15,13,1:2:120000|2:200105:3
910,15,14,1:2:120000|2:200105:3
911,15,15,1:2:120000|2:200105:3
912,15,16,1:2:120000|2:200105:3
913,15,17,1:2:60000|2:200105:1
914,15,18,1:2:60000|2:200105:1
915,15,19,1:2:60000|2:200105:1
916,15,20,1:2:60000|2:200105:1
917,15,21,1:2:60000|2:200105:1
918,15,22,1:2:60000|2:200105:1
919,15,23,1:2:60000|2:200105:1
920,15,24,1:2:60000|2:200105:1
921,15,25,1:2:60000|2:200105:1
922,15,26,1:2:60000|2:200105:1
923,15,27,1:2:60000|2:200105:1
924,15,28,1:2:60000|2:200105:1
925,15,29,1:2:60000|2:200105:1
926,15,30,1:2:60000|2:200105:1
927,15,31,1:2:60000|2:200105:1
928,15,32,1:2:60000|2:200105:1
929,15,33,1:2:30000
930,15,34,1:2:30000
931,15,35,1:2:30000
932,15,36,1:2:30000
933,15,37,1:2:30000
934,15,38,1:2:30000
935,15,39,1:2:30000
936,15,40,1:2:30000
937,15,41,1:2:30000
938,15,42,1:2:30000
939,15,43,1:2:30000
940,15,44,1:2:30000
941,15,45,1:2:30000
942,15,46,1:2:30000
943,15,47,1:2:30000
944,15,48,1:2:30000
945,15,49,1:2:30000
946,15,50,1:2:30000
947,15,51,1:2:30000
948,15,52,1:2:30000
949,15,53,1:2:30000
950,15,54,1:2:30000
951,15,55,1:2:30000
952,15,56,1:2:30000
953,15,57,1:2:30000
954,15,58,1:2:30000
955,15,59,1:2:30000
956,15,60,1:2:30000
957,15,61,1:2:30000
958,15,62,1:2:30000
959,15,63,1:2:30000
960,15,64,1:2:30000
961,16,1,1:2:400000|2:200105:20|3:104010:1
962,16,2,1:2:280000|2:200105:15
963,16,3,1:2:240000|2:200105:11
964,16,4,1:2:200000|2:200105:8
965,16,5,1:2:160000|2:200105:5
966,16,6,1:2:160000|2:200105:5
967,16,7,1:2:160000|2:200105:5
968,16,8,1:2:160000|2:200105:5
969,16,9,1:2:120000|2:200105:3
970,16,10,1:2:120000|2:200105:3
971,16,11,1:2:120000|2:200105:3
972,16,12,1:2:120000|2:200105:3
973,16,13,1:2:120000|2:200105:3
974,16,14,1:2:120000|2:200105:3
975,16,15,1:2:120000|2:200105:3
976,16,16,1:2:120000|2:200105:3
977,16,17,1:2:60000|2:200105:1
978,16,18,1:2:60000|2:200105:1
979,16,19,1:2:60000|2:200105:1
980,16,20,1:2:60000|2:200105:1
981,16,21,1:2:60000|2:200105:1
982,16,22,1:2:60000|2:200105:1
983,16,23,1:2:60000|2:200105:1
984,16,24,1:2:60000|2:200105:1
985,16,25,1:2:60000|2:200105:1
986,16,26,1:2:60000|2:200105:1
987,16,27,1:2:60000|2:200105:1
988,16,28,1:2:60000|2:200105:1
989,16,29,1:2:60000|2:200105:1
990,16,30,1:2:60000|2:200105:1
991,16,31,1:2:60000|2:200105:1
992,16,32,1:2:60000|2:200105:1
993,16,33,1:2:30000
994,16,34,1:2:30000
995,16,35,1:2:30000
996,16,36,1:2:30000
997,16,37,1:2:30000
998,16,38,1:2:30000
999,16,39,1:2:30000
1000,16,40,1:2:30000
1001,16,41,1:2:30000
1002,16,42,1:2:30000
1003,16,43,1:2:30000
1004,16,44,1:2:30000
1005,16,45,1:2:30000
1006,16,46,1:2:30000
1007,16,47,1:2:30000
1008,16,48,1:2:30000
1009,16,49,1:2:30000
1010,16,50,1:2:30000
1011,16,51,1:2:30000
1012,16,52,1:2:30000
1013,16,53,1:2:30000
1014,16,54,1:2:30000
1015,16,55,1:2:30000
1016,16,56,1:2:30000
1017,16,57,1:2:30000
1018,16,58,1:2:30000
1019,16,59,1:2:30000
1020,16,60,1:2:30000
1021,16,61,1:2:30000
1022,16,62,1:2:30000
1023,16,63,1:2:30000
1024,16,64,1:2:30000
1025,17,1,1:2:400000|2:200105:20|3:104010:1
1026,17,2,1:2:280000|2:200105:15
1027,17,3,1:2:240000|2:200105:11
1028,17,4,1:2:200000|2:200105:8
1029,17,5,1:2:160000|2:200105:5
1030,17,6,1:2:160000|2:200105:5
1031,17,7,1:2:160000|2:200105:5
1032,17,8,1:2:160000|2:200105:5
1033,17,9,1:2:120000|2:200105:3
1034,17,10,1:2:120000|2:200105:3
1035,17,11,1:2:120000|2:200105:3
1036,17,12,1:2:120000|2:200105:3
1037,17,13,1:2:120000|2:200105:3
1038,17,14,1:2:120000|2:200105:3
1039,17,15,1:2:120000|2:200105:3
1040,17,16,1:2:120000|2:200105:3
1041,17,17,1:2:60000|2:200105:1
1042,17,18,1:2:60000|2:200105:1
1043,17,19,1:2:60000|2:200105:1
1044,17,20,1:2:60000|2:200105:1
1045,17,21,1:2:60000|2:200105:1
1046,17,22,1:2:60000|2:200105:1
1047,17,23,1:2:60000|2:200105:1
1048,17,24,1:2:60000|2:200105:1
1049,17,25,1:2:60000|2:200105:1
1050,17,26,1:2:60000|2:200105:1
1051,17,27,1:2:60000|2:200105:1
1052,17,28,1:2:60000|2:200105:1
1053,17,29,1:2:60000|2:200105:1
1054,17,30,1:2:60000|2:200105:1
1055,17,31,1:2:60000|2:200105:1
1056,17,32,1:2:60000|2:200105:1
1057,17,33,1:2:30000
1058,17,34,1:2:30000
1059,17,35,1:2:30000
1060,17,36,1:2:30000
1061,17,37,1:2:30000
1062,17,38,1:2:30000
1063,17,39,1:2:30000
1064,17,40,1:2:30000
1065,17,41,1:2:30000
1066,17,42,1:2:30000
1067,17,43,1:2:30000
1068,17,44,1:2:30000
1069,17,45,1:2:30000
1070,17,46,1:2:30000
1071,17,47,1:2:30000
1072,17,48,1:2:30000
1073,17,49,1:2:30000
1074,17,50,1:2:30000
1075,17,51,1:2:30000
1076,17,52,1:2:30000
1077,17,53,1:2:30000
1078,17,54,1:2:30000
1079,17,55,1:2:30000
1080,17,56,1:2:30000
1081,17,57,1:2:30000
1082,17,58,1:2:30000
1083,17,59,1:2:30000
1084,17,60,1:2:30000
1085,17,61,1:2:30000
1086,17,62,1:2:30000
1087,17,63,1:2:30000
1088,17,64,1:2:30000
1089,18,1,1:2:400000|2:200105:20|3:104010:1
1090,18,2,1:2:280000|2:200105:15
1091,18,3,1:2:240000|2:200105:11
1092,18,4,1:2:200000|2:200105:8
1093,18,5,1:2:160000|2:200105:5
1094,18,6,1:2:160000|2:200105:5
1095,18,7,1:2:160000|2:200105:5
1096,18,8,1:2:160000|2:200105:5
1097,18,9,1:2:120000|2:200105:3
1098,18,10,1:2:120000|2:200105:3
1099,18,11,1:2:120000|2:200105:3
1100,18,12,1:2:120000|2:200105:3
1101,18,13,1:2:120000|2:200105:3
1102,18,14,1:2:120000|2:200105:3
1103,18,15,1:2:120000|2:200105:3
1104,18,16,1:2:120000|2:200105:3
1105,18,17,1:2:60000|2:200105:1
1106,18,18,1:2:60000|2:200105:1
1107,18,19,1:2:60000|2:200105:1
1108,18,20,1:2:60000|2:200105:1
1109,18,21,1:2:60000|2:200105:1
1110,18,22,1:2:60000|2:200105:1
1111,18,23,1:2:60000|2:200105:1
1112,18,24,1:2:60000|2:200105:1
1113,18,25,1:2:60000|2:200105:1
1114,18,26,1:2:60000|2:200105:1
1115,18,27,1:2:60000|2:200105:1
1116,18,28,1:2:60000|2:200105:1
1117,18,29,1:2:60000|2:200105:1
1118,18,30,1:2:60000|2:200105:1
1119,18,31,1:2:60000|2:200105:1
1120,18,32,1:2:60000|2:200105:1
1121,18,33,1:2:30000
1122,18,34,1:2:30000
1123,18,35,1:2:30000
1124,18,36,1:2:30000
1125,18,37,1:2:30000
1126,18,38,1:2:30000
1127,18,39,1:2:30000
1128,18,40,1:2:30000
1129,18,41,1:2:30000
1130,18,42,1:2:30000
1131,18,43,1:2:30000
1132,18,44,1:2:30000
1133,18,45,1:2:30000
1134,18,46,1:2:30000
1135,18,47,1:2:30000
1136,18,48,1:2:30000
1137,18,49,1:2:30000
1138,18,50,1:2:30000
1139,18,51,1:2:30000
1140,18,52,1:2:30000
1141,18,53,1:2:30000
1142,18,54,1:2:30000
1143,18,55,1:2:30000
1144,18,56,1:2:30000
1145,18,57,1:2:30000
1146,18,58,1:2:30000
1147,18,59,1:2:30000
1148,18,60,1:2:30000
1149,18,61,1:2:30000
1150,18,62,1:2:30000
1151,18,63,1:2:30000
1152,18,64,1:2:30000
1153,19,1,1:2:400000|2:200105:20|3:104010:1
1154,19,2,1:2:280000|2:200105:15
1155,19,3,1:2:240000|2:200105:11
1156,19,4,1:2:200000|2:200105:8
1157,19,5,1:2:160000|2:200105:5
1158,19,6,1:2:160000|2:200105:5
1159,19,7,1:2:160000|2:200105:5
1160,19,8,1:2:160000|2:200105:5
1161,19,9,1:2:120000|2:200105:3
1162,19,10,1:2:120000|2:200105:3
1163,19,11,1:2:120000|2:200105:3
1164,19,12,1:2:120000|2:200105:3
1165,19,13,1:2:120000|2:200105:3
1166,19,14,1:2:120000|2:200105:3
1167,19,15,1:2:120000|2:200105:3
1168,19,16,1:2:120000|2:200105:3
1169,19,17,1:2:60000|2:200105:1
1170,19,18,1:2:60000|2:200105:1
1171,19,19,1:2:60000|2:200105:1
1172,19,20,1:2:60000|2:200105:1
1173,19,21,1:2:60000|2:200105:1
1174,19,22,1:2:60000|2:200105:1
1175,19,23,1:2:60000|2:200105:1
1176,19,24,1:2:60000|2:200105:1
1177,19,25,1:2:60000|2:200105:1
1178,19,26,1:2:60000|2:200105:1
1179,19,27,1:2:60000|2:200105:1
1180,19,28,1:2:60000|2:200105:1
1181,19,29,1:2:60000|2:200105:1
1182,19,30,1:2:60000|2:200105:1
1183,19,31,1:2:60000|2:200105:1
1184,19,32,1:2:60000|2:200105:1
1185,19,33,1:2:30000
1186,19,34,1:2:30000
1187,19,35,1:2:30000
1188,19,36,1:2:30000
1189,19,37,1:2:30000
1190,19,38,1:2:30000
1191,19,39,1:2:30000
1192,19,40,1:2:30000
1193,19,41,1:2:30000
1194,19,42,1:2:30000
1195,19,43,1:2:30000
1196,19,44,1:2:30000
1197,19,45,1:2:30000
1198,19,46,1:2:30000
1199,19,47,1:2:30000
1200,19,48,1:2:30000
1201,19,49,1:2:30000
1202,19,50,1:2:30000
1203,19,51,1:2:30000
1204,19,52,1:2:30000
1205,19,53,1:2:30000
1206,19,54,1:2:30000
1207,19,55,1:2:30000
1208,19,56,1:2:30000
1209,19,57,1:2:30000
1210,19,58,1:2:30000
1211,19,59,1:2:30000
1212,19,60,1:2:30000
1213,19,61,1:2:30000
1214,19,62,1:2:30000
1215,19,63,1:2:30000
1216,19,64,1:2:30000
1217,20,1,1:2:400000|2:200105:20|3:104010:1
1218,20,2,1:2:280000|2:200105:15
1219,20,3,1:2:240000|2:200105:11
1220,20,4,1:2:200000|2:200105:8
1221,20,5,1:2:160000|2:200105:5
1222,20,6,1:2:160000|2:200105:5
1223,20,7,1:2:160000|2:200105:5
1224,20,8,1:2:160000|2:200105:5
1225,20,9,1:2:120000|2:200105:3
1226,20,10,1:2:120000|2:200105:3
1227,20,11,1:2:120000|2:200105:3
1228,20,12,1:2:120000|2:200105:3
1229,20,13,1:2:120000|2:200105:3
1230,20,14,1:2:120000|2:200105:3
1231,20,15,1:2:120000|2:200105:3
1232,20,16,1:2:120000|2:200105:3
1233,20,17,1:2:60000|2:200105:1
1234,20,18,1:2:60000|2:200105:1
1235,20,19,1:2:60000|2:200105:1
1236,20,20,1:2:60000|2:200105:1
1237,20,21,1:2:60000|2:200105:1
1238,20,22,1:2:60000|2:200105:1
1239,20,23,1:2:60000|2:200105:1
1240,20,24,1:2:60000|2:200105:1
1241,20,25,1:2:60000|2:200105:1
1242,20,26,1:2:60000|2:200105:1
1243,20,27,1:2:60000|2:200105:1
1244,20,28,1:2:60000|2:200105:1
1245,20,29,1:2:60000|2:200105:1
1246,20,30,1:2:60000|2:200105:1
1247,20,31,1:2:60000|2:200105:1
1248,20,32,1:2:60000|2:200105:1
1249,20,33,1:2:30000
1250,20,34,1:2:30000
1251,20,35,1:2:30000
1252,20,36,1:2:30000
1253,20,37,1:2:30000
1254,20,38,1:2:30000
1255,20,39,1:2:30000
1256,20,40,1:2:30000
1257,20,41,1:2:30000
1258,20,42,1:2:30000
1259,20,43,1:2:30000
1260,20,44,1:2:30000
1261,20,45,1:2:30000
1262,20,46,1:2:30000
1263,20,47,1:2:30000
1264,20,48,1:2:30000
1265,20,49,1:2:30000
1266,20,50,1:2:30000
1267,20,51,1:2:30000
1268,20,52,1:2:30000
1269,20,53,1:2:30000
1270,20,54,1:2:30000
1271,20,55,1:2:30000
1272,20,56,1:2:30000
1273,20,57,1:2:30000
1274,20,58,1:2:30000
1275,20,59,1:2:30000
1276,20,60,1:2:30000
1277,20,61,1:2:30000
1278,20,62,1:2:30000
1279,20,63,1:2:30000
1280,20,64,1:2:30000
1281,21,1,1:2:400000|2:200105:20|3:104010:1
1282,21,2,1:2:280000|2:200105:15
1283,21,3,1:2:240000|2:200105:11
1284,21,4,1:2:200000|2:200105:8
1285,21,5,1:2:160000|2:200105:5
1286,21,6,1:2:160000|2:200105:5
1287,21,7,1:2:160000|2:200105:5
1288,21,8,1:2:160000|2:200105:5
1289,21,9,1:2:120000|2:200105:3
1290,21,10,1:2:120000|2:200105:3
1291,21,11,1:2:120000|2:200105:3
1292,21,12,1:2:120000|2:200105:3
1293,21,13,1:2:120000|2:200105:3
1294,21,14,1:2:120000|2:200105:3
1295,21,15,1:2:120000|2:200105:3
1296,21,16,1:2:120000|2:200105:3
1297,21,17,1:2:60000|2:200105:1
1298,21,18,1:2:60000|2:200105:1
1299,21,19,1:2:60000|2:200105:1
1300,21,20,1:2:60000|2:200105:1
1301,21,21,1:2:60000|2:200105:1
1302,21,22,1:2:60000|2:200105:1
1303,21,23,1:2:60000|2:200105:1
1304,21,24,1:2:60000|2:200105:1
1305,21,25,1:2:60000|2:200105:1
1306,21,26,1:2:60000|2:200105:1
1307,21,27,1:2:60000|2:200105:1
1308,21,28,1:2:60000|2:200105:1
1309,21,29,1:2:60000|2:200105:1
1310,21,30,1:2:60000|2:200105:1
1311,21,31,1:2:60000|2:200105:1
1312,21,32,1:2:60000|2:200105:1
1313,21,33,1:2:30000
1314,21,34,1:2:30000
1315,21,35,1:2:30000
1316,21,36,1:2:30000
1317,21,37,1:2:30000
1318,21,38,1:2:30000
1319,21,39,1:2:30000
1320,21,40,1:2:30000
1321,21,41,1:2:30000
1322,21,42,1:2:30000
1323,21,43,1:2:30000
1324,21,44,1:2:30000
1325,21,45,1:2:30000
1326,21,46,1:2:30000
1327,21,47,1:2:30000
1328,21,48,1:2:30000
1329,21,49,1:2:30000
1330,21,50,1:2:30000
1331,21,51,1:2:30000
1332,21,52,1:2:30000
1333,21,53,1:2:30000
1334,21,54,1:2:30000
1335,21,55,1:2:30000
1336,21,56,1:2:30000
1337,21,57,1:2:30000
1338,21,58,1:2:30000
1339,21,59,1:2:30000
1340,21,60,1:2:30000
1341,21,61,1:2:30000
1342,21,62,1:2:30000
1343,21,63,1:2:30000
1344,21,64,1:2:30000
1345,22,1,1:2:400000|2:200105:20|3:104010:1
1346,22,2,1:2:280000|2:200105:15
1347,22,3,1:2:240000|2:200105:11
1348,22,4,1:2:200000|2:200105:8
1349,22,5,1:2:160000|2:200105:5
1350,22,6,1:2:160000|2:200105:5
1351,22,7,1:2:160000|2:200105:5
1352,22,8,1:2:160000|2:200105:5
1353,22,9,1:2:120000|2:200105:3
1354,22,10,1:2:120000|2:200105:3
1355,22,11,1:2:120000|2:200105:3
1356,22,12,1:2:120000|2:200105:3
1357,22,13,1:2:120000|2:200105:3
1358,22,14,1:2:120000|2:200105:3
1359,22,15,1:2:120000|2:200105:3
1360,22,16,1:2:120000|2:200105:3
1361,22,17,1:2:60000|2:200105:1
1362,22,18,1:2:60000|2:200105:1
1363,22,19,1:2:60000|2:200105:1
1364,22,20,1:2:60000|2:200105:1
1365,22,21,1:2:60000|2:200105:1
1366,22,22,1:2:60000|2:200105:1
1367,22,23,1:2:60000|2:200105:1
1368,22,24,1:2:60000|2:200105:1
1369,22,25,1:2:60000|2:200105:1
1370,22,26,1:2:60000|2:200105:1
1371,22,27,1:2:60000|2:200105:1
1372,22,28,1:2:60000|2:200105:1
1373,22,29,1:2:60000|2:200105:1
1374,22,30,1:2:60000|2:200105:1
1375,22,31,1:2:60000|2:200105:1
1376,22,32,1:2:60000|2:200105:1
1377,22,33,1:2:30000
1378,22,34,1:2:30000
1379,22,35,1:2:30000
1380,22,36,1:2:30000
1381,22,37,1:2:30000
1382,22,38,1:2:30000
1383,22,39,1:2:30000
1384,22,40,1:2:30000
1385,22,41,1:2:30000
1386,22,42,1:2:30000
1387,22,43,1:2:30000
1388,22,44,1:2:30000
1389,22,45,1:2:30000
1390,22,46,1:2:30000
1391,22,47,1:2:30000
1392,22,48,1:2:30000
1393,22,49,1:2:30000
1394,22,50,1:2:30000
1395,22,51,1:2:30000
1396,22,52,1:2:30000
1397,22,53,1:2:30000
1398,22,54,1:2:30000
1399,22,55,1:2:30000
1400,22,56,1:2:30000
1401,22,57,1:2:30000
1402,22,58,1:2:30000
1403,22,59,1:2:30000
1404,22,60,1:2:30000
1405,22,61,1:2:30000
1406,22,62,1:2:30000
1407,22,63,1:2:30000
1408,22,64,1:2:30000
1409,23,1,1:2:400000|2:200105:20|3:104010:1
1410,23,2,1:2:280000|2:200105:15
1411,23,3,1:2:240000|2:200105:11
1412,23,4,1:2:200000|2:200105:8
1413,23,5,1:2:160000|2:200105:5
1414,23,6,1:2:160000|2:200105:5
1415,23,7,1:2:160000|2:200105:5
1416,23,8,1:2:160000|2:200105:5
1417,23,9,1:2:120000|2:200105:3
1418,23,10,1:2:120000|2:200105:3
1419,23,11,1:2:120000|2:200105:3
1420,23,12,1:2:120000|2:200105:3
1421,23,13,1:2:120000|2:200105:3
1422,23,14,1:2:120000|2:200105:3
1423,23,15,1:2:120000|2:200105:3
1424,23,16,1:2:120000|2:200105:3
1425,23,17,1:2:60000|2:200105:1
1426,23,18,1:2:60000|2:200105:1
1427,23,19,1:2:60000|2:200105:1
1428,23,20,1:2:60000|2:200105:1
1429,23,21,1:2:60000|2:200105:1
1430,23,22,1:2:60000|2:200105:1
1431,23,23,1:2:60000|2:200105:1
1432,23,24,1:2:60000|2:200105:1
1433,23,25,1:2:60000|2:200105:1
1434,23,26,1:2:60000|2:200105:1
1435,23,27,1:2:60000|2:200105:1
1436,23,28,1:2:60000|2:200105:1
1437,23,29,1:2:60000|2:200105:1
1438,23,30,1:2:60000|2:200105:1
1439,23,31,1:2:60000|2:200105:1
1440,23,32,1:2:60000|2:200105:1
1441,23,33,1:2:30000
1442,23,34,1:2:30000
1443,23,35,1:2:30000
1444,23,36,1:2:30000
1445,23,37,1:2:30000
1446,23,38,1:2:30000
1447,23,39,1:2:30000
1448,23,40,1:2:30000
1449,23,41,1:2:30000
1450,23,42,1:2:30000
1451,23,43,1:2:30000
1452,23,44,1:2:30000
1453,23,45,1:2:30000
1454,23,46,1:2:30000
1455,23,47,1:2:30000
1456,23,48,1:2:30000
1457,23,49,1:2:30000
1458,23,50,1:2:30000
1459,23,51,1:2:30000
1460,23,52,1:2:30000
1461,23,53,1:2:30000
1462,23,54,1:2:30000
1463,23,55,1:2:30000
1464,23,56,1:2:30000
1465,23,57,1:2:30000
1466,23,58,1:2:30000
1467,23,59,1:2:30000
1468,23,60,1:2:30000
1469,23,61,1:2:30000
1470,23,62,1:2:30000
1471,23,63,1:2:30000
1472,23,64,1:2:30000
1473,24,1,1:2:400000|2:200105:20|3:104010:1
1474,24,2,1:2:280000|2:200105:15
1475,24,3,1:2:240000|2:200105:11
1476,24,4,1:2:200000|2:200105:8
1477,24,5,1:2:160000|2:200105:5
1478,24,6,1:2:160000|2:200105:5
1479,24,7,1:2:160000|2:200105:5
1480,24,8,1:2:160000|2:200105:5
1481,24,9,1:2:120000|2:200105:3
1482,24,10,1:2:120000|2:200105:3
1483,24,11,1:2:120000|2:200105:3
1484,24,12,1:2:120000|2:200105:3
1485,24,13,1:2:120000|2:200105:3
1486,24,14,1:2:120000|2:200105:3
1487,24,15,1:2:120000|2:200105:3
1488,24,16,1:2:120000|2:200105:3
1489,24,17,1:2:60000|2:200105:1
1490,24,18,1:2:60000|2:200105:1
1491,24,19,1:2:60000|2:200105:1
1492,24,20,1:2:60000|2:200105:1
1493,24,21,1:2:60000|2:200105:1
1494,24,22,1:2:60000|2:200105:1
1495,24,23,1:2:60000|2:200105:1
1496,24,24,1:2:60000|2:200105:1
1497,24,25,1:2:60000|2:200105:1
1498,24,26,1:2:60000|2:200105:1
1499,24,27,1:2:60000|2:200105:1
1500,24,28,1:2:60000|2:200105:1
1501,24,29,1:2:60000|2:200105:1
1502,24,30,1:2:60000|2:200105:1
1503,24,31,1:2:60000|2:200105:1
1504,24,32,1:2:60000|2:200105:1
1505,24,33,1:2:30000
1506,24,34,1:2:30000
1507,24,35,1:2:30000
1508,24,36,1:2:30000
1509,24,37,1:2:30000
1510,24,38,1:2:30000
1511,24,39,1:2:30000
1512,24,40,1:2:30000
1513,24,41,1:2:30000
1514,24,42,1:2:30000
1515,24,43,1:2:30000
1516,24,44,1:2:30000
1517,24,45,1:2:30000
1518,24,46,1:2:30000
1519,24,47,1:2:30000
1520,24,48,1:2:30000
1521,24,49,1:2:30000
1522,24,50,1:2:30000
1523,24,51,1:2:30000
1524,24,52,1:2:30000
1525,24,53,1:2:30000
1526,24,54,1:2:30000
1527,24,55,1:2:30000
1528,24,56,1:2:30000
1529,24,57,1:2:30000
1530,24,58,1:2:30000
1531,24,59,1:2:30000
1532,24,60,1:2:30000
1533,24,61,1:2:30000
1534,24,62,1:2:30000
1535,24,63,1:2:30000
1536,24,64,1:2:30000
1537,25,1,1:2:400000|2:200105:20|3:104010:1
1538,25,2,1:2:280000|2:200105:15
1539,25,3,1:2:240000|2:200105:11
1540,25,4,1:2:200000|2:200105:8
1541,25,5,1:2:160000|2:200105:5
1542,25,6,1:2:160000|2:200105:5
1543,25,7,1:2:160000|2:200105:5
1544,25,8,1:2:160000|2:200105:5
1545,25,9,1:2:120000|2:200105:3
1546,25,10,1:2:120000|2:200105:3
1547,25,11,1:2:120000|2:200105:3
1548,25,12,1:2:120000|2:200105:3
1549,25,13,1:2:120000|2:200105:3
1550,25,14,1:2:120000|2:200105:3
1551,25,15,1:2:120000|2:200105:3
1552,25,16,1:2:120000|2:200105:3
1553,25,17,1:2:60000|2:200105:1
1554,25,18,1:2:60000|2:200105:1
1555,25,19,1:2:60000|2:200105:1
1556,25,20,1:2:60000|2:200105:1
1557,25,21,1:2:60000|2:200105:1
1558,25,22,1:2:60000|2:200105:1
1559,25,23,1:2:60000|2:200105:1
1560,25,24,1:2:60000|2:200105:1
1561,25,25,1:2:60000|2:200105:1
1562,25,26,1:2:60000|2:200105:1
1563,25,27,1:2:60000|2:200105:1
1564,25,28,1:2:60000|2:200105:1
1565,25,29,1:2:60000|2:200105:1
1566,25,30,1:2:60000|2:200105:1
1567,25,31,1:2:60000|2:200105:1
1568,25,32,1:2:60000|2:200105:1
1569,25,33,1:2:30000
1570,25,34,1:2:30000
1571,25,35,1:2:30000
1572,25,36,1:2:30000
1573,25,37,1:2:30000
1574,25,38,1:2:30000
1575,25,39,1:2:30000
1576,25,40,1:2:30000
1577,25,41,1:2:30000
1578,25,42,1:2:30000
1579,25,43,1:2:30000
1580,25,44,1:2:30000
1581,25,45,1:2:30000
1582,25,46,1:2:30000
1583,25,47,1:2:30000
1584,25,48,1:2:30000
1585,25,49,1:2:30000
1586,25,50,1:2:30000
1587,25,51,1:2:30000
1588,25,52,1:2:30000
1589,25,53,1:2:30000
1590,25,54,1:2:30000
1591,25,55,1:2:30000
1592,25,56,1:2:30000
1593,25,57,1:2:30000
1594,25,58,1:2:30000
1595,25,59,1:2:30000
1596,25,60,1:2:30000
1597,25,61,1:2:30000
1598,25,62,1:2:30000
1599,25,63,1:2:30000
1600,25,64,1:2:30000
1601,26,1,1:2:400000|2:200105:20|3:104010:1
1602,26,2,1:2:280000|2:200105:15
1603,26,3,1:2:240000|2:200105:11
1604,26,4,1:2:200000|2:200105:8
1605,26,5,1:2:160000|2:200105:5
1606,26,6,1:2:160000|2:200105:5
1607,26,7,1:2:160000|2:200105:5
1608,26,8,1:2:160000|2:200105:5
1609,26,9,1:2:120000|2:200105:3
1610,26,10,1:2:120000|2:200105:3
1611,26,11,1:2:120000|2:200105:3
1612,26,12,1:2:120000|2:200105:3
1613,26,13,1:2:120000|2:200105:3
1614,26,14,1:2:120000|2:200105:3
1615,26,15,1:2:120000|2:200105:3
1616,26,16,1:2:120000|2:200105:3
1617,26,17,1:2:60000|2:200105:1
1618,26,18,1:2:60000|2:200105:1
1619,26,19,1:2:60000|2:200105:1
1620,26,20,1:2:60000|2:200105:1
1621,26,21,1:2:60000|2:200105:1
1622,26,22,1:2:60000|2:200105:1
1623,26,23,1:2:60000|2:200105:1
1624,26,24,1:2:60000|2:200105:1
1625,26,25,1:2:60000|2:200105:1
1626,26,26,1:2:60000|2:200105:1
1627,26,27,1:2:60000|2:200105:1
1628,26,28,1:2:60000|2:200105:1
1629,26,29,1:2:60000|2:200105:1
1630,26,30,1:2:60000|2:200105:1
1631,26,31,1:2:60000|2:200105:1
1632,26,32,1:2:60000|2:200105:1
1633,26,33,1:2:30000
1634,26,34,1:2:30000
1635,26,35,1:2:30000
1636,26,36,1:2:30000
1637,26,37,1:2:30000
1638,26,38,1:2:30000
