Id,TrainId,BreakIndex,TargetLevel,BuffType,BuffValue,CardBuffType,CardBuffValue,CardTotalValue
20112,2,112,11400,2,2.0,3,1.0,97.0
20113,2,113,11600,2,2.0,3,0.0,97.0
20114,2,114,11800,2,2.0,3,0.0,97.0
20115,2,115,12000,2,6.0,3,3.0,100.0
20116,2,116,12200,2,2.0,3,0.0,100.0
20117,2,117,12400,2,2.0,3,1.0,101.0
20118,2,118,12600,2,2.0,3,0.0,101.0
20119,2,119,12800,2,2.0,3,0.0,101.0
20120,2,120,13000,2,8.0,3,2.0,103.0
20121,2,121,13200,2,2.0,3,0.0,103.0
20122,2,122,13400,2,2.0,3,1.0,104.0
20123,2,123,13600,2,2.0,3,0.0,104.0
20124,2,124,13800,2,2.0,3,0.0,104.0
20125,2,125,14000,2,5.0,3,3.0,107.0
20126,2,126,14200,2,2.0,3,0.0,107.0
20127,2,127,14400,2,2.0,3,1.0,108.0
20128,2,128,14600,2,2.0,3,0.0,108.0
20129,2,129,14800,2,2.0,3,0.0,108.0
20130,2,130,15000,2,8.0,3,2.0,110.0
20131,2,131,15200,2,2.0,3,0.0,110.0
20132,2,132,15400,2,2.0,3,1.0,111.0
20133,2,133,15600,2,2.0,3,0.0,111.0
20134,2,134,15800,2,2.0,3,0.0,111.0
20135,2,135,16000,2,5.0,3,3.0,114.0
20136,2,136,16200,2,2.0,3,0.0,114.0
20137,2,137,16400,2,2.0,3,1.0,115.0
20138,2,138,16600,2,2.0,3,0.0,115.0
20139,2,139,16800,2,2.0,3,0.0,115.0
20140,2,140,17000,2,9.0,3,2.0,117.0
20141,2,141,17200,2,2.0,3,0.0,117.0
20142,2,142,17400,2,2.0,3,1.0,118.0
20143,2,143,17600,2,2.0,3,0.0,118.0
20144,2,144,17800,2,2.0,3,0.0,118.0
20145,2,145,18000,2,5.0,3,3.0,121.0
20146,2,146,18200,2,2.0,3,0.0,121.0
20147,2,147,18400,2,2.0,3,1.0,122.0
20148,2,148,18600,2,2.0,3,0.0,122.0
20149,2,149,18800,2,2.0,3,0.0,122.0
20150,2,150,19000,2,8.0,3,2.0,124.0
20151,2,151,19200,2,2.0,3,0.0,124.0
20152,2,152,19400,2,2.0,3,1.0,125.0
20153,2,153,19600,2,2.0,3,0.0,125.0
20154,2,154,19800,2,2.0,3,0.0,125.0
20155,2,155,20000,2,5.0,3,3.0,128.0
20156,2,156,20200,2,2.0,3,0.0,128.0
20157,2,157,20400,2,2.0,3,1.0,129.0
20158,2,158,20600,2,2.0,3,0.0,129.0
20159,2,159,20800,2,2.0,3,0.0,129.0
20160,2,160,21000,2,5.0,3,2.0,131.0
20161,2,161,21200,2,2.0,3,0.0,131.0
20162,2,162,21400,2,2.0,3,1.0,132.0
20163,2,163,21600,2,2.0,3,0.0,132.0
20164,2,164,21800,2,2.0,3,0.0,132.0
20165,2,165,22000,2,5.0,3,3.0,135.0
20166,2,166,22200,2,2.0,3,0.0,135.0
20167,2,167,22400,2,2.0,3,1.0,136.0
20168,2,168,22600,2,2.0,3,0.0,136.0
20169,2,169,22800,2,2.0,3,0.0,136.0
20170,2,170,23000,2,5.0,3,2.0,138.0
20171,2,171,23200,2,2.0,3,0.0,138.0
20172,2,172,23400,2,2.0,3,1.0,139.0
20173,2,173,23600,2,2.0,3,0.0,139.0
20174,2,174,23800,2,2.0,3,0.0,139.0
20175,2,175,24000,2,5.0,3,3.0,142.0
20176,2,176,24200,2,2.0,3,0.0,142.0
20177,2,177,24400,2,2.0,3,1.0,143.0
20178,2,178,24600,2,2.0,3,0.0,143.0
20179,2,179,24800,2,2.0,3,0.0,143.0
20180,2,180,25000,2,5.0,3,2.0,145.0
20181,2,181,25200,2,2.0,3,0.0,145.0
20182,2,182,25400,2,2.0,3,1.0,146.0
20183,2,183,25600,2,2.0,3,0.0,146.0
20184,2,184,25800,2,2.0,3,0.0,146.0
20185,2,185,26000,2,5.0,3,3.0,149.0
20186,2,186,26200,2,2.0,3,0.0,149.0
20187,2,187,26400,2,2.0,3,1.0,150.0
20188,2,188,26600,2,2.0,3,0.0,150.0
20189,2,189,26800,2,2.0,3,0.0,150.0
20190,2,190,27000,2,5.0,3,2.0,152.0
20191,2,191,27200,2,2.0,3,0.0,152.0
20192,2,192,27400,2,2.0,3,1.0,153.0
20193,2,193,27600,2,2.0,3,0.0,153.0
20194,2,194,27800,2,2.0,3,0.0,153.0
20195,2,195,28000,2,5.0,3,3.0,156.0
20196,2,196,28200,2,2.0,3,0.0,156.0
20197,2,197,28400,2,2.0,3,1.0,157.0
20198,2,198,28600,2,2.0,3,0.0,157.0
20199,2,199,28800,2,2.0,3,0.0,157.0
20200,2,200,29000,2,5.0,3,2.0,159.0
20201,2,201,29200,2,2.0,3,0.0,159.0
20202,2,202,29400,2,2.0,3,1.0,160.0
20203,2,203,29600,2,2.0,3,0.0,160.0
20204,2,204,29800,2,2.0,3,0.0,160.0
20205,2,205,30000,2,5.0,3,3.0,163.0
20206,2,206,30200,2,2.0,3,0.0,163.0
20207,2,207,30400,2,2.0,3,1.0,164.0
20208,2,208,30600,2,2.0,3,0.0,164.0
20209,2,209,30800,2,2.0,3,0.0,164.0
20210,2,210,31000,2,5.0,3,2.0,166.0
20211,2,211,31200,2,2.0,3,0.0,166.0
20212,2,212,31400,2,3.0,3,1.0,167.0
20213,2,213,31600,2,3.0,3,0.0,167.0
20214,2,214,31800,2,3.0,3,0.0,167.0
20215,2,215,32000,2,5.0,3,3.0,170.0
20216,2,216,32200,2,2.0,3,0.0,170.0
20217,2,217,32400,2,2.0,3,1.0,171.0
20218,2,218,32600,2,3.0,3,0.0,171.0
20219,2,219,32800,2,3.0,3,0.0,171.0
20220,2,220,33000,2,6.0,3,2.0,173.0
20221,2,221,33200,2,3.0,3,0.0,173.0
20222,2,222,33400,2,3.0,3,1.0,174.0
20223,2,223,33600,2,3.0,3,0.0,174.0
20224,2,224,33800,2,3.0,3,0.0,174.0
20225,2,225,34000,2,9.0,3,3.0,177.0
20226,2,226,34200,2,5.0,3,0.0,177.0
20227,2,227,34400,2,5.0,3,1.0,178.0
20228,2,228,34600,2,5.0,3,0.0,178.0
20229,2,229,34800,2,5.0,3,0.0,178.0
20230,2,230,35000,2,8.0,3,2.0,180.0
20231,2,231,35200,2,2.0,3,0.0,180.0
20232,2,232,35400,2,3.0,3,1.0,181.0
20233,2,233,35600,2,3.0,3,0.0,181.0
20234,2,234,35800,2,3.0,3,0.0,181.0
20235,2,235,36000,2,5.0,3,3.0,184.0
20236,2,236,36200,2,2.0,3,0.0,184.0
20237,2,237,36400,2,2.0,3,1.0,185.0
20238,2,238,36600,2,3.0,3,0.0,185.0
20239,2,239,36800,2,3.0,3,0.0,185.0
20240,2,240,37000,2,6.0,3,2.0,187.0
20241,2,241,37200,2,3.0,3,0.0,187.0
20242,2,242,37400,2,3.0,3,1.0,188.0
20243,2,243,37600,2,3.0,3,0.0,188.0
20244,2,244,37800,2,3.0,3,0.0,188.0
20245,2,245,38000,2,9.0,3,3.0,191.0
20246,2,246,38200,2,2.0,3,0.0,191.0
20247,2,247,38400,2,2.0,3,1.0,192.0
20248,2,248,38600,2,3.0,3,0.0,192.0
20249,2,249,38800,2,3.0,3,0.0,192.0
20250,2,250,39000,2,6.0,3,2.0,194.0
20251,2,251,39200,2,3.0,3,0.0,194.0
20252,2,252,39400,2,3.0,3,1.0,195.0
20253,2,253,39600,2,3.0,3,0.0,195.0
20254,2,254,39800,2,3.0,3,0.0,195.0
20255,2,255,40000,2,9.0,3,3.0,198.0
20256,2,256,40200,2,3.0,3,0.0,198.0
20257,2,257,40400,2,3.0,3,1.0,199.0
20258,2,258,40600,2,3.0,3,0.0,199.0
20259,2,259,40800,2,3.0,3,0.0,199.0
20260,2,260,41000,2,9.0,3,2.0,201.0
20261,2,261,41200,2,2.0,3,0.0,201.0
20262,2,262,41400,2,2.0,3,1.0,202.0
20263,2,263,41600,2,3.0,3,0.0,202.0
20264,2,264,41800,2,3.0,3,0.0,202.0
20265,2,265,42000,2,6.0,3,3.0,205.0
20266,2,266,42200,2,3.0,3,0.0,205.0
20267,2,267,42400,2,3.0,3,1.0,206.0
20268,2,268,42600,2,3.0,3,0.0,206.0
20269,2,269,42800,2,3.0,3,0.0,206.0
20270,2,270,43000,2,9.0,3,2.0,208.0
20271,2,271,43200,2,2.0,3,0.0,208.0
20272,2,272,43400,2,2.0,3,1.0,209.0
20273,2,273,43600,2,3.0,3,0.0,209.0
20274,2,274,43800,2,3.0,3,0.0,209.0
20275,2,275,44000,2,6.0,3,3.0,212.0
20276,2,276,44200,2,3.0,3,0.0,212.0
20277,2,277,44400,2,3.0,3,1.0,213.0
20278,2,278,44600,2,3.0,3,0.0,213.0
20279,2,279,44800,2,3.0,3,0.0,213.0
20280,2,280,45000,2,9.0,3,2.0,215.0
20281,2,281,45200,2,3.0,3,0.0,215.0
20282,2,282,45400,2,3.0,3,1.0,216.0
20283,2,283,45600,2,3.0,3,0.0,216.0
20284,2,284,45800,2,3.0,3,0.0,216.0
20285,2,285,46000,2,9.0,3,3.0,219.0
20286,2,286,46200,2,2.0,3,0.0,219.0
20287,2,287,46400,2,2.0,3,1.0,220.0
20288,2,288,46600,2,3.0,3,0.0,220.0
20289,2,289,46800,2,3.0,3,0.0,220.0
20290,2,290,47000,2,6.0,3,2.0,222.0
20291,2,291,47200,2,3.0,3,0.0,222.0
20292,2,292,47400,2,3.0,3,1.0,223.0
20293,2,293,47600,2,3.0,3,0.0,223.0
20294,2,294,47800,2,3.0,3,0.0,223.0
20295,2,295,48000,2,9.0,3,3.0,226.0
20296,2,296,48200,2,3.0,3,0.0,226.0
20297,2,297,48400,2,3.0,3,1.0,227.0
20298,2,298,48600,2,5.0,3,0.0,227.0
20299,2,299,48800,2,5.0,3,0.0,227.0
20300,2,300,49000,2,9.0,3,2.0,229.0
20301,2,301,49200,2,3.0,3,0.0,229.0
20302,2,302,49400,2,3.0,3,1.0,230.0
20303,2,303,49600,2,5.0,3,0.0,230.0
20304,2,304,49800,2,7.0,3,0.0,230.0
20305,2,305,50000,2,9.0,3,3.0,233.0
20306,2,306,50200,2,5.0,3,0.0,233.0
20307,2,307,50400,2,5.0,3,1.0,234.0
20308,2,308,50600,2,5.0,3,0.0,234.0
20309,2,309,50800,2,8.0,3,0.0,234.0
20310,2,310,51000,2,10.0,3,2.0,236.0
20311,2,311,51200,2,3.0,3,0.0,236.0
20312,2,312,51400,2,6.0,3,1.0,237.0
20313,2,313,51600,2,9.0,3,0.0,237.0
20314,2,314,51800,2,9.0,3,0.0,237.0
20315,2,315,52000,2,10.0,3,3.0,240.0
20316,2,316,52200,2,3.0,3,0.0,240.0
20317,2,317,52400,2,3.0,3,1.0,241.0
20318,2,318,52600,2,5.0,3,0.0,241.0
20319,2,319,52800,2,7.0,3,0.0,241.0
20320,2,320,53000,2,9.0,3,2.0,243.0
20321,2,321,53200,2,5.0,3,0.0,243.0
20322,2,322,53400,2,5.0,3,1.0,244.0
20323,2,323,53600,2,5.0,3,0.0,244.0
20324,2,324,53800,2,8.0,3,0.0,244.0
20325,2,325,54000,2,10.0,3,3.0,247.0
20326,2,326,54200,2,3.0,3,0.0,247.0
20327,2,327,54400,2,6.0,3,1.0,248.0
20328,2,328,54600,2,9.0,3,0.0,248.0
20329,2,329,54800,2,9.0,3,0.0,248.0
20330,2,330,55000,2,10.0,3,2.0,250.0
20331,2,331,55200,2,3.0,3,0.0,250.0
20332,2,332,55400,2,3.0,3,1.0,251.0
20333,2,333,55600,2,5.0,3,0.0,251.0
20334,2,334,55800,2,7.0,3,0.0,251.0
20335,2,335,56000,2,9.0,3,3.0,254.0
20336,2,336,56200,2,3.0,3,0.0,254.0
20337,2,337,56400,2,3.0,3,1.0,255.0
20338,2,338,56600,2,5.0,3,0.0,255.0
20339,2,339,56800,2,7.0,3,0.0,255.0
20340,2,340,57000,2,9.0,3,2.0,257.0
20341,2,341,57200,2,3.0,3,0.0,257.0
20342,2,342,57400,2,3.0,3,1.0,258.0
20343,2,343,57600,2,5.0,3,0.0,258.0
20344,2,344,57800,2,7.0,3,0.0,258.0
20345,2,345,58000,2,9.0,3,3.0,261.0
20346,2,346,58200,2,7.0,3,0.0,261.0
20347,2,347,58400,2,8.0,3,1.0,262.0
20348,2,348,58600,2,9.0,3,0.0,262.0
20349,2,349,58800,2,9.0,3,0.0,262.0
20350,2,350,59000,2,10.0,3,2.0,264.0
20351,2,351,59200,2,7.0,3,0.0,264.0
20352,2,352,59400,2,8.0,3,1.0,265.0
20353,2,353,59600,2,9.0,3,0.0,265.0
20354,2,354,59800,2,9.0,3,0.0,265.0
20355,2,355,60000,2,10.0,3,3.0,268.0
20356,2,356,60200,2,7.0,3,0.0,268.0
20357,2,357,60400,2,8.0,3,1.0,269.0
20358,2,358,60600,2,9.0,3,0.0,269.0
20359,2,359,60800,2,9.0,3,0.0,269.0
20360,2,360,61000,2,10.0,3,2.0,271.0
20361,2,361,61200,2,7.0,3,0.0,271.0
20362,2,362,61400,2,8.0,3,1.0,272.0
20363,2,363,61600,2,9.0,3,0.0,272.0
20364,2,364,61800,2,9.0,3,0.0,272.0
20365,2,365,62000,2,10.0,3,3.0,275.0
20366,2,366,62200,2,7.0,3,0.0,275.0
20367,2,367,62400,2,8.0,3,1.0,276.0
20368,2,368,62600,2,9.0,3,0.0,276.0
20369,2,369,62800,2,9.0,3,0.0,276.0
20370,2,370,63000,2,15.0,3,2.0,278.0
20371,2,371,63200,2,7.0,3,0.0,278.0
20372,2,372,63400,2,8.0,3,1.0,279.0
20373,2,373,63600,2,9.0,3,0.0,279.0
20374,2,374,63800,2,9.0,3,0.0,279.0
20375,2,375,64000,2,10.0,3,3.0,282.0
20376,2,376,64200,2,7.0,3,0.0,282.0
20377,2,377,64400,2,8.0,3,1.0,283.0
20378,2,378,64600,2,9.0,3,0.0,283.0
20379,2,379,64800,2,9.0,3,0.0,283.0
20380,2,380,65000,2,15.0,3,2.0,285.0
20381,2,381,65200,2,7.0,3,0.0,285.0
20382,2,382,65400,2,8.0,3,1.0,286.0
20383,2,383,65600,2,9.0,3,0.0,286.0
20384,2,384,65800,2,9.0,3,0.0,286.0
20385,2,385,66000,2,15.0,3,3.0,289.0
20386,2,386,66200,2,7.0,3,0.0,289.0
20387,2,387,66400,2,8.0,3,1.0,290.0
20388,2,388,66600,2,9.0,3,0.0,290.0
20389,2,389,66800,2,9.0,3,0.0,290.0
20390,2,390,67000,2,10.0,3,2.0,292.0
20391,2,391,67200,2,7.0,3,0.0,292.0
20392,2,392,67400,2,8.0,3,1.0,293.0
20393,2,393,67600,2,9.0,3,0.0,293.0
20394,2,394,67800,2,9.0,3,0.0,293.0
20395,2,395,68000,2,15.0,3,3.0,296.0
20396,2,396,68200,2,7.0,3,0.0,296.0
20397,2,397,68400,2,8.0,3,1.0,297.0
20398,2,398,68600,2,9.0,3,0.0,297.0
20399,2,399,68800,2,9.0,3,0.0,297.0
20400,2,400,69000,2,15.0,3,2.0,299.0
20401,2,401,69200,2,7.0,3,0.0,299.0
20402,2,402,69400,2,8.0,3,1.0,300.0
20403,2,403,69600,2,9.0,3,0.0,300.0
20404,2,404,69800,2,9.0,3,0.0,300.0
20405,2,405,70000,2,10.0,3,3.0,303.0
20406,2,406,70200,2,7.0,3,0.0,303.0
20407,2,407,70400,2,8.0,3,1.0,304.0
20408,2,408,70600,2,9.0,3,0.0,304.0
20409,2,409,70800,2,9.0,3,0.0,304.0
20410,2,410,71000,2,15.0,3,2.0,306.0
20411,2,411,71200,2,7.0,3,0.0,306.0
20412,2,412,71400,2,8.0,3,1.0,307.0
20413,2,413,71600,2,9.0,3,0.0,307.0
20414,2,414,71800,2,9.0,3,0.0,307.0
20415,2,415,72000,2,10.0,3,3.0,310.0
20416,2,416,72200,2,7.0,3,0.0,310.0
20417,2,417,72400,2,8.0,3,1.0,311.0
20418,2,418,72600,2,9.0,3,0.0,311.0
20419,2,419,72800,2,9.0,3,0.0,311.0
20420,2,420,73000,2,15.0,3,2.0,313.0
20421,2,421,73200,2,7.0,3,0.0,313.0
20422,2,422,73400,2,8.0,3,1.0,314.0
20423,2,423,73600,2,9.0,3,0.0,314.0
20424,2,424,73800,2,9.0,3,0.0,314.0
20425,2,425,74000,2,15.0,3,3.0,317.0
20426,2,426,74200,2,7.0,3,0.0,317.0
20427,2,427,74400,2,8.0,3,1.0,318.0
20428,2,428,74600,2,9.0,3,0.0,318.0
20429,2,429,74800,2,9.0,3,0.0,318.0
20430,2,430,75000,2,10.0,3,2.0,320.0
30001,3,1,1,403,1.0,6,20.0,20.0
30002,3,2,25,3,1.0,6,1.0,21.0
30003,3,3,50,403,2.0,6,0.0,21.0
30004,3,4,75,3,2.0,6,0.0,21.0
30005,3,5,100,403,4.0,6,2.0,23.0
30006,3,6,150,403,4.0,6,0.0,23.0
30007,3,7,200,3,2.0,6,1.0,24.0
30008,3,8,300,3,2.0,6,0.0,24.0
30009,3,9,400,3,2.0,6,0.0,24.0
30010,3,10,500,3,3.0,6,2.0,26.0
30011,3,11,600,3,2.0,6,0.0,26.0
30012,3,12,700,3,2.0,6,1.0,27.0
30013,3,13,800,3,2.0,6,0.0,27.0
30014,3,14,900,3,2.0,6,0.0,27.0
30015,3,15,1000,3,3.0,6,3.0,30.0
30016,3,16,1100,3,2.0,6,0.0,30.0
30017,3,17,1200,3,2.0,6,1.0,31.0
30018,3,18,1300,3,2.0,6,0.0,31.0
30019,3,19,1400,3,2.0,6,0.0,31.0
30020,3,20,1500,3,3.0,6,3.0,34.0
30021,3,21,1600,3,2.0,6,0.0,34.0
30022,3,22,1700,3,2.0,6,1.0,35.0
30023,3,23,1800,3,2.0,6,0.0,35.0
30024,3,24,1900,3,2.0,6,0.0,35.0
30025,3,25,2000,3,3.0,6,5.0,40.0
30026,3,26,2100,3,2.0,6,0.0,40.0
30027,3,27,2200,3,2.0,6,1.0,41.0
30028,3,28,2300,3,2.0,6,0.0,41.0
30029,3,29,2400,3,2.0,6,0.0,41.0
30030,3,30,2500,3,8.0,6,3.0,44.0
30031,3,31,2600,3,2.0,6,0.0,44.0
30032,3,32,2700,3,2.0,6,1.0,45.0
30033,3,33,2800,3,2.0,6,0.0,45.0
30034,3,34,2900,3,2.0,6,0.0,45.0
30035,3,35,3000,3,15.0,6,5.0,50.0
30036,3,36,3100,3,2.0,6,0.0,50.0
30037,3,37,3200,3,2.0,6,1.0,51.0
30038,3,38,3300,3,2.0,6,0.0,51.0
30039,3,39,3400,3,2.0,6,0.0,51.0
30040,3,40,3500,3,15.0,6,3.0,54.0
30041,3,41,3600,3,2.0,6,0.0,54.0
30042,3,42,3700,3,2.0,6,1.0,55.0
30043,3,43,3800,3,2.0,6,0.0,55.0
30044,3,44,3900,3,2.0,6,0.0,55.0
30045,3,45,4000,3,25.0,6,5.0,60.0
30046,3,46,4100,3,2.0,6,0.0,60.0
30047,3,47,4200,3,3.0,6,1.0,61.0
30048,3,48,4300,3,2.0,6,0.0,61.0
30049,3,49,4400,3,3.0,6,0.0,61.0
30050,3,50,4500,3,7.0,6,3.0,64.0
30051,3,51,4600,3,3.0,6,0.0,64.0
30052,3,52,4700,3,2.0,6,1.0,65.0
30053,3,53,4800,3,3.0,6,0.0,65.0
30054,3,54,4900,3,2.0,6,0.0,65.0
30055,3,55,5000,3,11.0,6,5.0,70.0
30056,3,56,5100,3,2.0,6,0.0,70.0
30057,3,57,5200,3,3.0,6,1.0,71.0
30058,3,58,5300,3,2.0,6,0.0,71.0
30059,3,59,5400,3,3.0,6,0.0,71.0
30060,3,60,5500,3,7.0,6,3.0,74.0
30061,3,61,5600,3,3.0,6,0.0,74.0
30062,3,62,5700,3,2.0,6,1.0,75.0
30063,3,63,5800,3,3.0,6,0.0,75.0
30064,3,64,5900,3,2.0,6,0.0,75.0
30065,3,65,6000,3,11.0,6,5.0,80.0
30066,3,66,6100,3,2.0,6,0.0,80.0
30067,3,67,6200,3,2.0,6,1.0,81.0
30068,3,68,6300,3,2.0,6,0.0,81.0
30069,3,69,6400,3,2.0,6,0.0,81.0
30070,3,70,6500,3,15.0,6,3.0,84.0
30071,3,71,6600,3,2.0,6,0.0,84.0
30072,3,72,6700,3,2.0,6,1.0,85.0
30073,3,73,6800,3,2.0,6,0.0,85.0
30074,3,74,6900,3,2.0,6,0.0,85.0
30075,3,75,7000,3,25.0,6,5.0,90.0
30076,3,76,7100,3,2.0,6,0.0,90.0
30077,3,77,7200,3,2.0,6,1.0,91.0
30078,3,78,7300,3,2.0,6,0.0,91.0
30079,3,79,7400,3,2.0,6,0.0,91.0
30080,3,80,7500,3,15.0,6,3.0,94.0
30081,3,81,7600,3,2.0,6,0.0,94.0
30082,3,82,7700,3,2.0,6,1.0,95.0
30083,3,83,7800,3,2.0,6,0.0,95.0
30084,3,84,7900,3,2.0,6,0.0,95.0
30085,3,85,8000,3,25.0,6,5.0,100.0
30086,3,86,8100,3,2.0,6,0.0,100.0
30087,3,87,8200,3,2.0,6,1.0,101.0
30088,3,88,8300,3,2.0,6,0.0,101.0
30089,3,89,8400,3,2.0,6,0.0,101.0
30090,3,90,8500,3,3.0,6,3.0,104.0
30091,3,91,8600,3,2.0,6,0.0,104.0
30092,3,92,8700,3,2.0,6,1.0,105.0
30093,3,93,8800,3,2.0,6,0.0,105.0
30094,3,94,8900,3,2.0,6,0.0,105.0
30095,3,95,9000,3,3.0,6,5.0,110.0
30096,3,96,9100,3,2.0,6,0.0,110.0
30097,3,97,9200,3,2.0,6,1.0,111.0
30098,3,98,9300,3,2.0,6,0.0,111.0
30099,3,99,9400,3,2.0,6,0.0,111.0
30100,3,100,9500,3,3.0,6,3.0,114.0
30101,3,101,9600,3,2.0,6,0.0,114.0
30102,3,102,9700,3,2.0,6,1.0,115.0
30103,3,103,9800,3,2.0,6,0.0,115.0
30104,3,104,9900,3,2.0,6,0.0,115.0
30105,3,105,10000,3,15.0,6,5.0,120.0
30106,3,106,10200,3,2.0,6,0.0,120.0
30107,3,107,10400,3,2.0,6,1.0,121.0
30108,3,108,10600,3,2.0,6,0.0,121.0
30109,3,109,10800,3,2.0,6,0.0,121.0
30110,3,110,11000,3,25.0,6,3.0,124.0
30111,3,111,11200,3,2.0,6,0.0,124.0
30112,3,112,11400,3,2.0,6,1.0,125.0
30113,3,113,11600,3,2.0,6,0.0,125.0
30114,3,114,11800,3,2.0,6,0.0,125.0
30115,3,115,12000,3,30.0,6,5.0,130.0
30116,3,116,12200,3,3.0,6,0.0,130.0
30117,3,117,12400,3,3.0,6,1.0,131.0
30118,3,118,12600,3,3.0,6,0.0,131.0
30119,3,119,12800,3,3.0,6,0.0,131.0
30120,3,120,13000,3,50.0,6,3.0,134.0
30121,3,121,13200,3,3.0,6,0.0,134.0
30122,3,122,13400,3,3.0,6,1.0,135.0
30123,3,123,13600,3,3.0,6,0.0,135.0
30124,3,124,13800,3,3.0,6,0.0,135.0
30125,3,125,14000,3,50.0,6,5.0,140.0
30126,3,126,14200,3,3.0,6,0.0,140.0
30127,3,127,14400,3,3.0,6,1.0,141.0
30128,3,128,14600,3,3.0,6,0.0,141.0
30129,3,129,14800,3,3.0,6,0.0,141.0
30130,3,130,15000,3,50.0,6,3.0,144.0
30131,3,131,15200,3,3.0,6,0.0,144.0
30132,3,132,15400,3,3.0,6,1.0,145.0
30133,3,133,15600,3,3.0,6,0.0,145.0
30134,3,134,15800,3,3.0,6,0.0,145.0
30135,3,135,16000,3,50.0,6,5.0,150.0
30136,3,136,16200,3,3.0,6,0.0,150.0
30137,3,137,16400,3,3.0,6,1.0,151.0
30138,3,138,16600,3,3.0,6,0.0,151.0
30139,3,139,16800,3,3.0,6,0.0,151.0
30140,3,140,17000,3,50.0,6,3.0,154.0
30141,3,141,17200,3,3.0,6,0.0,154.0
30142,3,142,17400,3,3.0,6,1.0,155.0
30143,3,143,17600,3,3.0,6,0.0,155.0
30144,3,144,17800,3,3.0,6,0.0,155.0
30145,3,145,18000,3,50.0,6,5.0,160.0
30146,3,146,18200,3,3.0,6,0.0,160.0
30147,3,147,18400,3,3.0,6,1.0,161.0
30148,3,148,18600,3,3.0,6,0.0,161.0
30149,3,149,18800,3,3.0,6,0.0,161.0
30150,3,150,19000,3,50.0,6,3.0,164.0
30151,3,151,19200,3,2.0,6,0.0,164.0
30152,3,152,19400,3,5.0,6,1.0,165.0
30153,3,153,19600,3,5.0,6,0.0,165.0
30154,3,154,19800,3,8.0,6,0.0,165.0
30155,3,155,20000,3,10.0,6,5.0,170.0
30156,3,156,20200,3,2.0,6,0.0,170.0
30157,3,157,20400,3,5.0,6,1.0,171.0
30158,3,158,20600,3,5.0,6,0.0,171.0
30159,3,159,20800,3,8.0,6,0.0,171.0
30160,3,160,21000,3,10.0,6,3.0,174.0
30161,3,161,21200,3,2.0,6,0.0,174.0
30162,3,162,21400,3,5.0,6,1.0,175.0
30163,3,163,21600,3,5.0,6,0.0,175.0
30164,3,164,21800,3,8.0,6,0.0,175.0
30165,3,165,22000,3,10.0,6,5.0,180.0
30166,3,166,22200,3,3.0,6,0.0,180.0
30167,3,167,22400,3,3.0,6,1.0,181.0
30168,3,168,22600,3,3.0,6,0.0,181.0
30169,3,169,22800,3,8.0,6,0.0,181.0
30170,3,170,23000,3,15.0,6,3.0,184.0
30171,3,171,23200,3,3.0,6,0.0,184.0
30172,3,172,23400,3,3.0,6,1.0,185.0
30173,3,173,23600,3,5.0,6,0.0,185.0
30174,3,174,23800,3,8.0,6,0.0,185.0
30175,3,175,24000,3,15.0,6,5.0,190.0
30176,3,176,24200,3,3.0,6,0.0,190.0
30177,3,177,24400,3,3.0,6,1.0,191.0
30178,3,178,24600,3,5.0,6,0.0,191.0
30179,3,179,24800,3,8.0,6,0.0,191.0
30180,3,180,25000,3,15.0,6,3.0,194.0
30181,3,181,25200,3,3.0,6,0.0,194.0
30182,3,182,25400,3,3.0,6,1.0,195.0
30183,3,183,25600,3,5.0,6,0.0,195.0
30184,3,184,25800,3,8.0,6,0.0,195.0
30185,3,185,26000,3,15.0,6,5.0,200.0
30186,3,186,26200,3,3.0,6,0.0,200.0
30187,3,187,26400,3,3.0,6,1.0,201.0
30188,3,188,26600,3,5.0,6,0.0,201.0
30189,3,189,26800,3,8.0,6,0.0,201.0
30190,3,190,27000,3,15.0,6,3.0,204.0
30191,3,191,27200,3,3.0,6,0.0,204.0
30192,3,192,27400,3,3.0,6,1.0,205.0
30193,3,193,27600,3,5.0,6,0.0,205.0
30194,3,194,27800,3,8.0,6,0.0,205.0
30195,3,195,28000,3,15.0,6,5.0,210.0
30196,3,196,28200,3,3.0,6,0.0,210.0
30197,3,197,28400,3,3.0,6,1.0,211.0
30198,3,198,28600,3,5.0,6,0.0,211.0
30199,3,199,28800,3,8.0,6,0.0,211.0
30200,3,200,29000,3,15.0,6,3.0,214.0
30201,3,201,29200,3,3.0,6,0.0,214.0
30202,3,202,29400,3,3.0,6,1.0,215.0
30203,3,203,29600,3,5.0,6,0.0,215.0
30204,3,204,29800,3,8.0,6,0.0,215.0
30205,3,205,30000,3,15.0,6,5.0,220.0
30206,3,206,30200,3,3.0,6,0.0,220.0
30207,3,207,30400,3,3.0,6,1.0,221.0
30208,3,208,30600,3,5.0,6,0.0,221.0
30209,3,209,30800,3,8.0,6,0.0,221.0
30210,3,210,31000,3,15.0,6,3.0,224.0
30211,3,211,31200,3,3.0,6,0.0,224.0
30212,3,212,31400,3,3.0,6,1.0,225.0
30213,3,213,31600,3,5.0,6,0.0,225.0
30214,3,214,31800,3,8.0,6,0.0,225.0
30215,3,215,32000,3,15.0,6,5.0,230.0
30216,3,216,32200,3,3.0,6,0.0,230.0
30217,3,217,32400,3,3.0,6,1.0,231.0
