Id,Name,Icon,Chapter,Tactics,TacticsLevels,Star3,Buff,FirstReward,Reward,Lv,NextId
5002109,第9关,900109,20121,"[101,201]","[1,1]","[1001,1002]",2:10:10:4|2:10:15:8|2:10:20:12,2:100109:10,2:100109:30|1:2:200,34,5002110
5002110,第10关,900110,20121,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,34,5002201
5002201,第1关,900111,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002202
5002202,第2关,900112,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002203
5002203,第3关,900113,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002204
5002204,第4关,900114,20122,"[101,201]","[1,1]","[1001,1002]",3:6:10:4|3:6:15:8|3:6:20:12,2:100109:10,2:100109:30|1:2:200,35,5002205
5002205,第5关,900115,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002206
5002206,第6关,900116,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002207
5002207,第7关,900117,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002208
5002208,第8关,900118,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002209
5002209,第9关,900119,20122,"[101,201]","[1,1]","[1001,1002]",4:7:10:4|4:7:15:8|4:7:20:12,2:100109:10,2:100109:30|1:2:200,35,5002210
5002210,第10关,900120,20122,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,35,5002301
5002301,第1关,900101,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002302
5002302,第2关,900102,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002303
5002303,第3关,900103,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002304
5002304,第4关,900104,20123,"[101,201]","[1,1]","[1001,1002]",5:6:10:4|5:6:15:8|5:6:20:12,2:100109:10,2:100109:30|1:2:200,36,5002305
5002305,第5关,900105,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002306
5002306,第6关,900106,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002307
5002307,第7关,900107,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002308
5002308,第8关,900108,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002309
5002309,第9关,900109,20123,"[101,201]","[1,1]","[1001,1002]",1:9:10:4|1:9:15:8|1:9:20:12,2:100109:10,2:100109:30|1:2:200,36,5002310
5002310,第10关,900110,20123,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,36,5002401
5002401,第1关,900111,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002402
5002402,第2关,900112,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002403
5002403,第3关,900113,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002404
5002404,第4关,900114,20124,"[101,201]","[1,1]","[1001,1002]",2:2:10:4|2:2:15:8|2:2:20:12,2:100109:10,2:100109:30|1:2:200,37,5002405
5002405,第5关,900115,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002406
5002406,第6关,900116,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002407
5002407,第7关,900117,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002408
5002408,第8关,900118,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002409
5002409,第9关,900119,20124,"[101,201]","[1,1]","[1001,1002]",3:2:10:4|3:2:15:8|3:2:20:12,2:100109:10,2:100109:30|1:2:200,37,5002410
5002410,第10关,900120,20124,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,37,5002501
5002501,第1关,900101,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002502
5002502,第2关,900102,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002503
5002503,第3关,900103,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002504
5002504,第4关,900104,20125,"[101,201]","[1,1]","[1001,1002]",4:6:10:4|4:6:15:8|4:6:20:12,2:100109:10,2:100109:30|1:2:200,38,5002505
5002505,第5关,900105,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002506
5002506,第6关,900106,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002507
5002507,第7关,900107,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002508
5002508,第8关,900108,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002509
5002509,第9关,900109,20125,"[101,201]","[1,1]","[1001,1002]",5:10:10:4|5:10:15:8|5:10:20:12,2:100109:10,2:100109:30|1:2:200,38,5002510
5002510,第10关,900110,20125,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,38,5002601
5002601,第1关,900111,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002602
5002602,第2关,900112,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002603
5002603,第3关,900113,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002604
5002604,第4关,900114,20126,"[101,201]","[1,1]","[1001,1002]",1:3:10:4|1:3:15:8|1:3:20:12,2:100109:10,2:100109:30|1:2:200,39,5002605
5002605,第5关,900115,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002606
5002606,第6关,900116,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002607
5002607,第7关,900117,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002608
5002608,第8关,900118,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002609
5002609,第9关,900119,20126,"[101,201]","[1,1]","[1001,1002]",2:1:10:4|2:1:15:8|2:1:20:12,2:100109:10,2:100109:30|1:2:200,39,5002610
5002610,第10关,900120,20126,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,39,5002701
5002701,第1关,900101,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002702
5002702,第2关,900102,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002703
5002703,第3关,900103,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002704
5002704,第4关,900104,20127,"[101,201]","[1,1]","[1001,1002]",3:1:10:4|3:1:15:8|3:1:20:12,2:100109:10,2:100109:30|1:2:200,40,5002705
5002705,第5关,900105,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002706
5002706,第6关,900106,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002707
5002707,第7关,900107,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002708
5002708,第8关,900108,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002709
5002709,第9关,900109,20127,"[101,201]","[1,1]","[1001,1002]",4:2:10:4|4:2:15:8|4:2:20:12,2:100109:10,2:100109:30|1:2:200,40,5002710
5002710,第10关,900110,20127,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,40,5002801
5002801,第1关,900111,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002802
5002802,第2关,900112,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002803
5002803,第3关,900113,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002804
5002804,第4关,900114,20128,"[101,201]","[1,1]","[1001,1002]",5:2:10:4|5:2:15:8|5:2:20:12,2:100109:10,2:100109:30|1:2:200,41,5002805
5002805,第5关,900115,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002806
5002806,第6关,900116,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002807
5002807,第7关,900117,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002808
5002808,第8关,900118,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002809
5002809,第9关,900119,20128,"[101,201]","[1,1]","[1001,1002]",1:4:10:4|1:4:15:8|1:4:20:12,2:100109:10,2:100109:30|1:2:200,41,5002810
5002810,第10关,900120,20128,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,41,5002901
5002901,第1关,900101,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5002902
5002902,第2关,900102,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5002903
5002903,第3关,900103,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5002904
5002904,第4关,900104,20129,"[101,201]","[1,1]","[1001,1002]",2:3:10:4|2:3:15:8|2:3:20:12,2:100109:10,2:100109:30|1:2:200,42,5002905
5002905,第5关,900105,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5002906
5002906,第6关,900106,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5002907
5002907,第7关,900107,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5002908
5002908,第8关,900108,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5002909
5002909,第9关,900109,20129,"[101,201]","[1,1]","[1001,1002]",3:8:10:4|3:8:15:8|3:8:20:12,2:100109:10,2:100109:30|1:2:200,42,5002910
5002910,第10关,900110,20129,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,42,5003001
5003001,第1关,900111,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003002
5003002,第2关,900112,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003003
5003003,第3关,900113,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003004
5003004,第4关,900114,20130,"[101,201]","[1,1]","[1001,1002]",4:9:10:4|4:9:15:8|4:9:20:12,2:100109:10,2:100109:30|1:2:200,43,5003005
5003005,第5关,900115,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003006
5003006,第6关,900116,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003007
5003007,第7关,900117,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003008
5003008,第8关,900118,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003009
5003009,第9关,900119,20130,"[101,201]","[1,1]","[1001,1002]",5:7:10:4|5:7:15:8|5:7:20:12,2:100109:10,2:100109:30|1:2:200,43,5003010
5003010,第10关,900120,20130,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,43,5003101
5003101,第1关,900101,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003102
5003102,第2关,900102,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003103
5003103,第3关,900103,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003104
5003104,第4关,900104,20131,"[101,201]","[1,1]","[1001,1002]",1:5:10:4|1:5:15:8|1:5:20:12,2:100109:10,2:100109:30|1:2:200,44,5003105
5003105,第5关,900105,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003106
5003106,第6关,900106,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003107
5003107,第7关,900107,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003108
5003108,第8关,900108,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003109
5003109,第9关,900109,20131,"[101,201]","[1,1]","[1001,1002]",2:4:10:4|2:4:15:8|2:4:20:12,2:100109:10,2:100109:30|1:2:200,44,5003110
5003110,第10关,900110,20131,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,44,5003201
5003201,第1关,900111,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003202
5003202,第2关,900112,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003203
5003203,第3关,900113,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003204
5003204,第4关,900114,20132,"[101,201]","[1,1]","[1001,1002]",3:5:10:4|3:5:15:8|3:5:20:12,2:100109:10,2:100109:30|1:2:200,45,5003205
5003205,第5关,900115,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003206
5003206,第6关,900116,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003207
5003207,第7关,900117,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003208
5003208,第8关,900118,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003209
5003209,第9关,900119,20132,"[101,201]","[1,1]","[1001,1002]",4:8:10:4|4:8:15:8|4:8:20:12,2:100109:10,2:100109:30|1:2:200,45,5003210
5003210,第10关,900120,20132,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,45,5003301
5003301,第1关,900101,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003302
5003302,第2关,900102,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003303
5003303,第3关,900103,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003304
5003304,第4关,900104,20133,"[101,201]","[1,1]","[1001,1002]",5:1:10:4|5:1:15:8|5:1:20:12,2:100109:10,2:100109:30|1:2:200,46,5003305
5003305,第5关,900105,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003306
5003306,第6关,900106,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003307
5003307,第7关,900107,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003308
5003308,第8关,900108,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003309
5003309,第9关,900109,20133,"[101,201]","[1,1]","[1001,1002]",1:1:10:4|1:1:15:8|1:1:20:12,2:100109:10,2:100109:30|1:2:200,46,5003310
5003310,第10关,900110,20133,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,46,5003401
5003401,第1关,900111,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003402
5003402,第2关,900112,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003403
5003403,第3关,900113,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003404
5003404,第4关,900114,20134,"[101,201]","[1,1]","[1001,1002]",2:5:10:4|2:5:15:8|2:5:20:12,2:100109:10,2:100109:30|1:2:200,47,5003405
5003405,第5关,900115,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003406
5003406,第6关,900116,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003407
5003407,第7关,900117,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003408
5003408,第8关,900118,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003409
5003409,第9关,900119,20134,"[101,201]","[1,1]","[1001,1002]",3:9:10:4|3:9:15:8|3:9:20:12,2:100109:10,2:100109:30|1:2:200,47,5003410
5003410,第10关,900120,20134,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,47,5003501
5003501,第1关,900101,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003502
5003502,第2关,900102,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003503
5003503,第3关,900103,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003504
5003504,第4关,900104,20135,"[101,201]","[1,1]","[1001,1002]",4:10:10:4|4:10:15:8|4:10:20:12,2:100109:10,2:100109:30|1:2:200,48,5003505
5003505,第5关,900105,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003506
5003506,第6关,900106,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003507
5003507,第7关,900107,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003508
5003508,第8关,900108,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003509
5003509,第9关,900109,20135,"[101,201]","[1,1]","[1001,1002]",5:8:10:4|5:8:15:8|5:8:20:12,2:100109:10,2:100109:30|1:2:200,48,5003510
5003510,第10关,900110,20135,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,48,5003601
5003601,第1关,900111,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003602
5003602,第2关,900112,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003603
5003603,第3关,900113,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003604
5003604,第4关,900114,20136,"[101,201]","[1,1]","[1001,1002]",1:10:10:4|1:10:15:8|1:10:20:12,2:100109:10,2:100109:30|1:2:200,49,5003605
5003605,第5关,900115,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003606
5003606,第6关,900116,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003607
5003607,第7关,900117,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003608
5003608,第8关,900118,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003609
5003609,第9关,900119,20136,"[101,201]","[1,1]","[1001,1002]",2:6:10:4|2:6:15:8|2:6:20:12,2:100109:10,2:100109:30|1:2:200,49,5003610
5003610,第10关,900120,20136,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,49,5003701
5003701,第1关,900101,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003702
5003702,第2关,900102,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003703
5003703,第3关,900103,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003704
5003704,第4关,900104,20137,"[101,201]","[1,1]","[1001,1002]",3:10:10:4|3:10:15:8|3:10:20:12,2:100109:10,2:100109:30|1:2:200,50,5003705
5003705,第5关,900105,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003706
5003706,第6关,900106,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003707
5003707,第7关,900107,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003708
5003708,第8关,900108,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003709
5003709,第9关,900109,20137,"[101,201]","[1,1]","[1001,1002]",4:1:10:4|4:1:15:8|4:1:20:12,2:100109:10,2:100109:30|1:2:200,50,5003710
5003710,第10关,900110,20137,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,50,5003801
5003801,第1关,900111,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003802
5003802,第2关,900112,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003803
5003803,第3关,900113,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003804
5003804,第4关,900114,20138,"[101,201]","[1,1]","[1001,1002]",5:9:10:4|5:9:15:8|5:9:20:12,2:100109:10,2:100109:30|1:2:200,51,5003805
5003805,第5关,900115,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003806
5003806,第6关,900116,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003807
5003807,第7关,900117,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003808
5003808,第8关,900118,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003809
5003809,第9关,900119,20138,"[101,201]","[1,1]","[1001,1002]",1:2:10:4|1:2:15:8|1:2:20:12,2:100109:10,2:100109:30|1:2:200,51,5003810
5003810,第10关,900120,20138,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,51,5003901
5003901,第1关,900101,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5003902
5003902,第2关,900102,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5003903
5003903,第3关,900103,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5003904
5003904,第4关,900104,20139,"[101,201]","[1,1]","[1001,1002]",2:9:10:4|2:9:15:8|2:9:20:12,2:100109:10,2:100109:30|1:2:200,52,5003905
5003905,第5关,900105,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5003906
5003906,第6关,900106,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5003907
5003907,第7关,900107,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5003908
5003908,第8关,900108,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5003909
5003909,第9关,900109,20139,"[101,201]","[1,1]","[1001,1002]",3:4:10:4|3:4:15:8|3:4:20:12,2:100109:10,2:100109:30|1:2:200,52,5003910
5003910,第10关,900110,20139,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,52,5004001
5004001,第1关,900111,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004002
5004002,第2关,900112,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004003
5004003,第3关,900113,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004004
5004004,第4关,900114,20140,"[101,201]","[1,1]","[1001,1002]",4:3:10:4|4:3:15:8|4:3:20:12,2:100109:10,2:100109:30|1:2:200,53,5004005
5004005,第5关,900115,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004006
5004006,第6关,900116,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004007
5004007,第7关,900117,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004008
5004008,第8关,900118,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004009
5004009,第9关,900119,20140,"[101,201]","[1,1]","[1001,1002]",5:5:10:4|5:5:15:8|5:5:20:12,2:100109:10,2:100109:30|1:2:200,53,5004010
5004010,第10关,900120,20140,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,53,5004101
5004101,第1关,900101,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004102
5004102,第2关,900102,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004103
5004103,第3关,900103,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004104
5004104,第4关,900104,20141,"[101,201]","[1,1]","[1001,1002]",1:8:10:4|1:8:15:8|1:8:20:12,2:100109:10,2:100109:30|1:2:200,54,5004105
5004105,第5关,900105,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004106
5004106,第6关,900106,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004107
5004107,第7关,900107,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004108
5004108,第8关,900108,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004109
5004109,第9关,900109,20141,"[101,201]","[1,1]","[1001,1002]",2:8:10:4|2:8:15:8|2:8:20:12,2:100109:10,2:100109:30|1:2:200,54,5004110
5004110,第10关,900110,20141,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,54,5004201
5004201,第1关,900111,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004202
5004202,第2关,900112,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004203
5004203,第3关,900113,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004204
5004204,第4关,900114,20142,"[101,201]","[1,1]","[1001,1002]",3:3:10:4|3:3:15:8|3:3:20:12,2:100109:10,2:100109:30|1:2:200,55,5004205
5004205,第5关,900115,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004206
5004206,第6关,900116,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004207
5004207,第7关,900117,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004208
