Id,Name,Icon,Country,Tactics,TacticsLevels,FirstReward,Reward,Count,Star3
1040910,卡西亚斯,100106,10409,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600306:5,1:4:100|2:100105:5|2:600306:2,40,"[1001,1002]"
1041001,联合队,100107,10410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1041002,奥布拉斯,100108,10410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1041003,奥韦拉,100109,10410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600307:5,1:4:100|2:100105:5|2:600307:2,40,"[1001,1002]"
1041004,吉纳西亚,100110,10410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1041005,奎梅萨,100111,10410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1041006,BBC奥林匹科,100112,10410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600308:5,1:4:100|2:100105:5|2:600308:2,40,"[1001,1002]"
1041007,佩纳罗尔,100113,10410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1041008,帕兰德森,100114,10410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1041009,圣马丁,100101,10410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600309:5,1:4:100|2:100105:5|2:600309:2,40,"[1001,1002]"
1041010,博卡青年,100102,10410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600310:5,1:4:100|2:100105:5|2:600310:2,40,"[1001,1002]"
1050101,伦敦雄狮,100103,10501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050102,切斯特凤凰,100104,10501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050103,纽卡斯尔老鹰,100105,10501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600301:5,1:4:100|2:100105:5|2:600301:2,40,"[1001,1002]"
1050104,喀里多尼亚角斗士,100106,10501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050105,谢菲尔德鲨鱼,100107,10501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050106,普利茅斯爱国者,100108,10501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600302:5,1:4:100|2:100105:5|2:600302:2,40,"[1001,1002]"
1050107,曼彻斯特巨人,100109,10501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050108,莱切斯特骑士,100110,10501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050109,布里斯托战斗机,100111,10501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600303:5,1:4:100|2:100105:5|2:600303:2,40,"[1001,1002]"
1050110,谢菲尔德鲨鱼,100112,10501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600304:5,1:4:100|2:100105:5|2:600304:2,40,"[1001,1002]"
1050201,费内巴切,100113,10502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050202,土耳其电信,100114,10502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050203,艾菲斯皮尔森,100101,10502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600305:5,1:4:100|2:100105:5|2:600305:2,40,"[1001,1002]"
1050204,皮纳尔,100102,10502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050205,柏萨士邦,100103,10502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050206,达鲁萨法卡,100104,10502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600306:5,1:4:100|2:100105:5|2:600306:2,40,"[1001,1002]"
1050207,巴赫切希尔,100105,10502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050208,梅克泽芬迪,100106,10502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050209,加拉塔萨雷,100107,10502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600307:5,1:4:100|2:100105:5|2:600307:2,40,"[1001,1002]"
1050210,托法斯,100108,10502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600308:5,1:4:100|2:100105:5|2:600308:2,40,"[1001,1002]"
1050301,考哈约恩,100109,10503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050302,赫尔辛基海鸥,100110,10503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050303,卡塔查,100111,10503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600309:5,1:4:100|2:100105:5|2:600309:2,40,"[1001,1002]"
1050304,沙龙维尔帕斯,100112,10503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050305,科沃特,100113,10503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050306,KTP,100114,10503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600310:5,1:4:100|2:100105:5|2:600310:2,40,"[1001,1002]"
1050307,拉普阿,100101,10503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050308,BC诺基亚,100102,10503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050309,坦佩雷恩,100103,10503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600301:5,1:4:100|2:100105:5|2:600301:2,40,"[1001,1002]"
1050310,洪卡,100104,10503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600302:5,1:4:100|2:100105:5|2:600302:2,40,"[1001,1002]"
1050401,斯拉斯克,100105,10504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050402,区奥斯特,100106,10504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050403,索波特,100107,10504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600303:5,1:4:100|2:100105:5|2:600303:2,40,"[1001,1002]"
1050404,什切青,100108,10504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050405,斯颇那,100109,10504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050406,绿山城,100110,10504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600304:5,1:4:100|2:100105:5|2:600304:2,40,"[1001,1002]"
1050407,历基亚,100111,10504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050408,恩尼加斯扎尼,100112,10504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050409,昂维厄,100113,10504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600305:5,1:4:100|2:100105:5|2:600305:2,40,"[1001,1002]"
1050410,古尔尼恰,100114,10504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600306:5,1:4:100|2:100105:5|2:600306:2,40,"[1001,1002]"
1050501,ALBA柏林,100101,10505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050502,特莱克姆波恩,100102,10505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050503,拜仁慕尼黑,100103,10505,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600307:5,1:4:100|2:100105:5|2:600307:2,40,"[1001,1002]"
1050504,EWE奥尔登堡,100104,10505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050505,哥廷根,100105,10505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050506,路德维希堡,100106,10505,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600308:5,1:4:100|2:100105:5|2:600308:2,40,"[1001,1002]"
1050507,开姆尼茨,100107,10505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050508,维尔茨堡,100108,10505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050509,乌尔姆兰蒂奥帕姆,100109,10505,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600309:5,1:4:100|2:100105:5|2:600309:2,40,"[1001,1002]"
1050510,罗斯托克,100110,10505,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600310:5,1:4:100|2:100105:5|2:600310:2,40,"[1001,1002]"
1050601,摩纳哥,100111,10506,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050602,勒瓦卢瓦,100112,10506,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050603,肖莱特,100113,10506,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600301:5,1:4:100|2:100105:5|2:600301:2,40,"[1001,1002]"
1050604,第戎,100114,10506,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050605,勒芒萨尔特,100101,10506,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050606,布尔格,100102,10506,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600302:5,1:4:100|2:100105:5|2:600302:2,40,"[1001,1002]"
1050607,里昂,100103,10506,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050608,罗恩,100104,10506,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050609,格拉夫莱尼斯,100105,10506,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600303:5,1:4:100|2:100105:5|2:600303:2,40,"[1001,1002]"
1050610,史特拉斯堡,100106,10506,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600304:5,1:4:100|2:100105:5|2:600304:2,40,"[1001,1002]"
1050701,米兰阿玛尼,100107,10507,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050702,维图斯,100108,10507,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050703,托尔托纳,100109,10507,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600305:5,1:4:100|2:100105:5|2:600305:2,40,"[1001,1002]"
1050704,比沙路,100110,10507,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050705,瓦尔瑟,100111,10507,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050706,萨里迪纳摩,100112,10507,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600306:5,1:4:100|2:100105:5|2:600306:2,40,"[1001,1002]"
1050707,埃奈尔布林迪西,100113,10507,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050708,特伦托,100114,10507,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050709,威尼斯雷耶,100101,10507,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600307:5,1:4:100|2:100105:5|2:600307:2,40,"[1001,1002]"
1050710,班列顿,100102,10507,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600308:5,1:4:100|2:100105:5|2:600308:2,40,"[1001,1002]"
1050801,奥林匹亚科斯,100103,10508,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050802,帕纳辛纳科斯,100104,10508,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050803,阿里斯,100105,10508,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600309:5,1:4:100|2:100105:5|2:600309:2,40,"[1001,1002]"
1050804,AEK雅典,100106,10508,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050805,PAOK沙朗历基,100107,10508,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050806,珀里斯特拉,100108,10508,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600310:5,1:4:100|2:100105:5|2:600310:2,40,"[1001,1002]"
1050807,普罗米修斯,100109,10508,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050808,科罗苏斯,100110,10508,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050809,伊安尼高斯,100111,10508,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600301:5,1:4:100|2:100105:5|2:600301:2,40,"[1001,1002]"
1050810,拉夫里罗,100112,10508,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600302:5,1:4:100|2:100105:5|2:600302:2,40,"[1001,1002]"
1050901,波拉斯,100113,10509,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050902,加姆特兰,100114,10509,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050903,诺科平海豚,100101,10509,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600303:5,1:4:100|2:100105:5|2:600303:2,40,"[1001,1002]"
1050904,佩兰加,100102,10509,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050905,于默奥,100103,10509,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050906,KFUM奈舍,100104,10509,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600304:5,1:4:100|2:100105:5|2:600304:2,40,"[1001,1002]"
1050907,乌普萨拉,100105,10509,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050908,科平星,100106,10509,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1050909,南泰利耶国王,100107,10509,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600305:5,1:4:100|2:100105:5|2:600305:2,40,"[1001,1002]"
1050910,卡尔马,100108,10509,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600306:5,1:4:100|2:100105:5|2:600306:2,40,"[1001,1002]"
1051001,巴塞罗那,100109,10510,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1051002,皇家马德里,100110,10510,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1051003,沙萨基,100111,10510,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600307:5,1:4:100|2:100105:5|2:600307:2,40,"[1001,1002]"
1051004,特内里费加那利,100112,10510,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1051005,尤尼卡加,100113,10510,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1051006,约文图特,100114,10510,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600308:5,1:4:100|2:100105:5|2:600308:2,40,"[1001,1002]"
1051007,格兰卡纳里亚,100101,10510,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1051008,布雷奥干,100102,10510,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
1051009,奥布拉多伊洛,100103,10510,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600309:5,1:4:100|2:100105:5|2:600309:2,40,"[1001,1002]"
1051010,巴伦西亚,100104,10510,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600310:5,1:4:100|2:100105:5|2:600310:2,40,"[1001,1002]"
2010101,宁波町渥,900101,20101,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010102,福建浔兴股份,900102,20101,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010103,四川金荣实业,900103,20101,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600301:5,1:4:100|2:100105:5|2:600301:2,40,"[1001,1002]"
2010104,上海久事,900104,20101,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010105,天津先行者,900105,20101,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010106,浙江东阳光,900106,20101,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600302:5,1:4:100|2:100105:5|2:600302:2,40,"[1001,1002]"
2010107,广州龙狮,900107,20101,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010108,新疆伊力王酒,900108,20101,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010109,深圳马可波罗,900109,20101,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600303:5,1:4:100|2:100105:5|2:600303:2,40,"[1001,1002]"
2010110,广东东莞大益,900110,20101,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600304:5,1:4:100|2:100105:5|2:600304:2,40,"[1001,1002]"
2010201,安阳KGC,100101,20102,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010202,昌原LG猎隼,100102,20102,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010203,蔚山现代太阳神,100103,20102,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600305:5,1:4:100|2:100105:5|2:600305:2,40,"[1001,1002]"
2010204,首尔SK骑士,100104,20102,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010205,高阳猎户座,100105,20102,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010206,全州KCC宙斯盾,100106,20102,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600306:5,1:4:100|2:100105:5|2:600306:2,40,"[1001,1002]"
2010207,水原音速弹,100107,20102,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010208,原州东浦新世代,100108,20102,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010209,大邱飞马,100109,20102,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600307:5,1:4:100|2:100105:5|2:600307:2,40,"[1001,1002]"
2010210,首尔三星雷电,100110,20102,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600308:5,1:4:100|2:100105:5|2:600308:2,40,"[1001,1002]"
2010301,枥木皇者,100111,20103,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010302,名古屋战鹰,100112,20103,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010303,信州勇士,100113,20103,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600309:5,1:4:100|2:100105:5|2:600309:2,40,"[1001,1002]"
2010304,大阪七福神,100114,20103,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010305,涩谷太阳摇滚,100101,20103,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010306,三远新凤凰,100102,20103,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600310:5,1:4:100|2:100105:5|2:600310:2,40,"[1001,1002]"
2010307,京都创荣,100103,20103,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010308,三河海马,100104,20103,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010309,茨城机器人,100105,20103,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600301:5,1:4:100|2:100105:5|2:600301:2,40,"[1001,1002]"
2010310,仙台89人,100106,20103,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600302:5,1:4:100|2:100105:5|2:600302:2,40,"[1001,1002]"
2010401,生力啤,100107,20104,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010402,菲律宾电信TNT,100108,20104,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010403,基尼巴国王,100109,20104,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600303:5,1:4:100|2:100105:5|2:600303:2,40,"[1001,1002]"
2010404,湾区翼龙,100110,20104,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010405,汇众光纤,100111,20104,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010406,勇士之路,100112,20104,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600304:5,1:4:100|2:100105:5|2:600304:2,40,"[1001,1002]"
2010407,博尔特斯,100113,20104,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010408,拉马多斯,100114,20104,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010409,泰拉菲尔马,100101,20104,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600305:5,1:4:100|2:100105:5|2:600305:2,40,"[1001,1002]"
2010410,伊拉斯图阴阳天,100102,20104,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600306:5,1:4:100|2:100105:5|2:600306:2,40,"[1001,1002]"
2010501,Hi-Tech,100103,20105,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010502,湄公河联盟,100104,20105,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010503,Dunkin猛龙队,100105,20105,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600307:5,1:4:100|2:100105:5|2:600307:2,40,"[1001,1002]"
2010504,爱国勇士,100106,20105,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010505,ZNO老鹰,100107,20105,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010506,爱国勇士,100108,20105,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600308:5,1:4:100|2:100105:5|2:600308:2,40,"[1001,1002]"
2010507,文莱飞马,100109,20105,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010508,琅勃拉邦,100110,20105,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010509,SWU篮球俱乐部,100111,20105,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600309:5,1:4:100|2:100105:5|2:600309:2,40,"[1001,1002]"
2010510,NS矩阵,100112,20105,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600310:5,1:4:100|2:100105:5|2:600310:2,40,"[1001,1002]"
2010601,孟买城,100113,20106,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010602,海德拉巴,100114,20106,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010603,喀啦啦爆破手,100101,20106,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600301:5,1:4:100|2:100105:5|2:600301:2,40,"[1001,1002]"
2010604,班加罗尔,100102,20106,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010605,果阿,100103,20106,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010606,奥里萨,100104,20106,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600302:5,1:4:100|2:100105:5|2:600302:2,40,"[1001,1002]"
2010607,金奈,100105,20106,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010608,东孟加拉,100106,20106,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2010609,贾姆谢德布尔,100107,20106,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600303:5,1:4:100|2:100105:5|2:600303:2,40,"[1001,1002]"
