Id,CostNum,CostUnit,BuffType,BuffValue,BuffValueShow
10755,50.0,95,9,3.0,3
10756,180.0,95,10,5.0,5
10757,180.0,95,302,0.815750002861023,81.575%
10758,200.0,95,301,0.9696199893951416,96.962%
10759,200.0,95,303,0.9622099995613098,96.221%
10760,200.0,95,304,0.9528999924659729,95.29%
10761,200.0,95,305,0.9411799907684326,94.118%
10762,300.0,95,306,0.9263899922370911,92.639%
10763,300.0,95,307,0.9077000021934509,90.77%
10764,300.0,95,308,0.8840299844741821,88.403%
10765,300.0,95,309,0.8539800047874451,85.398%
10766,700.0,95,310,0.815750002861023,81.575%
10767,745.0,95,1,2.0,2
10768,60.0,96,0,3.0,3
10769,120.0,96,5,8.0,8
10770,180.0,96,6,8.0,8
10771,240.0,96,4,8.0,8
10772,300.0,96,1,3.0,3
10773,2.0,97,2,6.0,6
10774,9.0,97,0,2.0,2
10775,39.0,97,0,2.0,2
10776,50.0,97,3,6.0,6
10777,120.0,97,7,6.0,6
10778,300.0,97,0,3.0,3
10779,5.0,99,0,7.0,7
10780,9.0,100,0,2.0,2
10781,12.0,100,0,2.0,2
10782,5.0,101,0,3.0,3
10783,2.0,102,100,0.05000000074505806,5%
10784,5.0,102,1,10.0,10
10785,5.0,102,5,10.0,10
10786,5.0,102,6,10.0,10
10787,5.0,102,8,10.0,10
10788,9.0,102,0,2.0,2
10789,20.0,102,0,7.0,7
10790,20.0,102,1,3.0,3
10791,20.0,102,7,10.0,10
10792,599.0,102,0,2.0,2
10793,1.0,103,1,5.0,5
10794,1.0,103,2,5.0,5
10795,1.0,103,3,5.0,5
10796,1.0,103,4,5.0,5
10797,1.0,103,5,5.0,5
10798,1.0,103,6,5.0,5
10799,1.0,103,7,5.0,5
10800,1.0,103,8,5.0,5
10801,1.0,103,9,2.0,2
10802,1.0,103,10,5.0,5
10803,9.0,103,0,2.0,2
10804,10.0,103,100,0.05000000074505806,5%
10805,50.0,103,0,7.0,7
10806,1.0,104,301,0.9696199893951416,96.962%
10807,1.0,104,302,0.815750002861023,81.575%
10808,1.0,104,303,0.9622099995613098,96.221%
10809,1.0,104,304,0.9528999924659729,95.29%
10810,1.0,104,305,0.9411799907684326,94.118%
10811,1.0,104,306,0.9263899922370911,92.639%
10812,1.0,104,307,0.9077000021934509,90.77%
10813,1.0,104,308,0.8840299844741821,88.403%
10814,1.0,104,309,0.8539800047874451,85.398%
10815,1.0,104,310,0.815750002861023,81.575%
10816,9.0,104,0,2.0,2
10817,500.0,104,0,7.0,7
10818,2.0,105,6,8.0,8
10819,2.0,105,7,8.0,8
10820,5.0,105,0,5.0,5
10821,463.0,105,0,2.0,2
10822,2.0,106,10,10.0,10
10823,3.0,106,0,10.0,10
10824,4.0,106,8,10.0,10
10825,5.0,106,7,10.0,10
10826,6.0,106,3,10.0,10
10827,7.0,106,2,10.0,10
10828,8.0,106,1,10.0,10
10829,9.0,106,0,2.0,2
10830,10.0,106,100,0.10000000149011612,10%
10831,100.0,106,10,10.0,10
10832,1.0,107,7,5.0,5
10833,2.0,107,10,5.0,5
10834,4.0,107,9,2.0,2
10835,5.0,107,1,5.0,5
10836,6.0,107,2,5.0,5
10837,7.0,107,3,5.0,5
10838,8.0,107,4,5.0,5
10839,9.0,107,5,5.0,5
10840,10.0,107,6,5.0,5
10841,30.0,107,0,5.0,5
10842,1.0,108,0,2.0,2
10843,9.0,108,0,2.0,2
10844,10.0,108,100,0.10000000149011612,10%
10845,5.0,109,1,7.0,7
10846,9.0,109,0,2.0,2
10847,10.0,109,2,7.0,7
10848,15.0,109,3,7.0,7
10849,20.0,109,4,7.0,7
10850,25.0,109,5,7.0,7
10851,30.0,109,6,7.0,7
10852,35.0,109,7,7.0,7
10853,40.0,109,8,7.0,7
10854,45.0,109,9,7.0,7
10855,50.0,109,10,7.0,7
10856,100.0,109,9,10.0,10
10857,10.0,110,10,8.0,8
10858,50.0,110,9,8.0,8
10859,125.0,110,0,5.0,5
10860,200.0,110,7,8.0,8
10861,250.0,110,6,8.0,8
10862,300.0,110,5,8.0,8
10863,350.0,110,4,8.0,8
10864,400.0,110,3,8.0,8
10865,450.0,110,2,8.0,8
10866,500.0,110,1,8.0,8
10867,634.0,110,2,2.0,2
10868,9.0,111,0,2.0,2
10869,1.0,112,0,5.0,5
10870,1.0,113,0,11.0,11
10871,5.0,114,0,6.0,6
10872,9.0,114,0,2.0,2
10873,2.0,115,0,13.0,13
10874,3.0,116,0,7.0,7
10875,3.0,117,0,5.0,5
10876,5.0,117,1,2.0,2
10877,9.0,117,0,2.0,2
10878,10.0,117,1,5.0,5
10879,40.0,117,0,5.0,5
10880,500.0,117,5,5.0,5
10881,600.0,117,5,5.0,5
10882,990.0,117,0,5.0,5
10883,5.0,118,6,5.0,5
10884,10.0,118,6,5.0,5
10885,15.0,118,6,5.0,5
10886,20.0,118,8,5.0,5
10887,25.0,118,8,2.0,2
10888,30.0,118,8,5.0,5
10889,35.0,118,0,5.0,5
10890,5.0,119,7,5.0,5
10891,10.0,119,7,5.0,5
10892,15.0,119,7,5.0,5
10893,20.0,119,10,5.0,5
10894,25.0,119,10,5.0,5
10895,30.0,119,10,5.0,5
10896,35.0,119,0,10.0,10
10897,9.0,120,0,2.0,2
10898,10.0,121,1,5.0,5
10899,12.0,121,1,5.0,5
10900,14.0,121,9,5.0,5
10901,16.0,121,6,5.0,5
10902,18.0,121,5,5.0,5
10903,20.0,121,4,5.0,5
10904,500.0,121,0,2.0,2
10905,5.0,122,2,5.0,5
10906,10.0,122,9,5.0,5
10907,15.0,122,1,5.0,5
10908,20.0,122,8,5.0,5
10909,25.0,122,7,5.0,5
10910,30.0,122,6,5.0,5
10911,35.0,122,0,3.0,3
10912,2.0,123,100,0.10000000149011612,10%
10913,3.0,123,100,0.10000000149011612,10%
10914,5.0,123,1,8.0,8
10915,5.0,123,2,8.0,8
10916,5.0,123,3,8.0,8
10917,5.0,123,4,8.0,8
10918,5.0,123,5,8.0,8
10919,5.0,123,7,8.0,8
10920,5.0,123,8,8.0,8
10921,5.0,123,9,8.0,8
10922,5.0,123,10,5.0,5
10923,50.0,123,0,3.0,3
10924,1.0,124,0,8.0,8
10925,250.0,124,2,6.0,6
10926,300.0,124,3,6.0,6
10927,350.0,124,4,6.0,6
10928,400.0,124,5,6.0,6
10929,450.0,124,6,6.0,6
10930,500.0,124,7,6.0,6
10931,550.0,124,8,6.0,6
10932,600.0,124,9,6.0,6
10933,650.0,124,10,6.0,6
10934,950.0,124,0,6.0,6
10935,200.0,126,0,10.0,10
10936,200.0,126,301,0.9696199893951416,96.962%
10937,200.0,126,302,0.815750002861023,81.575%
10938,200.0,126,304,0.9528999924659729,95.29%
10939,200.0,126,305,0.9411799907684326,94.118%
10940,200.0,126,306,0.9263899922370911,92.639%
10941,200.0,126,307,0.9077000021934509,90.77%
10942,200.0,126,308,0.8840299844741821,88.403%
10943,200.0,126,309,0.8539800047874451,85.398%
10944,200.0,126,310,0.815750002861023,81.575%
10945,5.0,127,0,10.0,10
10946,9.0,127,0,2.0,2
10947,5.0,128,303,0.9622099995613098,96.221%
10948,25.0,129,8,6.0,6
10949,199.0,129,0,5.0,5
10950,10.0,130,1,7.0,7
10951,15.0,130,2,7.0,7
10952,20.0,130,7,7.0,7
10953,25.0,130,4,7.0,7
10954,29.0,130,0,4.0,4
10955,30.0,130,5,7.0,7
10956,35.0,130,6,7.0,7
10957,40.0,130,3,7.0,7
10958,45.0,130,8,7.0,7
10959,50.0,130,9,7.0,7
10960,55.0,130,10,7.0,7
10961,60.0,130,100,0.10000000149011612,10%
10962,1.0,131,0,8.0,8
10963,10.0,131,100,0.10000000149011612,10%
10964,30.0,131,10,9.0,9
10965,50.0,131,9,9.0,9
10966,70.0,131,1,9.0,9
10967,90.0,131,9,9.0,9
10968,130.0,131,5,3.0,3
10969,2.0,132,0,5.0,5
10970,30.0,132,10,9.0,9
10971,50.0,132,1,9.0,9
10972,70.0,132,0,5.0,5
10973,90.0,132,7,3.0,3
10974,110.0,132,6,9.0,9
10975,200.0,132,5,9.0,9
10976,5.0,133,0,9.0,9
10977,9.0,133,0,2.0,2
10978,1.0,134,1,9.0,9
10979,3.0,134,2,9.0,9
10980,5.0,134,3,9.0,9
10981,7.0,134,4,9.0,9
10982,20.0,134,0,5.0,5
10983,1.0,135,0,10.0,10
10984,2.0,135,2,9.0,9
10985,3.0,135,3,9.0,9
10986,4.0,135,4,9.0,9
10987,5.0,135,1,9.0,9
10988,30.0,135,2,9.0,9
10989,50.0,135,5,9.0,9
10990,100.0,135,7,9.0,9
10991,200.0,135,4,9.0,9
10992,400.0,135,2,9.0,9
10993,750.0,135,0,3.0,3
10994,5.0,136,0,8.0,8
10995,9.0,136,0,2.0,2
10996,50.0,136,1,6.0,6
10997,100.0,136,8,6.0,6
10998,150.0,136,3,6.0,6
10999,200.0,136,4,6.0,6
11000,30.0,137,0,6.0,6
11001,70.0,137,6,6.0,6
11002,110.0,137,8,6.0,6
11003,130.0,137,9,6.0,6
11004,150.0,137,10,6.0,6
11005,170.0,137,100,0.20000000298023224,20%
11006,5.0,138,0,5.0,5
11007,100.0,138,9,8.0,8
11008,200.0,138,2,8.0,8
11009,300.0,138,8,8.0,8
11010,400.0,138,4,8.0,8
11011,500.0,138,5,8.0,8
11012,600.0,138,10,8.0,8
11013,700.0,138,7,8.0,8
11014,800.0,138,3,8.0,8
11015,900.0,138,1,8.0,8
11016,1.0,139,6,8.0,8
11017,5.0,139,100,0.10000000149011612,10%
11018,9.0,139,0,2.0,2
11019,20.0,139,0,5.0,5
11020,20.0,140,6,5.0,5
11021,40.0,140,3,5.0,5
11022,80.0,140,5,5.0,5
11023,150.0,140,4,5.0,5
11024,320.0,140,10,5.0,5
11025,380.0,140,7,5.0,5
11026,440.0,140,8,5.0,5
11027,500.0,140,9,5.0,5
11028,560.0,140,1,5.0,5
11029,100.0,141,100,0.10000000149011612,10%
11030,200.0,141,0,10.0,10
11031,15.0,142,0,5.0,5
11032,1.0,143,8,7.0,7
11033,3.0,143,3,7.0,7
11034,7.0,143,4,7.0,7
11035,9.0,143,0,2.0,2
11036,9.0,143,5,7.0,7
11037,11.0,143,6,7.0,7
11038,13.0,143,7,7.0,7
11039,15.0,143,8,7.0,7
11040,17.0,143,9,7.0,7
11041,19.0,143,10,7.0,7
11042,22.0,143,100,0.10000000149011612,10%
11043,100.0,143,0,5.0,5
11044,1.0,144,6,6.0,6
11045,1.0,144,100,0.10000000149011612,10%
11046,5.0,144,8,6.0,6
11047,5.0,144,10,3.0,3
11048,15.0,144,0,3.0,3
11049,30.0,144,4,6.0,6
11050,40.0,144,5,6.0,6
11051,50.0,144,9,6.0,6
11052,60.0,144,2,6.0,6
11053,70.0,144,1,6.0,6
11054,80.0,144,9,6.0,6
11055,90.0,144,10,6.0,6
11056,1.0,145,0,3.0,3
11057,2.0,145,100,0.10000000149011612,10%
11058,3.0,145,1,8.0,8
11059,4.0,145,2,8.0,8
11060,5.0,145,3,8.0,8
11061,6.0,145,4,8.0,8
11062,7.0,145,5,2.0,2
11063,8.0,145,6,8.0,8
11064,9.0,145,7,8.0,8
11065,10.0,145,8,8.0,8
11066,11.0,145,9,8.0,8
11067,12.0,145,10,8.0,8
11068,15.0,145,100,0.10000000149011612,10%
11069,20.0,145,0,10.0,10
11070,5.0,146,6,7.0,7
11071,9.0,146,0,2.0,2
11072,20.0,146,5,7.0,7
11073,30.0,146,7,7.0,7
11074,40.0,146,4,7.0,7
11075,50.0,146,8,7.0,7
11076,60.0,146,3,7.0,7
11077,70.0,146,9,7.0,7
11078,80.0,146,2,7.0,7
11079,90.0,146,10,7.0,7
11080,100.0,146,1,7.0,7
11081,120.0,146,1,10.0,10
11082,3.0,147,0,7.0,7
11083,20.0,147,100,0.10000000149011612,10%
11084,30.0,147,10,8.0,8
11085,40.0,147,9,8.0,8
11086,50.0,147,8,8.0,8
11087,60.0,147,7,8.0,8
11088,70.0,147,6,8.0,8
11089,80.0,147,5,8.0,8
11090,100.0,147,4,8.0,8
11091,200.0,147,3,8.0,8
11092,400.0,147,2,8.0,8
11093,600.0,147,1,8.0,8
11094,800.0,147,100,0.10000000149011612,10%
11095,10.0,148,100,0.20000000298023224,20%
11096,500.0,148,0,2.0,2
11097,9.0,149,0,2.0,2
11098,50.0,149,0,5.0,5
11099,1.0,150,1,5.0,5
11100,2.0,150,1,8.0,8
11101,3.0,150,9,8.0,8
11102,4.0,150,2,8.0,8
11103,5.0,150,5,8.0,8
11104,6.0,150,6,8.0,8
11105,7.0,150,7,8.0,8
11106,8.0,150,4,2.0,2
11107,9.0,150,3,8.0,8
11108,10.0,150,0,8.0,8
11109,800.0,150,100,0.20000000298023224,20%
11110,5.0,151,0,8.0,8
11111,10.0,151,1,7.0,7
11112,15.0,151,2,7.0,7
11113,20.0,151,3,7.0,7
11114,25.0,151,4,7.0,7
11115,30.0,151,5,7.0,7
11116,50.0,151,1,7.0,7
11117,70.0,151,2,7.0,7
11118,90.0,151,8,7.0,7
11119,110.0,151,9,7.0,7
11120,130.0,151,5,7.0,7
11121,150.0,151,6,7.0,7
11122,170.0,151,7,7.0,7
11123,190.0,151,8,7.0,7
11124,210.0,151,9,7.0,7
11125,230.0,151,10,7.0,7
11126,300.0,151,100,0.20000000298023224,20%
11127,500.0,151,0,3.0,3
11128,3.0,152,1,6.0,6
11129,5.0,152,2,6.0,6
11130,9.0,152,0,2.0,2
11131,15.0,152,3,6.0,6
11132,25.0,152,4,6.0,6
11133,35.0,152,5,6.0,6
11134,45.0,152,6,6.0,6
11135,55.0,152,7,6.0,6
11136,65.0,152,8,6.0,6
11137,75.0,152,9,6.0,6
11138,85.0,152,10,6.0,6
11139,50.0,153,1,5.0,5
11140,100.0,153,2,5.0,5
11141,150.0,153,3,5.0,5
11142,175.0,153,4,5.0,5
11143,200.0,153,5,5.0,5
11144,225.0,153,6,5.0,5
11145,250.0,153,7,5.0,5
11146,275.0,153,8,5.0,5
11147,300.0,153,4,5.0,5
11148,325.0,153,10,5.0,5
11149,350.0,153,1,5.0,5
11150,375.0,153,5,5.0,5
11151,1.0,154,0,2.0,2
11152,5.0,155,1,7.0,7
11153,9.0,155,0,2.0,2
11154,5.0,156,0,5.0,5
11155,17.0,156,5,6.0,6
11156,24.0,156,6,6.0,6
11157,50.0,156,0,5.0,5
11158,2.0,157,0,7.0,7
11159,1.0,158,0,5.0,5
11160,3.0,158,1,5.0,5
11161,5.0,158,10,5.0,5
11162,7.0,158,9,5.0,5
11163,9.0,158,0,4.0,4
11164,9.0,158,8,5.0,5
11165,11.0,158,7,5.0,5
11166,13.0,158,6,5.0,5
11167,15.0,158,5,5.0,5
11168,17.0,158,4,5.0,5
11169,19.0,158,3,5.0,5
11170,5.0,159,0,10.0,10
11171,10.0,159,2,5.0,5
11172,20.0,159,1,5.0,5
11173,30.0,159,9,5.0,5
11174,35.0,159,0,6.0,6
11175,100.0,159,8,5.0,5
11176,350.0,159,6,5.0,5
11177,400.0,159,7,5.0,5
11178,450.0,159,5,10.0,10
11179,450.0,159,6,10.0,10
11180,550.0,159,5,10.0,10
11181,600.0,159,4,10.0,10
11182,650.0,159,3,7.0,7
11183,650.0,159,4,10.0,10
11184,700.0,159,3,10.0,10
11185,10.0,160,2,2.0,2
11186,20.0,160,1,2.0,2
11187,30.0,160,10,2.0,2
11188,40.0,160,9,2.0,2
11189,50.0,160,8,2.0,2
11190,60.0,160,7,2.0,2
11191,70.0,160,6,2.0,2
11192,80.0,160,5,2.0,2
11193,90.0,160,4,2.0,2
11194,100.0,160,3,2.0,2
11195,30.0,161,2,5.0,5
11196,60.0,161,1,5.0,5
11197,90.0,161,10,5.0,5
11198,200.0,161,9,5.0,5
11199,400.0,161,8,5.0,5
11200,650.0,161,7,5.0,5
11201,700.0,161,6,5.0,5
11202,800.0,161,5,5.0,5
11203,9.0,162,0,2.0,2
11204,10.0,162,0,5.0,5
11205,60.0,162,2,3.0,3
11206,70.0,162,3,5.0,5
11207,80.0,162,7,5.0,5
11208,90.0,162,6,5.0,5
11209,100.0,162,5,5.0,5
11210,120.0,162,8,5.0,5
11211,140.0,162,1,10.0,10
11212,2.0,163,0,3.0,3
11213,11.0,163,0,5.0,5
11214,22.0,163,1,5.0,5
11215,24.0,163,2,5.0,5
11216,30.0,163,9,5.0,5
11217,40.0,163,6,5.0,5
11218,80.0,163,5,5.0,5
11219,100.0,163,4,5.0,5
11220,110.0,163,8,5.0,5
11221,120.0,163,7,5.0,5
11222,200.0,163,6,2.0,2
11223,300.0,163,5,2.0,2
11224,400.0,163,4,2.0,2
11225,500.0,163,3,2.0,2
11226,50.0,164,0,7.0,7
11227,80.0,164,6,2.0,2
11228,90.0,164,4,2.0,2
11229,100.0,164,3,2.0,2
11230,180.0,164,7,2.0,2
11231,222.0,164,6,2.0,2
11232,500.0,164,7,8.0,8
11233,900.0,164,8,8.0,8
11234,900.0,164,9,8.0,8
11235,9.0,165,0,2.0,2
11236,30.0,165,0,8.0,8
11237,60.0,165,1,6.0,6
11238,110.0,165,10,6.0,6
11239,150.0,165,9,6.0,6
11240,160.0,165,8,6.0,6
11241,170.0,165,7,6.0,6
11242,180.0,165,6,6.0,6
11243,190.0,165,5,6.0,6
11244,200.0,165,4,6.0,6
11245,210.0,165,10,2.0,2
11246,3.0,166,0,2.0,2
11247,7.0,166,1,3.0,3
11248,8.0,166,10,3.0,3
11249,9.0,166,1,3.0,3
11250,10.0,166,2,3.0,3
11251,22.0,166,3,3.0,3
11252,24.0,166,4,2.0,2
11253,50.0,166,5,5.0,5
11254,80.0,166,6,5.0,5
11255,110.0,166,1,5.0,5
11256,140.0,166,0,3.0,3
11257,20.0,167,9,2.0,2
11258,30.0,167,1,2.0,2
11259,40.0,167,0,2.0,2
11260,50.0,167,9,2.0,2
11261,60.0,167,8,2.0,2
11262,70.0,167,7,2.0,2
11263,80.0,167,6,2.0,2
11264,90.0,167,2,2.0,2
11265,100.0,167,4,2.0,2
11266,110.0,167,10,2.0,2
11267,2.0,168,0,2.0,2
11268,9.0,168,0,2.0,2
11269,10.0,168,2,3.0,3
11270,15.0,168,10,3.0,3
11271,20.0,168,9,3.0,3
11272,25.0,168,8,3.0,3
11273,30.0,168,7,3.0,3
11274,35.0,168,8,3.0,3
11275,40.0,168,2,3.0,3
11276,45.0,168,6,3.0,3
11277,50.0,168,4,3.0,3
11278,55.0,168,3,3.0,3
11279,1.0,169,0,7.0,7
11280,7.0,169,1,5.0,5
11281,8.0,169,2,5.0,5
11282,9.0,169,10,5.0,5
11283,10.0,169,8,10.0,10
11284,22.0,169,2,10.0,10
11285,33.0,169,10,10.0,10
11286,40.0,169,10,10.0,10
11287,1.0,170,0,3.0,3
11288,2.0,170,1,4.0,4
11289,3.0,170,10,5.0,5
11290,4.0,170,9,3.0,3
11291,5.0,170,8,2.0,2
11292,6.0,170,7,2.0,2
11293,7.0,170,0,5.0,5
11294,2.0,171,0,3.0,3
11295,6.0,171,5,5.0,5
11296,7.0,171,9,5.0,5
11297,9.0,171,0,2.0,2
11298,20.0,171,4,6.0,6
11299,40.0,171,2,8.0,8
11300,100.0,171,1,10.0,10
11301,100.0,171,3,10.0,10
11302,100.0,171,7,10.0,10
11303,100.0,171,8,10.0,10
11304,2.0,172,1,10.0,10
11305,4.0,172,10,5.0,5
11306,6.0,172,8,5.0,5
11307,8.0,172,7,5.0,5
11308,20.0,172,1,5.0,5
11309,60.0,172,9,5.0,5
11310,100.0,172,4,10.0,10
11311,200.0,172,7,5.0,5
11312,400.0,172,6,5.0,5
11313,888.0,172,0,8.0,8
11314,7.0,173,4,2.0,2
11315,8.0,173,5,5.0,5
11316,9.0,173,6,5.0,5
11317,10.0,173,1,3.0,3
11318,22.0,173,0,3.0,3
11319,40.0,173,9,3.0,3
11320,50.0,173,7,3.0,3
11321,9.0,174,0,2.0,2
11322,20.0,174,0,3.0,3
11323,30.0,174,1,3.0,3
11324,40.0,174,10,3.0,3
11325,50.0,174,9,2.0,2
11326,60.0,174,8,2.0,2
11327,70.0,174,7,2.0,2
11328,80.0,174,6,2.0,2
11329,90.0,174,5,2.0,2
11330,100.0,174,4,2.0,2
11331,110.0,174,4,2.0,2
11332,1.0,175,2,2.0,2
11333,2.0,175,1,2.0,2
11334,3.0,175,3,2.0,2
11335,4.0,175,9,2.0,2
11336,5.0,175,1,2.0,2
11337,6.0,175,7,2.0,2
11338,7.0,175,6,2.0,2
11339,8.0,175,5,2.0,2
11340,9.0,175,4,2.0,2
11341,10.0,175,3,5.0,5
11342,15.0,175,4,5.0,5
11343,3.0,176,1,6.0,6
11344,5.0,176,10,6.0,6
11345,7.0,176,9,6.0,6
11346,9.0,176,4,6.0,6
11347,11.0,176,3,6.0,6
11348,13.0,176,6,6.0,6
11349,15.0,176,5,6.0,6
11350,17.0,176,9,6.0,6
11351,19.0,176,0,6.0,6
11352,9.0,177,0,2.0,2
11353,10.0,177,5,6.0,6
11354,12.0,177,2,6.0,6
11355,14.0,177,1,6.0,6
11356,15.0,177,9,2.0,2
11357,16.0,177,4,6.0,6
11358,18.0,177,1,6.0,6
11359,20.0,177,0,5.0,5
11360,1.0,178,3,6.0,6
11361,2.0,178,6,3.0,3
11362,3.0,178,9,3.0,3
11363,4.0,178,5,3.0,3
11364,5.0,178,9,3.0,3
11365,6.0,178,4,3.0,3
11366,7.0,178,3,3.0,3
11367,8.0,178,1,3.0,3
11368,9.0,178,2,3.0,3
11369,10.0,178,8,3.0,3
11370,12.0,178,7,3.0,3
11371,14.0,178,1,3.0,3
11372,16.0,178,2,5.0,5
11373,18.0,178,8,5.0,5
11374,20.0,178,7,5.0,5
11375,22.0,178,1,5.0,5
11376,24.0,178,5,5.0,5
11377,26.0,178,8,5.0,5
11378,28.0,178,7,5.0,5
11379,60.0,178,6,5.0,5
11380,62.0,178,9,5.0,5
11381,10.0,179,2,2.0,2
11382,11.0,179,1,2.0,2
11383,12.0,179,3,2.0,2
11384,13.0,179,9,2.0,2
11385,14.0,179,8,2.0,2
11386,15.0,179,7,2.0,2
11387,16.0,179,6,2.0,2
11388,17.0,179,5,2.0,2
11389,18.0,179,4,2.0,2
11390,80.0,179,0,8.0,8
11391,100.0,180,2,2.0,2
11392,100.0,180,4,2.0,2
11393,100.0,180,5,2.0,2
11394,100.0,180,6,2.0,2
11395,100.0,180,7,2.0,2
11396,100.0,180,9,2.0,2
11397,500.0,180,10,6.0,6
11398,9.0,181,0,2.0,2
11399,60.0,181,10,7.0,7
11400,100.0,181,5,7.0,7
11401,60.0,182,10,10.0,10
11402,15.0,183,2,2.0,2
11403,20.0,183,1,2.0,2
11404,25.0,183,5,2.0,2
11405,30.0,183,1,2.0,2
11406,35.0,183,2,2.0,2
11407,40.0,183,3,2.0,2
11408,45.0,183,6,2.0,2
11409,50.0,183,5,2.0,2
11410,55.0,183,4,2.0,2
11411,60.0,183,3,2.0,2
11412,200.0,183,0,2.0,2
11413,1.0,184,0,3.0,3
11414,5.0,184,2,3.0,3
11415,9.0,184,0,2.0,2
11416,9.0,184,1,3.0,3
11417,13.0,184,5,2.0,2
11418,17.0,184,3,3.0,3
11419,21.0,184,8,3.0,3
11420,25.0,184,7,3.0,3
11421,29.0,184,6,3.0,3
11422,33.0,184,5,3.0,3
11423,37.0,184,4,3.0,3
11424,41.0,184,0,3.0,3
11425,2.0,185,2,5.0,5
11426,5.0,185,0,3.0,3
11427,8.0,185,5,8.0,8
11428,11.0,185,4,8.0,8
11429,14.0,185,3,8.0,8
11430,17.0,185,2,8.0,8
11431,20.0,185,9,8.0,8
11432,23.0,185,5,8.0,8
11433,26.0,185,4,8.0,8
11434,29.0,185,0,3.0,3
11435,1.0,186,10,3.0,3
11436,3.0,186,9,3.0,3
11437,5.0,186,8,3.0,3
11438,15.0,186,0,5.0,5
11439,15.0,186,1,7.0,7
11440,15.0,186,2,7.0,7
11441,15.0,186,3,7.0,7
11442,15.0,186,4,7.0,7
11443,15.0,186,5,7.0,7
11444,15.0,186,6,7.0,7
11445,1.0,187,0,7.0,7
11446,9.0,187,0,2.0,2
11447,200.0,187,0,8.0,8
11448,10.0,188,2,10.0,10
11449,15.0,188,1,10.0,10
11450,20.0,188,5,10.0,10
11451,25.0,188,2,10.0,10
11452,30.0,188,8,10.0,10
11453,35.0,188,7,10.0,10
11454,40.0,188,6,10.0,10
11455,45.0,188,5,10.0,10
11456,50.0,188,4,10.0,10
11457,55.0,188,3,10.0,10
11458,2.0,189,0,5.0,5
11459,10.0,189,1,5.0,5
11460,20.0,189,8,5.0,5
11461,30.0,189,2,5.0,5
11462,35.0,189,6,5.0,5
11463,80.0,189,9,5.0,5
11464,100.0,189,10,3.0,3
11465,200.0,189,3,10.0,10
11466,200.0,189,3,10.0,10
11467,200.0,189,4,10.0,10
11468,200.0,189,4,10.0,10
11469,200.0,189,5,10.0,10
11470,200.0,189,5,10.0,10
11471,200.0,189,6,10.0,10
11472,200.0,189,7,10.0,10
11473,9.0,190,0,3.0,3
11474,10.0,190,5,2.0,2
11475,20.0,190,4,2.0,2
11476,50.0,190,3,10.0,10
11477,50.0,190,10,10.0,10
11478,100.0,190,1,10.0,10
11479,120.0,190,9,10.0,10
11480,140.0,190,2,10.0,10
11481,160.0,190,8,10.0,10
11482,180.0,190,7,10.0,10
11483,200.0,190,0,5.0,5
11484,3.0,191,6,5.0,5
11485,6.0,191,9,5.0,5
11486,9.0,191,10,5.0,5
11487,20.0,191,1,5.0,5
11488,40.0,191,8,5.0,5
11489,60.0,191,7,5.0,5
11490,80.0,191,6,5.0,5
11491,100.0,191,5,5.0,5
11492,1.0,192,0,3.0,3
11493,5.0,192,6,5.0,5
11494,10.0,192,5,5.0,5
11495,50.0,192,9,5.0,5
11496,90.0,192,3,5.0,5
11497,100.0,192,0,5.0,5
11498,100.0,192,8,5.0,5
11499,140.0,192,8,10.0,10
11500,7.0,193,7,5.0,5
11501,9.0,193,0,2.0,2
11502,14.0,193,10,5.0,5
11503,22.0,193,1,10.0,10
11504,24.0,193,5,5.0,5
11505,30.0,193,1,5.0,5
11506,40.0,193,9,5.0,5
11507,80.0,193,2,10.0,10
11508,100.0,193,4,5.0,5
11509,110.0,193,10,5.0,5
11510,120.0,193,7,10.0,10
11511,200.0,193,6,10.0,10
11512,300.0,193,5,5.0,5
11513,400.0,193,4,10.0,10
11514,500.0,193,3,10.0,10
11515,5.0,194,10,7.0,7
11516,20.0,194,5,8.0,8
11517,60.0,194,4,8.0,8
11518,100.0,194,9,8.0,8
11519,180.0,194,4,8.0,8
11520,222.0,194,0,5.0,5
11521,500.0,194,8,8.0,8
11522,900.0,194,3,8.0,8
11523,900.0,194,6,8.0,8
11524,5.0,195,0,3.0,3
11525,60.0,195,1,6.0,6
11526,110.0,195,10,6.0,6
11527,150.0,195,9,6.0,6
11528,160.0,195,8,6.0,6
11529,170.0,195,7,6.0,6
11530,180.0,195,6,6.0,6
11531,190.0,195,5,6.0,6
11532,200.0,195,4,6.0,6
11533,210.0,195,10,6.0,6
11534,3.0,196,9,4.0,4
11535,7.0,196,1,10.0,10
11536,8.0,196,10,3.0,3
11537,9.0,196,1,10.0,10
11538,10.0,196,2,3.0,3
11539,20.0,196,3,3.0,3
11540,40.0,196,4,10.0,10
11541,70.0,196,5,2.0,2
11542,100.0,196,6,10.0,10
11543,200.0,196,1,10.0,10
11544,400.0,196,0,3.0,3
11545,9.0,197,0,2.0,2
11546,20.0,197,8,8.0,8
11547,40.0,197,1,8.0,8
11548,80.0,197,9,5.0,5
11549,160.0,197,10,8.0,8
11550,200.0,197,8,8.0,8
11551,260.0,197,7,8.0,8
11552,300.0,197,6,8.0,8
11553,400.0,197,2,8.0,8
11554,500.0,197,4,8.0,8
