Id,Pool,Option,Rewards,Desc
51004,51,120,2:400210:10,限时抽卡都达到{s1}/120次
51005,51,170,2:400210:10,限时抽卡都达到{s1}/170次
51006,51,220,2:400210:10,限时抽卡都达到{s1}/220次
51007,51,270,2:400210:10,限时抽卡都达到{s1}/270次
51008,51,330,3:104044:1,限时抽卡都达到{s1}/330次
51009,51,380,3:104044:1,限时抽卡都达到{s1}/380次
52001,52,10,2:200231:10,限时抽卡都达到{s1}/10次
52002,52,30,2:400210:10,限时抽卡都达到{s1}/30次
52003,52,70,2:400210:10,限时抽卡都达到{s1}/70次
52004,52,120,2:400210:10,限时抽卡都达到{s1}/120次
52005,52,170,2:400210:10,限时抽卡都达到{s1}/170次
52006,52,220,2:400210:10,限时抽卡都达到{s1}/220次
52007,52,270,2:400210:10,限时抽卡都达到{s1}/270次
52008,52,330,3:104045:1,限时抽卡都达到{s1}/330次
52009,52,380,3:104045:1,限时抽卡都达到{s1}/380次
53001,53,10,2:200231:10,限时抽卡都达到{s1}/10次
53002,53,30,2:400210:10,限时抽卡都达到{s1}/30次
53003,53,70,2:400210:10,限时抽卡都达到{s1}/70次
53004,53,120,2:400210:10,限时抽卡都达到{s1}/120次
53005,53,170,2:400210:10,限时抽卡都达到{s1}/170次
53006,53,220,2:400210:10,限时抽卡都达到{s1}/220次
53007,53,270,2:400210:10,限时抽卡都达到{s1}/270次
53008,53,330,3:104004:1,限时抽卡都达到{s1}/330次
53009,53,380,3:104004:1,限时抽卡都达到{s1}/380次
54001,54,10,2:200231:10,限时抽卡都达到{s1}/10次
54002,54,30,2:400210:10,限时抽卡都达到{s1}/30次
54003,54,70,2:400210:10,限时抽卡都达到{s1}/70次
54004,54,120,2:400210:10,限时抽卡都达到{s1}/120次
54005,54,170,2:400210:10,限时抽卡都达到{s1}/170次
54006,54,220,2:400210:10,限时抽卡都达到{s1}/220次
54007,54,270,2:400210:10,限时抽卡都达到{s1}/270次
54008,54,330,3:104006:1,限时抽卡都达到{s1}/330次
54009,54,380,3:104006:1,限时抽卡都达到{s1}/380次
55001,55,10,2:200231:10,限时抽卡都达到{s1}/10次
55002,55,30,2:400210:10,限时抽卡都达到{s1}/30次
55003,55,70,2:400210:10,限时抽卡都达到{s1}/70次
55004,55,120,2:400210:10,限时抽卡都达到{s1}/120次
55005,55,170,2:400210:10,限时抽卡都达到{s1}/170次
55006,55,220,2:400210:10,限时抽卡都达到{s1}/220次
55007,55,270,2:400210:10,限时抽卡都达到{s1}/270次
55008,55,330,3:104007:1,限时抽卡都达到{s1}/330次
55009,55,380,3:104007:1,限时抽卡都达到{s1}/380次
56001,56,10,2:200231:10,限时抽卡都达到{s1}/10次
56002,56,30,2:400210:10,限时抽卡都达到{s1}/30次
56003,56,70,2:400210:10,限时抽卡都达到{s1}/70次
56004,56,120,2:400210:10,限时抽卡都达到{s1}/120次
56005,56,170,2:400210:10,限时抽卡都达到{s1}/170次
56006,56,220,2:400210:10,限时抽卡都达到{s1}/220次
56007,56,270,2:400210:10,限时抽卡都达到{s1}/270次
56008,56,330,3:104008:1,限时抽卡都达到{s1}/330次
56009,56,380,3:104008:1,限时抽卡都达到{s1}/380次
57001,57,10,2:200231:10,限时抽卡都达到{s1}/10次
57002,57,30,2:400210:10,限时抽卡都达到{s1}/30次
57003,57,70,2:400210:10,限时抽卡都达到{s1}/70次
57004,57,120,2:400210:10,限时抽卡都达到{s1}/120次
57005,57,170,2:400210:10,限时抽卡都达到{s1}/170次
57006,57,220,2:400210:10,限时抽卡都达到{s1}/220次
57007,57,270,2:400210:10,限时抽卡都达到{s1}/270次
57008,57,330,3:104013:1,限时抽卡都达到{s1}/330次
57009,57,380,3:104013:1,限时抽卡都达到{s1}/380次
58001,58,10,2:200231:10,限时抽卡都达到{s1}/10次
58002,58,30,2:400210:10,限时抽卡都达到{s1}/30次
58003,58,70,2:400210:10,限时抽卡都达到{s1}/70次
58004,58,120,2:400210:10,限时抽卡都达到{s1}/120次
58005,58,170,2:400210:10,限时抽卡都达到{s1}/170次
58006,58,220,2:400210:10,限时抽卡都达到{s1}/220次
58007,58,270,2:400210:10,限时抽卡都达到{s1}/270次
58008,58,330,3:104016:1,限时抽卡都达到{s1}/330次
58009,58,380,3:104016:1,限时抽卡都达到{s1}/380次
59001,59,10,2:200231:10,限时抽卡都达到{s1}/10次
59002,59,30,2:400210:10,限时抽卡都达到{s1}/30次
59003,59,70,2:400210:10,限时抽卡都达到{s1}/70次
59004,59,120,2:400210:10,限时抽卡都达到{s1}/120次
59005,59,170,2:400210:10,限时抽卡都达到{s1}/170次
59006,59,220,2:400210:10,限时抽卡都达到{s1}/220次
59007,59,270,2:400210:10,限时抽卡都达到{s1}/270次
59008,59,330,3:104022:1,限时抽卡都达到{s1}/330次
59009,59,380,3:104022:1,限时抽卡都达到{s1}/380次
60001,60,10,2:200231:10,限时抽卡都达到{s1}/10次
60002,60,30,2:400210:10,限时抽卡都达到{s1}/30次
60003,60,70,2:400210:10,限时抽卡都达到{s1}/70次
60004,60,120,2:400210:10,限时抽卡都达到{s1}/120次
60005,60,170,2:400210:10,限时抽卡都达到{s1}/170次
60006,60,220,2:400210:10,限时抽卡都达到{s1}/220次
60007,60,270,2:400210:10,限时抽卡都达到{s1}/270次
60008,60,330,3:104024:1,限时抽卡都达到{s1}/330次
60009,60,380,3:104024:1,限时抽卡都达到{s1}/380次
61001,61,10,2:200231:10,限时抽卡都达到{s1}/10次
61002,61,30,2:400210:10,限时抽卡都达到{s1}/30次
61003,61,70,2:400210:10,限时抽卡都达到{s1}/70次
61004,61,120,2:400210:10,限时抽卡都达到{s1}/120次
61005,61,170,2:400210:10,限时抽卡都达到{s1}/170次
61006,61,220,2:400210:10,限时抽卡都达到{s1}/220次
61007,61,270,2:400210:10,限时抽卡都达到{s1}/270次
61008,61,330,3:104032:1,限时抽卡都达到{s1}/330次
61009,61,380,3:104032:1,限时抽卡都达到{s1}/380次
62001,62,10,2:200231:10,限时抽卡都达到{s1}/10次
62002,62,30,2:400210:10,限时抽卡都达到{s1}/30次
62003,62,70,2:400210:10,限时抽卡都达到{s1}/70次
62004,62,120,2:400210:10,限时抽卡都达到{s1}/120次
62005,62,170,2:400210:10,限时抽卡都达到{s1}/170次
62006,62,220,2:400210:10,限时抽卡都达到{s1}/220次
62007,62,270,2:400210:10,限时抽卡都达到{s1}/270次
62008,62,330,3:104004:1,限时抽卡都达到{s1}/330次
62009,62,380,3:104004:1,限时抽卡都达到{s1}/380次
63001,63,10,2:200231:10,限时抽卡都达到{s1}/10次
63002,63,30,2:400210:10,限时抽卡都达到{s1}/30次
63003,63,70,2:400210:10,限时抽卡都达到{s1}/70次
63004,63,120,2:400210:10,限时抽卡都达到{s1}/120次
63005,63,170,2:400210:10,限时抽卡都达到{s1}/170次
63006,63,220,2:400210:10,限时抽卡都达到{s1}/220次
63007,63,270,2:400210:10,限时抽卡都达到{s1}/270次
63008,63,330,3:104006:1,限时抽卡都达到{s1}/330次
63009,63,380,3:104006:1,限时抽卡都达到{s1}/380次
64001,64,10,2:200231:10,限时抽卡都达到{s1}/10次
64002,64,30,2:400210:10,限时抽卡都达到{s1}/30次
64003,64,70,2:400210:10,限时抽卡都达到{s1}/70次
64004,64,120,2:400210:10,限时抽卡都达到{s1}/120次
64005,64,170,2:400210:10,限时抽卡都达到{s1}/170次
64006,64,220,2:400210:10,限时抽卡都达到{s1}/220次
64007,64,270,2:400210:10,限时抽卡都达到{s1}/270次
64008,64,330,3:104007:1,限时抽卡都达到{s1}/330次
64009,64,380,3:104007:1,限时抽卡都达到{s1}/380次
65001,65,10,2:200231:10,限时抽卡都达到{s1}/10次
65002,65,30,2:400210:10,限时抽卡都达到{s1}/30次
65003,65,70,2:400210:10,限时抽卡都达到{s1}/70次
65004,65,120,2:400210:10,限时抽卡都达到{s1}/120次
65005,65,170,2:400210:10,限时抽卡都达到{s1}/170次
65006,65,220,2:400210:10,限时抽卡都达到{s1}/220次
65007,65,270,2:400210:10,限时抽卡都达到{s1}/270次
65008,65,330,3:104008:1,限时抽卡都达到{s1}/330次
65009,65,380,3:104008:1,限时抽卡都达到{s1}/380次
66001,66,10,2:200231:10,限时抽卡都达到{s1}/10次
66002,66,30,2:400210:10,限时抽卡都达到{s1}/30次
66003,66,70,2:400210:10,限时抽卡都达到{s1}/70次
66004,66,120,2:400210:10,限时抽卡都达到{s1}/120次
66005,66,170,2:400210:10,限时抽卡都达到{s1}/170次
66006,66,220,2:400210:10,限时抽卡都达到{s1}/220次
66007,66,270,2:400210:10,限时抽卡都达到{s1}/270次
66008,66,330,3:104013:1,限时抽卡都达到{s1}/330次
66009,66,380,3:104013:1,限时抽卡都达到{s1}/380次
67001,67,10,2:200231:10,限时抽卡都达到{s1}/10次
67002,67,30,2:400210:10,限时抽卡都达到{s1}/30次
67003,67,70,2:400210:10,限时抽卡都达到{s1}/70次
67004,67,120,2:400210:10,限时抽卡都达到{s1}/120次
67005,67,170,2:400210:10,限时抽卡都达到{s1}/170次
67006,67,220,2:400210:10,限时抽卡都达到{s1}/220次
67007,67,270,2:400210:10,限时抽卡都达到{s1}/270次
67008,67,330,3:104016:1,限时抽卡都达到{s1}/330次
67009,67,380,3:104016:1,限时抽卡都达到{s1}/380次
68001,68,10,2:200231:10,限时抽卡都达到{s1}/10次
68002,68,30,2:400210:10,限时抽卡都达到{s1}/30次
68003,68,70,2:400210:10,限时抽卡都达到{s1}/70次
68004,68,120,2:400210:10,限时抽卡都达到{s1}/120次
68005,68,170,2:400210:10,限时抽卡都达到{s1}/170次
68006,68,220,2:400210:10,限时抽卡都达到{s1}/220次
68007,68,270,2:400210:10,限时抽卡都达到{s1}/270次
68008,68,330,3:104022:1,限时抽卡都达到{s1}/330次
68009,68,380,3:104022:1,限时抽卡都达到{s1}/380次
69001,69,10,2:200231:10,限时抽卡都达到{s1}/10次
69002,69,30,2:400210:10,限时抽卡都达到{s1}/30次
69003,69,70,2:400210:10,限时抽卡都达到{s1}/70次
69004,69,120,2:400210:10,限时抽卡都达到{s1}/120次
69005,69,170,2:400210:10,限时抽卡都达到{s1}/170次
69006,69,220,2:400210:10,限时抽卡都达到{s1}/220次
69007,69,270,2:400210:10,限时抽卡都达到{s1}/270次
69008,69,330,3:104024:1,限时抽卡都达到{s1}/330次
69009,69,380,3:104024:1,限时抽卡都达到{s1}/380次
70001,70,10,2:200231:10,限时抽卡都达到{s1}/10次
70002,70,30,2:400210:10,限时抽卡都达到{s1}/30次
70003,70,70,2:400210:10,限时抽卡都达到{s1}/70次
70004,70,120,2:400210:10,限时抽卡都达到{s1}/120次
70005,70,170,2:400210:10,限时抽卡都达到{s1}/170次
70006,70,220,2:400210:10,限时抽卡都达到{s1}/220次
70007,70,270,2:400210:10,限时抽卡都达到{s1}/270次
70008,70,330,3:104032:1,限时抽卡都达到{s1}/330次
70009,70,380,3:104032:1,限时抽卡都达到{s1}/380次
71001,71,10,2:200231:10,限时抽卡都达到{s1}/10次
71002,71,30,2:400210:10,限时抽卡都达到{s1}/30次
71003,71,70,2:400210:10,限时抽卡都达到{s1}/70次
71004,71,120,2:400210:10,限时抽卡都达到{s1}/120次
71005,71,170,2:400210:10,限时抽卡都达到{s1}/170次
71006,71,220,2:400210:10,限时抽卡都达到{s1}/220次
71007,71,270,2:400210:10,限时抽卡都达到{s1}/270次
71008,71,330,3:104004:1,限时抽卡都达到{s1}/330次
71009,71,380,3:104004:1,限时抽卡都达到{s1}/380次
72001,72,10,2:200231:10,限时抽卡都达到{s1}/10次
72002,72,30,2:400210:10,限时抽卡都达到{s1}/30次
72003,72,70,2:400210:10,限时抽卡都达到{s1}/70次
72004,72,120,2:400210:10,限时抽卡都达到{s1}/120次
72005,72,170,2:400210:10,限时抽卡都达到{s1}/170次
72006,72,220,2:400210:10,限时抽卡都达到{s1}/220次
72007,72,270,2:400210:10,限时抽卡都达到{s1}/270次
72008,72,330,3:104006:1,限时抽卡都达到{s1}/330次
72009,72,380,3:104006:1,限时抽卡都达到{s1}/380次
73001,73,10,2:200231:10,限时抽卡都达到{s1}/10次
73002,73,30,2:400210:10,限时抽卡都达到{s1}/30次
73003,73,70,2:400210:10,限时抽卡都达到{s1}/70次
73004,73,120,2:400210:10,限时抽卡都达到{s1}/120次
73005,73,170,2:400210:10,限时抽卡都达到{s1}/170次
73006,73,220,2:400210:10,限时抽卡都达到{s1}/220次
73007,73,270,2:400210:10,限时抽卡都达到{s1}/270次
73008,73,330,3:104007:1,限时抽卡都达到{s1}/330次
73009,73,380,3:104007:1,限时抽卡都达到{s1}/380次
74001,74,10,2:200231:10,限时抽卡都达到{s1}/10次
74002,74,30,2:400210:10,限时抽卡都达到{s1}/30次
74003,74,70,2:400210:10,限时抽卡都达到{s1}/70次
74004,74,120,2:400210:10,限时抽卡都达到{s1}/120次
74005,74,170,2:400210:10,限时抽卡都达到{s1}/170次
74006,74,220,2:400210:10,限时抽卡都达到{s1}/220次
74007,74,270,2:400210:10,限时抽卡都达到{s1}/270次
74008,74,330,3:104008:1,限时抽卡都达到{s1}/330次
74009,74,380,3:104008:1,限时抽卡都达到{s1}/380次
75001,75,10,2:200231:10,限时抽卡都达到{s1}/10次
75002,75,30,2:400210:10,限时抽卡都达到{s1}/30次
75003,75,70,2:400210:10,限时抽卡都达到{s1}/70次
75004,75,120,2:400210:10,限时抽卡都达到{s1}/120次
75005,75,170,2:400210:10,限时抽卡都达到{s1}/170次
75006,75,220,2:400210:10,限时抽卡都达到{s1}/220次
75007,75,270,2:400210:10,限时抽卡都达到{s1}/270次
75008,75,330,3:104013:1,限时抽卡都达到{s1}/330次
75009,75,380,3:104013:1,限时抽卡都达到{s1}/380次
76001,76,10,2:200231:10,限时抽卡都达到{s1}/10次
76002,76,30,2:400210:10,限时抽卡都达到{s1}/30次
76003,76,70,2:400210:10,限时抽卡都达到{s1}/70次
76004,76,120,2:400210:10,限时抽卡都达到{s1}/120次
76005,76,170,2:400210:10,限时抽卡都达到{s1}/170次
76006,76,220,2:400210:10,限时抽卡都达到{s1}/220次
76007,76,270,2:400210:10,限时抽卡都达到{s1}/270次
76008,76,330,3:104016:1,限时抽卡都达到{s1}/330次
76009,76,380,3:104016:1,限时抽卡都达到{s1}/380次
77001,77,10,2:200231:10,限时抽卡都达到{s1}/10次
77002,77,30,2:400210:10,限时抽卡都达到{s1}/30次
77003,77,70,2:400210:10,限时抽卡都达到{s1}/70次
77004,77,120,2:400210:10,限时抽卡都达到{s1}/120次
77005,77,170,2:400210:10,限时抽卡都达到{s1}/170次
77006,77,220,2:400210:10,限时抽卡都达到{s1}/220次
77007,77,270,2:400210:10,限时抽卡都达到{s1}/270次
77008,77,330,3:104022:1,限时抽卡都达到{s1}/330次
77009,77,380,3:104022:1,限时抽卡都达到{s1}/380次
78001,78,10,2:200231:10,限时抽卡都达到{s1}/10次
78002,78,30,2:400210:10,限时抽卡都达到{s1}/30次
78003,78,70,2:400210:10,限时抽卡都达到{s1}/70次
78004,78,120,2:400210:10,限时抽卡都达到{s1}/120次
78005,78,170,2:400210:10,限时抽卡都达到{s1}/170次
78006,78,220,2:400210:10,限时抽卡都达到{s1}/220次
78007,78,270,2:400210:10,限时抽卡都达到{s1}/270次
78008,78,330,3:104024:1,限时抽卡都达到{s1}/330次
78009,78,380,3:104024:1,限时抽卡都达到{s1}/380次
79001,79,10,2:200231:10,限时抽卡都达到{s1}/10次
79002,79,30,2:400210:10,限时抽卡都达到{s1}/30次
79003,79,70,2:400210:10,限时抽卡都达到{s1}/70次
79004,79,120,2:400210:10,限时抽卡都达到{s1}/120次
79005,79,170,2:400210:10,限时抽卡都达到{s1}/170次
79006,79,220,2:400210:10,限时抽卡都达到{s1}/220次
79007,79,270,2:400210:10,限时抽卡都达到{s1}/270次
79008,79,330,3:104032:1,限时抽卡都达到{s1}/330次
79009,79,380,3:104032:1,限时抽卡都达到{s1}/380次
80001,80,10,2:200231:10,限时抽卡都达到{s1}/10次
80002,80,30,2:400210:10,限时抽卡都达到{s1}/30次
80003,80,70,2:400210:10,限时抽卡都达到{s1}/70次
80004,80,120,2:400210:10,限时抽卡都达到{s1}/120次
80005,80,170,2:400210:10,限时抽卡都达到{s1}/170次
80006,80,220,2:400210:10,限时抽卡都达到{s1}/220次
80007,80,270,2:400210:10,限时抽卡都达到{s1}/270次
80008,80,330,3:104004:1,限时抽卡都达到{s1}/330次
80009,80,380,3:104004:1,限时抽卡都达到{s1}/380次
81001,81,10,2:200231:10,限时抽卡都达到{s1}/10次
81002,81,30,2:400210:10,限时抽卡都达到{s1}/30次
81003,81,70,2:400210:10,限时抽卡都达到{s1}/70次
81004,81,120,2:400210:10,限时抽卡都达到{s1}/120次
81005,81,170,2:400210:10,限时抽卡都达到{s1}/170次
81006,81,220,2:400210:10,限时抽卡都达到{s1}/220次
81007,81,270,2:400210:10,限时抽卡都达到{s1}/270次
81008,81,330,3:104006:1,限时抽卡都达到{s1}/330次
81009,81,380,3:104006:1,限时抽卡都达到{s1}/380次
82001,82,10,2:200231:10,限时抽卡都达到{s1}/10次
82002,82,30,2:400210:10,限时抽卡都达到{s1}/30次
82003,82,70,2:400210:10,限时抽卡都达到{s1}/70次
82004,82,120,2:400210:10,限时抽卡都达到{s1}/120次
82005,82,170,2:400210:10,限时抽卡都达到{s1}/170次
82006,82,220,2:400210:10,限时抽卡都达到{s1}/220次
82007,82,270,2:400210:10,限时抽卡都达到{s1}/270次
82008,82,330,3:104007:1,限时抽卡都达到{s1}/330次
82009,82,380,3:104007:1,限时抽卡都达到{s1}/380次
83001,83,10,2:200231:10,限时抽卡都达到{s1}/10次
83002,83,30,2:400210:10,限时抽卡都达到{s1}/30次
83003,83,70,2:400210:10,限时抽卡都达到{s1}/70次
83004,83,120,2:400210:10,限时抽卡都达到{s1}/120次
83005,83,170,2:400210:10,限时抽卡都达到{s1}/170次
83006,83,220,2:400210:10,限时抽卡都达到{s1}/220次
83007,83,270,2:400210:10,限时抽卡都达到{s1}/270次
83008,83,330,3:104008:1,限时抽卡都达到{s1}/330次
83009,83,380,3:104008:1,限时抽卡都达到{s1}/380次
84001,84,10,2:200231:10,限时抽卡都达到{s1}/10次
84002,84,30,2:400210:10,限时抽卡都达到{s1}/30次
84003,84,70,2:400210:10,限时抽卡都达到{s1}/70次
84004,84,120,2:400210:10,限时抽卡都达到{s1}/120次
84005,84,170,2:400210:10,限时抽卡都达到{s1}/170次
84006,84,220,2:400210:10,限时抽卡都达到{s1}/220次
84007,84,270,2:400210:10,限时抽卡都达到{s1}/270次
84008,84,330,3:104013:1,限时抽卡都达到{s1}/330次
84009,84,380,3:104013:1,限时抽卡都达到{s1}/380次
85001,85,10,2:200231:10,限时抽卡都达到{s1}/10次
85002,85,30,2:400210:10,限时抽卡都达到{s1}/30次
85003,85,70,2:400210:10,限时抽卡都达到{s1}/70次
85004,85,120,2:400210:10,限时抽卡都达到{s1}/120次
85005,85,170,2:400210:10,限时抽卡都达到{s1}/170次
85006,85,220,2:400210:10,限时抽卡都达到{s1}/220次
85007,85,270,2:400210:10,限时抽卡都达到{s1}/270次
85008,85,330,3:104016:1,限时抽卡都达到{s1}/330次
85009,85,380,3:104016:1,限时抽卡都达到{s1}/380次
86001,86,10,2:200231:10,限时抽卡都达到{s1}/10次
86002,86,30,2:400210:10,限时抽卡都达到{s1}/30次
86003,86,70,2:400210:10,限时抽卡都达到{s1}/70次
86004,86,120,2:400210:10,限时抽卡都达到{s1}/120次
86005,86,170,2:400210:10,限时抽卡都达到{s1}/170次
86006,86,220,2:400210:10,限时抽卡都达到{s1}/220次
86007,86,270,2:400210:10,限时抽卡都达到{s1}/270次
86008,86,330,3:104022:1,限时抽卡都达到{s1}/330次
86009,86,380,3:104022:1,限时抽卡都达到{s1}/380次
87001,87,10,2:200231:10,限时抽卡都达到{s1}/10次
87002,87,30,2:400210:10,限时抽卡都达到{s1}/30次
87003,87,70,2:400210:10,限时抽卡都达到{s1}/70次
87004,87,120,2:400210:10,限时抽卡都达到{s1}/120次
87005,87,170,2:400210:10,限时抽卡都达到{s1}/170次
87006,87,220,2:400210:10,限时抽卡都达到{s1}/220次
87007,87,270,2:400210:10,限时抽卡都达到{s1}/270次
87008,87,330,3:104024:1,限时抽卡都达到{s1}/330次
87009,87,380,3:104024:1,限时抽卡都达到{s1}/380次
88001,88,10,2:200231:10,限时抽卡都达到{s1}/10次
88002,88,30,2:400210:10,限时抽卡都达到{s1}/30次
88003,88,70,2:400210:10,限时抽卡都达到{s1}/70次
88004,88,120,2:400210:10,限时抽卡都达到{s1}/120次
88005,88,170,2:400210:10,限时抽卡都达到{s1}/170次
88006,88,220,2:400210:10,限时抽卡都达到{s1}/220次
88007,88,270,2:400210:10,限时抽卡都达到{s1}/270次
88008,88,330,3:104032:1,限时抽卡都达到{s1}/330次
88009,88,380,3:104032:1,限时抽卡都达到{s1}/380次
89001,89,10,2:200231:10,限时抽卡都达到{s1}/10次
89002,89,30,2:400210:10,限时抽卡都达到{s1}/30次
89003,89,70,2:400210:10,限时抽卡都达到{s1}/70次
89004,89,120,2:400210:10,限时抽卡都达到{s1}/120次
89005,89,170,2:400210:10,限时抽卡都达到{s1}/170次
89006,89,220,2:400210:10,限时抽卡都达到{s1}/220次
89007,89,270,2:400210:10,限时抽卡都达到{s1}/270次
89008,89,330,3:104046:1,限时抽卡都达到{s1}/330次
89009,89,380,3:104046:1,限时抽卡都达到{s1}/380次
90001,90,10,2:200231:10,限时抽卡都达到{s1}/10次
90002,90,30,2:400210:10,限时抽卡都达到{s1}/30次
90003,90,70,2:400210:10,限时抽卡都达到{s1}/70次
90004,90,120,2:400210:10,限时抽卡都达到{s1}/120次
90005,90,170,2:400210:10,限时抽卡都达到{s1}/170次
90006,90,220,2:400210:10,限时抽卡都达到{s1}/220次
90007,90,270,2:400210:10,限时抽卡都达到{s1}/270次
90008,90,330,3:104047:1,限时抽卡都达到{s1}/330次
90009,90,380,3:104047:1,限时抽卡都达到{s1}/380次
