Id,Name,Icon,Chapter,Tactics,TacticsLevels,Reward,Star3,OnBattle
4007106,[1星]胡金秋第6关,900116,1040071,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007107,[1星]胡金秋第7关,900117,1040071,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007108,[1星]胡金秋第8关,900118,1040071,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007109,[1星]胡金秋第9关,900119,1040071,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007110,[1星]胡金秋第10关,900120,1040071,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007301,[3星]胡金秋第1关,900101,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007302,[3星]胡金秋第2关,900102,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007303,[3星]胡金秋第3关,900103,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007304,[3星]胡金秋第4关,900104,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007305,[3星]胡金秋第5关,900105,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007306,[3星]胡金秋第6关,900106,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007307,[3星]胡金秋第7关,900107,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007308,[3星]胡金秋第8关,900108,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007309,[3星]胡金秋第9关,900109,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007310,[3星]胡金秋第10关,900110,1040073,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007501,[5星]胡金秋第1关,900111,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007502,[5星]胡金秋第2关,900112,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007503,[5星]胡金秋第3关,900113,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007504,[5星]胡金秋第4关,900114,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007505,[5星]胡金秋第5关,900115,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007506,[5星]胡金秋第6关,900116,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007507,[5星]胡金秋第7关,900117,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007508,[5星]胡金秋第8关,900118,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007509,[5星]胡金秋第9关,900119,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4007510,[5星]胡金秋第10关,900120,1040075,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,507]"
4008001,[0星]王哲林第1关,900101,1040080,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008002,[0星]王哲林第2关,900102,1040080,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008003,[0星]王哲林第3关,900103,1040080,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008004,[0星]王哲林第4关,900104,1040080,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008005,[0星]王哲林第5关,900105,1040080,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008101,[1星]王哲林第1关,900106,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008102,[1星]王哲林第2关,900107,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008103,[1星]王哲林第3关,900108,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008104,[1星]王哲林第4关,900109,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008105,[1星]王哲林第5关,900110,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008106,[1星]王哲林第6关,900111,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008107,[1星]王哲林第7关,900112,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008108,[1星]王哲林第8关,900113,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008109,[1星]王哲林第9关,900114,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008110,[1星]王哲林第10关,900115,1040081,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008301,[3星]王哲林第1关,900116,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008302,[3星]王哲林第2关,900117,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008303,[3星]王哲林第3关,900118,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008304,[3星]王哲林第4关,900119,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008305,[3星]王哲林第5关,900120,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008306,[3星]王哲林第6关,900101,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008307,[3星]王哲林第7关,900102,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008308,[3星]王哲林第8关,900103,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008309,[3星]王哲林第9关,900104,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008310,[3星]王哲林第10关,900105,1040083,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008501,[5星]王哲林第1关,900106,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008502,[5星]王哲林第2关,900107,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008503,[5星]王哲林第3关,900108,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008504,[5星]王哲林第4关,900109,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008505,[5星]王哲林第5关,900110,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008506,[5星]王哲林第6关,900111,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008507,[5星]王哲林第7关,900112,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008508,[5星]王哲林第8关,900113,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008509,[5星]王哲林第9关,900114,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4008510,[5星]王哲林第10关,900115,1040085,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,508]"
4009001,[0星]沈梓捷第1关,900116,1040090,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009002,[0星]沈梓捷第2关,900117,1040090,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009003,[0星]沈梓捷第3关,900118,1040090,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009004,[0星]沈梓捷第4关,900119,1040090,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009005,[0星]沈梓捷第5关,900120,1040090,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009101,[1星]沈梓捷第1关,900101,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009102,[1星]沈梓捷第2关,900102,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009103,[1星]沈梓捷第3关,900103,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009104,[1星]沈梓捷第4关,900104,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009105,[1星]沈梓捷第5关,900105,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009106,[1星]沈梓捷第6关,900106,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009107,[1星]沈梓捷第7关,900107,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009108,[1星]沈梓捷第8关,900108,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009109,[1星]沈梓捷第9关,900109,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009110,[1星]沈梓捷第10关,900110,1040091,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009301,[3星]沈梓捷第1关,900111,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009302,[3星]沈梓捷第2关,900112,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009303,[3星]沈梓捷第3关,900113,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009304,[3星]沈梓捷第4关,900114,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009305,[3星]沈梓捷第5关,900115,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009306,[3星]沈梓捷第6关,900116,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009307,[3星]沈梓捷第7关,900117,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009308,[3星]沈梓捷第8关,900118,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009309,[3星]沈梓捷第9关,900119,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009310,[3星]沈梓捷第10关,900120,1040093,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009501,[5星]沈梓捷第1关,900101,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009502,[5星]沈梓捷第2关,900102,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009503,[5星]沈梓捷第3关,900103,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009504,[5星]沈梓捷第4关,900104,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009505,[5星]沈梓捷第5关,900105,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009506,[5星]沈梓捷第6关,900106,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009507,[5星]沈梓捷第7关,900107,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009508,[5星]沈梓捷第8关,900108,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009509,[5星]沈梓捷第9关,900109,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4009510,[5星]沈梓捷第10关,900110,1040095,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,509]"
4010001,[0星]张镇麟第1关,900111,1040100,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010002,[0星]张镇麟第2关,900112,1040100,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010003,[0星]张镇麟第3关,900113,1040100,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010004,[0星]张镇麟第4关,900114,1040100,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010005,[0星]张镇麟第5关,900115,1040100,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010101,[1星]张镇麟第1关,900116,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010102,[1星]张镇麟第2关,900117,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010103,[1星]张镇麟第3关,900118,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010104,[1星]张镇麟第4关,900119,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010105,[1星]张镇麟第5关,900120,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010106,[1星]张镇麟第6关,900101,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010107,[1星]张镇麟第7关,900102,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010108,[1星]张镇麟第8关,900103,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010109,[1星]张镇麟第9关,900104,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010110,[1星]张镇麟第10关,900105,1040101,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010301,[3星]张镇麟第1关,900106,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010302,[3星]张镇麟第2关,900107,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010303,[3星]张镇麟第3关,900108,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010304,[3星]张镇麟第4关,900109,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010305,[3星]张镇麟第5关,900110,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010306,[3星]张镇麟第6关,900111,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010307,[3星]张镇麟第7关,900112,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010308,[3星]张镇麟第8关,900113,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010309,[3星]张镇麟第9关,900114,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010310,[3星]张镇麟第10关,900115,1040103,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010501,[5星]张镇麟第1关,900116,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010502,[5星]张镇麟第2关,900117,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010503,[5星]张镇麟第3关,900118,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010504,[5星]张镇麟第4关,900119,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010505,[5星]张镇麟第5关,900120,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010506,[5星]张镇麟第6关,900101,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010507,[5星]张镇麟第7关,900102,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010508,[5星]张镇麟第8关,900103,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010509,[5星]张镇麟第9关,900104,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4010510,[5星]张镇麟第10关,900105,1040105,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,510]"
4011001,[0星]陶汉林第1关,900106,1040110,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011002,[0星]陶汉林第2关,900107,1040110,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011003,[0星]陶汉林第3关,900108,1040110,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011004,[0星]陶汉林第4关,900109,1040110,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011005,[0星]陶汉林第5关,900110,1040110,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011101,[1星]陶汉林第1关,900111,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011102,[1星]陶汉林第2关,900112,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011103,[1星]陶汉林第3关,900113,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011104,[1星]陶汉林第4关,900114,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011105,[1星]陶汉林第5关,900115,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011106,[1星]陶汉林第6关,900116,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011107,[1星]陶汉林第7关,900117,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011108,[1星]陶汉林第8关,900118,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011109,[1星]陶汉林第9关,900119,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011110,[1星]陶汉林第10关,900120,1040111,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011301,[3星]陶汉林第1关,900101,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011302,[3星]陶汉林第2关,900102,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011303,[3星]陶汉林第3关,900103,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011304,[3星]陶汉林第4关,900104,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011305,[3星]陶汉林第5关,900105,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011306,[3星]陶汉林第6关,900106,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011307,[3星]陶汉林第7关,900107,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011308,[3星]陶汉林第8关,900108,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011309,[3星]陶汉林第9关,900109,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011310,[3星]陶汉林第10关,900110,1040113,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011501,[5星]陶汉林第1关,900111,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011502,[5星]陶汉林第2关,900112,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011503,[5星]陶汉林第3关,900113,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011504,[5星]陶汉林第4关,900114,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011505,[5星]陶汉林第5关,900115,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011506,[5星]陶汉林第6关,900116,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011507,[5星]陶汉林第7关,900117,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011508,[5星]陶汉林第8关,900118,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011509,[5星]陶汉林第9关,900119,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4011510,[5星]陶汉林第10关,900120,1040115,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,511]"
4012001,[0星]孙铭徽第1关,900101,1040120,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012002,[0星]孙铭徽第2关,900102,1040120,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012003,[0星]孙铭徽第3关,900103,1040120,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012004,[0星]孙铭徽第4关,900104,1040120,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012005,[0星]孙铭徽第5关,900105,1040120,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012101,[1星]孙铭徽第1关,900106,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012102,[1星]孙铭徽第2关,900107,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012103,[1星]孙铭徽第3关,900108,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012104,[1星]孙铭徽第4关,900109,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012105,[1星]孙铭徽第5关,900110,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012106,[1星]孙铭徽第6关,900111,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012107,[1星]孙铭徽第7关,900112,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012108,[1星]孙铭徽第8关,900113,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012109,[1星]孙铭徽第9关,900114,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012110,[1星]孙铭徽第10关,900115,1040121,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012301,[3星]孙铭徽第1关,900116,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012302,[3星]孙铭徽第2关,900117,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012303,[3星]孙铭徽第3关,900118,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012304,[3星]孙铭徽第4关,900119,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012305,[3星]孙铭徽第5关,900120,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012306,[3星]孙铭徽第6关,900101,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012307,[3星]孙铭徽第7关,900102,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012308,[3星]孙铭徽第8关,900103,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012309,[3星]孙铭徽第9关,900104,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012310,[3星]孙铭徽第10关,900105,1040123,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012501,[5星]孙铭徽第1关,900106,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012502,[5星]孙铭徽第2关,900107,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012503,[5星]孙铭徽第3关,900108,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012504,[5星]孙铭徽第4关,900109,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012505,[5星]孙铭徽第5关,900110,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012506,[5星]孙铭徽第6关,900111,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012507,[5星]孙铭徽第7关,900112,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012508,[5星]孙铭徽第8关,900113,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012509,[5星]孙铭徽第9关,900114,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4012510,[5星]孙铭徽第10关,900115,1040125,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,512]"
4013001,[0星]周鹏第1关,900116,1040130,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013002,[0星]周鹏第2关,900117,1040130,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013003,[0星]周鹏第3关,900118,1040130,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013004,[0星]周鹏第4关,900119,1040130,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013005,[0星]周鹏第5关,900120,1040130,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013101,[1星]周鹏第1关,900101,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013102,[1星]周鹏第2关,900102,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013103,[1星]周鹏第3关,900103,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013104,[1星]周鹏第4关,900104,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013105,[1星]周鹏第5关,900105,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013106,[1星]周鹏第6关,900106,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013107,[1星]周鹏第7关,900107,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013108,[1星]周鹏第8关,900108,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013109,[1星]周鹏第9关,900109,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013110,[1星]周鹏第10关,900110,1040131,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013301,[3星]周鹏第1关,900111,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013302,[3星]周鹏第2关,900112,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013303,[3星]周鹏第3关,900113,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013304,[3星]周鹏第4关,900114,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013305,[3星]周鹏第5关,900115,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013306,[3星]周鹏第6关,900116,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013307,[3星]周鹏第7关,900117,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013308,[3星]周鹏第8关,900118,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013309,[3星]周鹏第9关,900119,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013310,[3星]周鹏第10关,900120,1040133,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013501,[5星]周鹏第1关,900101,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013502,[5星]周鹏第2关,900102,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013503,[5星]周鹏第3关,900103,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013504,[5星]周鹏第4关,900104,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013505,[5星]周鹏第5关,900105,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013506,[5星]周鹏第6关,900106,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013507,[5星]周鹏第7关,900107,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013508,[5星]周鹏第8关,900108,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013509,[5星]周鹏第9关,900109,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4013510,[5星]周鹏第10关,900110,1040135,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,513]"
4014001,[0星]胡明轩第1关,900111,1040140,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
