Id,Portrait,Star,Skills,ClubId,Name,Ability,Number,AdaptPosition,Quality,GiftIds,Power
30505036,90150506,1,[0],3050503,Stanley,"{""1"":2416,""2"":1680,""3"":2310,""4"":2416,""5"":2731,""6"":2101,""7"":1680,""8"":1050,""9"":2521,""10"":2101}",15,[2],3,[0],86
30505037,90150504,1,[0],3050503,Bill,"{""1"":2101,""2"":2101,""3"":2101,""4"":2101,""5"":2101,""6"":2101,""7"":2101,""8"":2101,""9"":2101,""10"":2101}",32,[3],3,[0],84
30505038,90150505,1,[0],3050503,Debby,"{""1"":1891,""2"":2521,""3"":1891,""4"":1786,""5"":1365,""6"":2101,""7"":2731,""8"":2941,""9"":1680,""10"":2101}",43,[4],3,[0],88
30505039,90150501,1,[0],3050503,Magee,"{""1"":1891,""2"":2521,""3"":1786,""4"":1786,""5"":1471,""6"":2101,""7"":2731,""8"":2941,""9"":1680,""10"":2101}",0,[5],3,[0],90
30505040,90150502,1,[0],3050504,Gustave,"{""1"":2451,""2"":1867,""3"":2684,""4"":2684,""5"":3151,""6"":2334,""7"":1400,""8"":1634,""9"":2801,""10"":2334}",10,[1],3,[0],87
30505041,90150501,1,[0],3050504,Andrew,"{""1"":2684,""2"":1867,""3"":2567,""4"":2684,""5"":3034,""6"":2334,""7"":1867,""8"":1167,""9"":2801,""10"":2334}",12,[2],3,[0],99
30505042,90150505,1,[0],3050504,Cathy,"{""1"":2334,""2"":2334,""3"":2334,""4"":2334,""5"":2334,""6"":2334,""7"":2334,""8"":2334,""9"":2334,""10"":2334}",27,[3],3,[0],80
30505043,90150505,1,[0],3050504,Clara,"{""1"":2101,""2"":2801,""3"":2101,""4"":1984,""5"":1517,""6"":2334,""7"":3034,""8"":3268,""9"":1867,""10"":2334}",3,[4],3,[0],94
30505044,90150508,1,[0],3050504,Barlow,"{""1"":2101,""2"":2801,""3"":1984,""4"":1984,""5"":1634,""6"":2334,""7"":3034,""8"":3268,""9"":1867,""10"":2334}",33,[5],3,[0],82
30505045,90150507,1,[0],3050504,Myra,"{""1"":2206,""2"":1680,""3"":2416,""4"":2416,""5"":2836,""6"":2101,""7"":1260,""8"":1471,""9"":2521,""10"":2101}",1,[1],3,[0],99
30505046,90150505,1,[0],3050504,Steward,"{""1"":2416,""2"":1680,""3"":2310,""4"":2416,""5"":2731,""6"":2101,""7"":1680,""8"":1050,""9"":2521,""10"":2101}",27,[2],3,[0],92
30505047,90150504,1,[0],3050504,Porter,"{""1"":2101,""2"":2101,""3"":2101,""4"":2101,""5"":2101,""6"":2101,""7"":2101,""8"":2101,""9"":2101,""10"":2101}",12,[3],3,[0],88
30505048,90150505,1,[0],3050504,Dana,"{""1"":1891,""2"":2521,""3"":1891,""4"":1786,""5"":1365,""6"":2101,""7"":2731,""8"":2941,""9"":1680,""10"":2101}",8,[4],3,[0],93
30505049,90150507,1,[0],3050504,Gale,"{""1"":1891,""2"":2521,""3"":1786,""4"":1786,""5"":1471,""6"":2101,""7"":2731,""8"":2941,""9"":1680,""10"":2101}",7,[5],3,[0],99
30505050,90150507,1,[0],3050505,Lena,"{""1"":2454,""2"":1870,""3"":2688,""4"":2688,""5"":3155,""6"":2337,""7"":1402,""8"":1636,""9"":2804,""10"":2337}",24,[1],3,[0],80
30505051,90150505,1,[0],3050505,Tracy,"{""1"":2688,""2"":1870,""3"":2571,""4"":2688,""5"":3038,""6"":2337,""7"":1870,""8"":1169,""9"":2804,""10"":2337}",3,[2],3,[0],90
30505052,90150506,1,[0],3050505,Horace,"{""1"":2337,""2"":2337,""3"":2337,""4"":2337,""5"":2337,""6"":2337,""7"":2337,""8"":2337,""9"":2337,""10"":2337}",1,[3],3,[0],89
30505053,90150504,1,[0],3050505,Adolph,"{""1"":2103,""2"":2804,""3"":2103,""4"":1986,""5"":1519,""6"":2337,""7"":3038,""8"":3272,""9"":1870,""10"":2337}",7,[4],3,[0],88
30505054,90150506,1,[0],3050505,Eleanore,"{""1"":2103,""2"":2804,""3"":1986,""4"":1986,""5"":1636,""6"":2337,""7"":3038,""8"":3272,""9"":1870,""10"":2337}",1,[5],3,[0],90
30505055,90150503,1,[0],3050505,Herman,"{""1"":2209,""2"":1683,""3"":2419,""4"":2419,""5"":2840,""6"":2103,""7"":1262,""8"":1472,""9"":2524,""10"":2103}",2,[1],3,[0],100
30505056,90150508,1,[0],3050505,Frank,"{""1"":2419,""2"":1683,""3"":2314,""4"":2419,""5"":2734,""6"":2103,""7"":1683,""8"":1052,""9"":2524,""10"":2103}",3,[2],3,[0],91
30505057,90150502,1,[0],3050505,Yetta,"{""1"":2103,""2"":2103,""3"":2103,""4"":2103,""5"":2103,""6"":2103,""7"":2103,""8"":2103,""9"":2103,""10"":2103}",4,[3],3,[0],92
30505058,90150501,1,[0],3050505,Sidney,"{""1"":1893,""2"":2524,""3"":1893,""4"":1787,""5"":1367,""6"":2103,""7"":2734,""8"":2945,""9"":1683,""10"":2103}",5,[4],3,[0],98
30505059,90150501,1,[0],3050505,Zora,"{""1"":1893,""2"":2524,""3"":1787,""4"":1787,""5"":1472,""6"":2103,""7"":2734,""8"":2945,""9"":1683,""10"":2103}",1,[5],3,[0],93
30505060,90150501,1,[0],3050506,Molly,"{""1"":2454,""2"":1870,""3"":2688,""4"":2688,""5"":3155,""6"":2337,""7"":1402,""8"":1636,""9"":2804,""10"":2337}",1,[1],3,[104008310],96
30505061,90150506,1,[0],3050506,Arlene,"{""1"":2688,""2"":1870,""3"":2571,""4"":2688,""5"":3038,""6"":2337,""7"":1870,""8"":1169,""9"":2804,""10"":2337}",1,[2],3,[104009310],88
30505062,90150504,1,[0],3050506,Belinda,"{""1"":2337,""2"":2337,""3"":2337,""4"":2337,""5"":2337,""6"":2337,""7"":2337,""8"":2337,""9"":2337,""10"":2337}",20,[3],3,[104010310],86
30505063,90150507,1,[0],3050506,Honey,"{""1"":2103,""2"":2804,""3"":2103,""4"":1986,""5"":1519,""6"":2337,""7"":3038,""8"":3272,""9"":1870,""10"":2337}",8,[4],3,[104011310],80
30505064,90150504,1,[0],3050506,Barnett,"{""1"":2103,""2"":2804,""3"":1986,""4"":1986,""5"":1636,""6"":2337,""7"":3038,""8"":3272,""9"":1870,""10"":2337}",0,[5],3,[104013310],89
30505065,90150503,1,[0],3050506,Julia,"{""1"":2209,""2"":1683,""3"":2419,""4"":2419,""5"":2840,""6"":2103,""7"":1262,""8"":1472,""9"":2524,""10"":2103}",3,[1],3,[0],97
30505066,90150505,1,[0],3050506,Moira,"{""1"":2419,""2"":1683,""3"":2314,""4"":2419,""5"":2734,""6"":2103,""7"":1683,""8"":1052,""9"":2524,""10"":2103}",23,[2],3,[0],86
30505067,90150502,1,[0],3050506,Lucy,"{""1"":2103,""2"":2103,""3"":2103,""4"":2103,""5"":2103,""6"":2103,""7"":2103,""8"":2103,""9"":2103,""10"":2103}",1,[3],3,[0],89
30505068,90150505,1,[0],3050506,Wallis,"{""1"":1893,""2"":2524,""3"":1893,""4"":1787,""5"":1367,""6"":2103,""7"":2734,""8"":2945,""9"":1683,""10"":2103}",33,[4],3,[0],94
30505069,90150507,1,[0],3050506,Octavia,"{""1"":1893,""2"":2524,""3"":1787,""4"":1787,""5"":1472,""6"":2103,""7"":2734,""8"":2945,""9"":1683,""10"":2103}",10,[5],3,[0],93
30505070,90150507,1,[0],3050507,Jeffrey,"{""1"":2454,""2"":1870,""3"":2688,""4"":2688,""5"":3155,""6"":2337,""7"":1402,""8"":1636,""9"":2804,""10"":2337}",39,[1],3,[0],91
30505071,90150506,1,[0],3050507,Bridget,"{""1"":2688,""2"":1870,""3"":2571,""4"":2688,""5"":3038,""6"":2337,""7"":1870,""8"":1169,""9"":2804,""10"":2337}",16,[2],3,[0],80
30505072,90150504,1,[0],3050507,Edith,"{""1"":2337,""2"":2337,""3"":2337,""4"":2337,""5"":2337,""6"":2337,""7"":2337,""8"":2337,""9"":2337,""10"":2337}",33,[3],3,[0],89
30505073,90150503,1,[0],3050507,Levi,"{""1"":2103,""2"":2804,""3"":2103,""4"":1986,""5"":1519,""6"":2337,""7"":3038,""8"":3272,""9"":1870,""10"":2337}",9,[4],3,[0],98
30505074,90150501,1,[0],3050507,Ada,"{""1"":2103,""2"":2804,""3"":1986,""4"":1986,""5"":1636,""6"":2337,""7"":3038,""8"":3272,""9"":1870,""10"":2337}",25,[5],3,[0],87
30505075,90150508,1,[0],3050507,Moore,"{""1"":2209,""2"":1683,""3"":2419,""4"":2419,""5"":2840,""6"":2103,""7"":1262,""8"":1472,""9"":2524,""10"":2103}",1,[1],3,[0],85
30505076,90150506,1,[0],3050507,Madge,"{""1"":2419,""2"":1683,""3"":2314,""4"":2419,""5"":2734,""6"":2103,""7"":1683,""8"":1052,""9"":2524,""10"":2103}",10,[2],3,[0],96
30505077,90150502,1,[0],3050507,Abel,"{""1"":2103,""2"":2103,""3"":2103,""4"":2103,""5"":2103,""6"":2103,""7"":2103,""8"":2103,""9"":2103,""10"":2103}",32,[3],3,[0],84
30505078,90150501,1,[0],3050507,Molly,"{""1"":1893,""2"":2524,""3"":1893,""4"":1787,""5"":1367,""6"":2103,""7"":2734,""8"":2945,""9"":1683,""10"":2103}",24,[4],3,[0],81
30505079,90150505,1,[0],3050507,Novia,"{""1"":1893,""2"":2524,""3"":1787,""4"":1787,""5"":1472,""6"":2103,""7"":2734,""8"":2945,""9"":1683,""10"":2103}",26,[5],3,[0],92
30505080,90150501,1,[0],3050508,Prima,"{""1"":2457,""2"":1872,""3"":2691,""4"":2691,""5"":3159,""6"":2340,""7"":1404,""8"":1638,""9"":2808,""10"":2340}",21,[1],3,[0],80
30505081,90150506,1,[0],3050508,Sherry,"{""1"":2691,""2"":1872,""3"":2574,""4"":2691,""5"":3042,""6"":2340,""7"":1872,""8"":1170,""9"":2808,""10"":2340}",17,[2],3,[0],100
30505082,90150507,1,[0],3050508,Colby,"{""1"":2340,""2"":2340,""3"":2340,""4"":2340,""5"":2340,""6"":2340,""7"":2340,""8"":2340,""9"":2340,""10"":2340}",9,[3],3,[0],88
30505083,90150503,1,[0],3050508,Sibyl,"{""1"":2106,""2"":2808,""3"":2106,""4"":1989,""5"":1521,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",20,[4],3,[0],96
30505084,90150508,1,[0],3050508,Edmund,"{""1"":2106,""2"":2808,""3"":1989,""4"":1989,""5"":1638,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",9,[5],3,[0],94
30505085,90150504,1,[0],3050508,Walker,"{""1"":2211,""2"":1685,""3"":2422,""4"":2422,""5"":2843,""6"":2106,""7"":1264,""8"":1474,""9"":2527,""10"":2106}",10,[1],3,[0],97
30505086,90150502,1,[0],3050508,Lindsay,"{""1"":2422,""2"":1685,""3"":2317,""4"":2422,""5"":2738,""6"":2106,""7"":1685,""8"":1053,""9"":2527,""10"":2106}",7,[2],3,[0],88
30505087,90150503,1,[0],3050508,Carr,"{""1"":2106,""2"":2106,""3"":2106,""4"":2106,""5"":2106,""6"":2106,""7"":2106,""8"":2106,""9"":2106,""10"":2106}",5,[3],3,[0],98
30505088,90150507,1,[0],3050508,Aaron,"{""1"":1895,""2"":2527,""3"":1895,""4"":1790,""5"":1369,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",13,[4],3,[0],87
30505089,90150508,1,[0],3050508,Sampson,"{""1"":1895,""2"":2527,""3"":1790,""4"":1790,""5"":1474,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",3,[5],3,[0],96
30505090,90150505,1,[0],3050509,Shirley,"{""1"":2457,""2"":1872,""3"":2691,""4"":2691,""5"":3159,""6"":2340,""7"":1404,""8"":1638,""9"":2808,""10"":2340}",50,[1],3,[104016110],86
30505091,90150501,1,[0],3050509,Montague,"{""1"":2691,""2"":1872,""3"":2574,""4"":2691,""5"":3042,""6"":2340,""7"":1872,""8"":1170,""9"":2808,""10"":2340}",7,[2],3,[104018110],92
30505092,90150506,1,[0],3050509,Hogan,"{""1"":2340,""2"":2340,""3"":2340,""4"":2340,""5"":2340,""6"":2340,""7"":2340,""8"":2340,""9"":2340,""10"":2340}",3,[3],3,[104020110],95
30505093,90150504,1,[0],3050509,Barnett,"{""1"":2106,""2"":2808,""3"":2106,""4"":1989,""5"":1521,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",55,[4],3,[104022110],82
30505094,90150503,1,[0],3050509,Werner,"{""1"":2106,""2"":2808,""3"":1989,""4"":1989,""5"":1638,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",19,[5],3,[104024110],83
30505095,90150508,1,[0],3050509,Blanche,"{""1"":2211,""2"":1685,""3"":2422,""4"":2422,""5"":2843,""6"":2106,""7"":1264,""8"":1474,""9"":2527,""10"":2106}",23,[1],3,[0],89
30505096,90150506,1,[0],3050509,Louise,"{""1"":2422,""2"":1685,""3"":2317,""4"":2422,""5"":2738,""6"":2106,""7"":1685,""8"":1053,""9"":2527,""10"":2106}",11,[2],3,[0],93
30505097,90150507,1,[0],3050509,Alma,"{""1"":2106,""2"":2106,""3"":2106,""4"":2106,""5"":2106,""6"":2106,""7"":2106,""8"":2106,""9"":2106,""10"":2106}",14,[3],3,[0],98
30505098,90150503,1,[0],3050509,Barret,"{""1"":1895,""2"":2527,""3"":1895,""4"":1790,""5"":1369,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",16,[4],3,[0],80
30505099,90150502,1,[0],3050509,Rosalind,"{""1"":1895,""2"":2527,""3"":1790,""4"":1790,""5"":1474,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",21,[5],3,[0],96
30505100,90150502,1,[0],3050510,Blair,"{""1"":2457,""2"":1872,""3"":2691,""4"":2691,""5"":3159,""6"":2340,""7"":1404,""8"":1638,""9"":2808,""10"":2340}",51,[1],3,[104009210],86
30505101,90150503,1,[0],3050510,Mignon,"{""1"":2691,""2"":1872,""3"":2574,""4"":2691,""5"":3042,""6"":2340,""7"":1872,""8"":1170,""9"":2808,""10"":2340}",5,[2],3,[104017210],97
30505102,90150506,1,[0],3050510,Karen,"{""1"":2340,""2"":2340,""3"":2340,""4"":2340,""5"":2340,""6"":2340,""7"":2340,""8"":2340,""9"":2340,""10"":2340}",7,[3],3,[104019210],93
30505103,90150502,1,[0],3050510,Susie,"{""1"":2106,""2"":2808,""3"":2106,""4"":1989,""5"":1521,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",10,[4],3,[104020310],84
30505104,90150501,1,[0],3050510,Abel,"{""1"":2106,""2"":2808,""3"":1989,""4"":1989,""5"":1638,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",8,[5],3,[104023210],97
30505105,90150508,1,[0],3050510,Byron,"{""1"":2211,""2"":1685,""3"":2422,""4"":2422,""5"":2843,""6"":2106,""7"":1264,""8"":1474,""9"":2527,""10"":2106}",26,[1],3,[0],81
30505106,90150504,1,[0],3050510,David,"{""1"":2422,""2"":1685,""3"":2317,""4"":2422,""5"":2738,""6"":2106,""7"":1685,""8"":1053,""9"":2527,""10"":2106}",3,[2],3,[0],91
30505107,90150503,1,[0],3050510,Hulda,"{""1"":2106,""2"":2106,""3"":2106,""4"":2106,""5"":2106,""6"":2106,""7"":2106,""8"":2106,""9"":2106,""10"":2106}",12,[3],3,[0],99
30505108,90150504,1,[0],3050510,Herbert,"{""1"":1895,""2"":2527,""3"":1895,""4"":1790,""5"":1369,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",11,[4],3,[0],98
30505109,90150507,1,[0],3050510,Rory,"{""1"":1895,""2"":2527,""3"":1790,""4"":1790,""5"":1474,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",11,[5],3,[0],82
30506010,90150604,1,[0],3050601,Sara,"{""1"":2457,""2"":1872,""3"":2691,""4"":2691,""5"":3159,""6"":2340,""7"":1404,""8"":1638,""9"":2808,""10"":2340}",19,[1],3,[0],82
30506011,90150603,1,[0],3050601,Kitty,"{""1"":2691,""2"":1872,""3"":2574,""4"":2691,""5"":3042,""6"":2340,""7"":1872,""8"":1170,""9"":2808,""10"":2340}",1,[2],3,[0],92
30506012,90150607,1,[0],3050601,Coral,"{""1"":2340,""2"":2340,""3"":2340,""4"":2340,""5"":2340,""6"":2340,""7"":2340,""8"":2340,""9"":2340,""10"":2340}",8,[3],3,[0],93
30506013,90150602,1,[0],3050601,Colbert,"{""1"":2106,""2"":2808,""3"":2106,""4"":1989,""5"":1521,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",6,[4],3,[0],88
30506014,90150605,1,[0],3050601,Odelette,"{""1"":2106,""2"":2808,""3"":1989,""4"":1989,""5"":1638,""6"":2340,""7"":3042,""8"":3276,""9"":1872,""10"":2340}",3,[5],3,[0],87
30506015,90150608,1,[0],3050601,Leif,"{""1"":2211,""2"":1685,""3"":2422,""4"":2422,""5"":2843,""6"":2106,""7"":1264,""8"":1474,""9"":2527,""10"":2106}",10,[1],3,[0],97
30506016,90150603,1,[0],3050601,Richard,"{""1"":2422,""2"":1685,""3"":2317,""4"":2422,""5"":2738,""6"":2106,""7"":1685,""8"":1053,""9"":2527,""10"":2106}",25,[2],3,[0],92
30506017,90150604,1,[0],3050601,Ives,"{""1"":2106,""2"":2106,""3"":2106,""4"":2106,""5"":2106,""6"":2106,""7"":2106,""8"":2106,""9"":2106,""10"":2106}",22,[3],3,[0],93
30506018,90150604,1,[0],3050601,Burgess,"{""1"":1895,""2"":2527,""3"":1895,""4"":1790,""5"":1369,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",9,[4],3,[0],97
30506019,90150605,1,[0],3050601,Vita,"{""1"":1895,""2"":2527,""3"":1790,""4"":1790,""5"":1474,""6"":2106,""7"":2738,""8"":2948,""9"":1685,""10"":2106}",2,[5],3,[0],85
30506020,90150608,1,[0],3050602,Antonia,"{""1"":2460,""2"":1874,""3"":2694,""4"":2694,""5"":3163,""6"":2343,""7"":1406,""8"":1640,""9"":2812,""10"":2343}",20,[1],3,[0],83
30506021,90150606,1,[0],3050602,Kennedy,"{""1"":2694,""2"":1874,""3"":2577,""4"":2694,""5"":3046,""6"":2343,""7"":1874,""8"":1172,""9"":2812,""10"":2343}",31,[2],3,[0],95
30506022,90150601,1,[0],3050602,Payne,"{""1"":2343,""2"":2343,""3"":2343,""4"":2343,""5"":2343,""6"":2343,""7"":2343,""8"":2343,""9"":2343,""10"":2343}",1,[3],3,[0],83
30506023,90150603,1,[0],3050602,Enoch,"{""1"":2109,""2"":2812,""3"":2109,""4"":1992,""5"":1523,""6"":2343,""7"":3046,""8"":3280,""9"":1874,""10"":2343}",32,[4],3,[0],87
30506024,90150608,1,[0],3050602,Patrick,"{""1"":2109,""2"":2812,""3"":1992,""4"":1992,""5"":1640,""6"":2343,""7"":3046,""8"":3280,""9"":1874,""10"":2343}",8,[5],3,[0],97
30506025,90150604,1,[0],3050602,Odelette,"{""1"":2214,""2"":1687,""3"":2425,""4"":2425,""5"":2847,""6"":2109,""7"":1265,""8"":1476,""9"":2531,""10"":2109}",17,[1],3,[0],87
30506026,90150607,1,[0],3050602,Rachel,"{""1"":2425,""2"":1687,""3"":2319,""4"":2425,""5"":2741,""6"":2109,""7"":1687,""8"":1055,""9"":2531,""10"":2109}",50,[2],3,[0],92
30506027,90150605,1,[0],3050602,Hunter,"{""1"":2109,""2"":2109,""3"":2109,""4"":2109,""5"":2109,""6"":2109,""7"":2109,""8"":2109,""9"":2109,""10"":2109}",14,[3],3,[0],90
30506028,90150601,1,[0],3050602,Derrick,"{""1"":1898,""2"":2531,""3"":1898,""4"":1793,""5"":1371,""6"":2109,""7"":2741,""8"":2952,""9"":1687,""10"":2109}",15,[4],3,[0],80
30506029,90150608,1,[0],3050602,Truda,"{""1"":1898,""2"":2531,""3"":1793,""4"":1793,""5"":1476,""6"":2109,""7"":2741,""8"":2952,""9"":1687,""10"":2109}",13,[5],3,[0],96
30506030,90150605,1,[0],3050603,Mona,"{""1"":2460,""2"":1874,""3"":2694,""4"":2694,""5"":3163,""6"":2343,""7"":1406,""8"":1640,""9"":2812,""10"":2343}",12,[1],3,[104012310],81
30506031,90150608,1,[0],3050603,Corey,"{""1"":2694,""2"":1874,""3"":2577,""4"":2694,""5"":3046,""6"":2343,""7"":1874,""8"":1172,""9"":2812,""10"":2343}",9,[2],3,[104014310],87
30506032,90150607,1,[0],3050603,Taylor,"{""1"":2343,""2"":2343,""3"":2343,""4"":2343,""5"":2343,""6"":2343,""7"":2343,""8"":2343,""9"":2343,""10"":2343}",0,[3],3,[104015210],95
30506033,90150605,1,[0],3050603,Max,"{""1"":2109,""2"":2812,""3"":2109,""4"":1992,""5"":1523,""6"":2343,""7"":3046,""8"":3280,""9"":1874,""10"":2343}",0,[4],3,[104016310],80
30506034,90150601,1,[0],3050603,Eric,"{""1"":2109,""2"":2812,""3"":1992,""4"":1992,""5"":1640,""6"":2343,""7"":3046,""8"":3280,""9"":1874,""10"":2343}",14,[5],3,[104017310],95
30506035,90150602,1,[0],3050603,Penelope,"{""1"":2214,""2"":1687,""3"":2425,""4"":2425,""5"":2847,""6"":2109,""7"":1265,""8"":1476,""9"":2531,""10"":2109}",5,[1],3,[0],83
30506036,90150606,1,[0],3050603,Troy,"{""1"":2425,""2"":1687,""3"":2319,""4"":2425,""5"":2741,""6"":2109,""7"":1687,""8"":1055,""9"":2531,""10"":2109}",15,[2],3,[0],98
30506037,90150604,1,[0],3050603,Nora,"{""1"":2109,""2"":2109,""3"":2109,""4"":2109,""5"":2109,""6"":2109,""7"":2109,""8"":2109,""9"":2109,""10"":2109}",32,[3],3,[0],92
30506038,90150605,1,[0],3050603,Jonathan,"{""1"":1898,""2"":2531,""3"":1898,""4"":1793,""5"":1371,""6"":2109,""7"":2741,""8"":2952,""9"":1687,""10"":2109}",43,[4],3,[0],92
30506039,90150601,1,[0],3050603,Ian,"{""1"":1898,""2"":2531,""3"":1793,""4"":1793,""5"":1476,""6"":2109,""7"":2741,""8"":2952,""9"":1687,""10"":2109}",0,[5],3,[0],89
30506040,90150602,1,[0],3050604,Olga,"{""1"":2460,""2"":1874,""3"":2694,""4"":2694,""5"":3163,""6"":2343,""7"":1406,""8"":1640,""9"":2812,""10"":2343}",10,[1],3,[0],83
30506041,90150601,1,[0],3050604,Corey,"{""1"":2694,""2"":1874,""3"":2577,""4"":2694,""5"":3046,""6"":2343,""7"":1874,""8"":1172,""9"":2812,""10"":2343}",12,[2],3,[0],96
30506042,90150605,1,[0],3050604,Anastasia,"{""1"":2343,""2"":2343,""3"":2343,""4"":2343,""5"":2343,""6"":2343,""7"":2343,""8"":2343,""9"":2343,""10"":2343}",27,[3],3,[0],99
30506043,90150604,1,[0],3050604,Sabrina,"{""1"":2109,""2"":2812,""3"":2109,""4"":1992,""5"":1523,""6"":2343,""7"":3046,""8"":3280,""9"":1874,""10"":2343}",3,[4],3,[0],99
30506044,90150608,1,[0],3050604,Scott,"{""1"":2109,""2"":2812,""3"":1992,""4"":1992,""5"":1640,""6"":2343,""7"":3046,""8"":3280,""9"":1874,""10"":2343}",33,[5],3,[0],100
30506045,90150607,1,[0],3050604,Deborah,"{""1"":2214,""2"":1687,""3"":2425,""4"":2425,""5"":2847,""6"":2109,""7"":1265,""8"":1476,""9"":2531,""10"":2109}",1,[1],3,[0],80
30506046,90150601,1,[0],3050604,Judith,"{""1"":2425,""2"":1687,""3"":2319,""4"":2425,""5"":2741,""6"":2109,""7"":1687,""8"":1055,""9"":2531,""10"":2109}",27,[2],3,[0],92
30506047,90150604,1,[0],3050604,Gemma,"{""1"":2109,""2"":2109,""3"":2109,""4"":2109,""5"":2109,""6"":2109,""7"":2109,""8"":2109,""9"":2109,""10"":2109}",12,[3],3,[0],100
30506048,90150605,1,[0],3050604,Rodney,"{""1"":1898,""2"":2531,""3"":1898,""4"":1793,""5"":1371,""6"":2109,""7"":2741,""8"":2952,""9"":1687,""10"":2109}",8,[4],3,[0],95
30506049,90150607,1,[0],3050604,Giles,"{""1"":1898,""2"":2531,""3"":1793,""4"":1793,""5"":1476,""6"":2109,""7"":2741,""8"":2952,""9"":1687,""10"":2109}",7,[5],3,[0],91
30506050,90150607,1,[0],3050605,Lewis,"{""1"":2463,""2"":1877,""3"":2698,""4"":2698,""5"":3167,""6"":2346,""7"":1408,""8"":1642,""9"":2815,""10"":2346}",24,[1],3,[0],88
30506051,90150605,1,[0],3050605,Bard,"{""1"":2698,""2"":1877,""3"":2581,""4"":2698,""5"":3050,""6"":2346,""7"":1877,""8"":1173,""9"":2815,""10"":2346}",3,[2],3,[0],97
30506052,90150603,1,[0],3050605,Buck,"{""1"":2346,""2"":2346,""3"":2346,""4"":2346,""5"":2346,""6"":2346,""7"":2346,""8"":2346,""9"":2346,""10"":2346}",1,[3],3,[0],100
30506053,90150604,1,[0],3050605,Barbara,"{""1"":2111,""2"":2815,""3"":2111,""4"":1994,""5"":1525,""6"":2346,""7"":3050,""8"":3284,""9"":1877,""10"":2346}",7,[4],3,[0],89
30506054,90150606,1,[0],3050605,Joy,"{""1"":2111,""2"":2815,""3"":1994,""4"":1994,""5"":1642,""6"":2346,""7"":3050,""8"":3284,""9"":1877,""10"":2346}",12,[5],3,[0],85
30506055,90150603,1,[0],3050605,Roberta,"{""1"":2217,""2"":1689,""3"":2428,""4"":2428,""5"":2850,""6"":2111,""7"":1267,""8"":1478,""9"":2534,""10"":2111}",0,[1],3,[0],99
30506056,90150608,1,[0],3050605,Cash,"{""1"":2428,""2"":1689,""3"":2323,""4"":2428,""5"":2745,""6"":2111,""7"":1689,""8"":1056,""9"":2534,""10"":2111}",1,[2],3,[0],100
30506057,90150602,1,[0],3050605,Merlin,"{""1"":2111,""2"":2111,""3"":2111,""4"":2111,""5"":2111,""6"":2111,""7"":2111,""8"":2111,""9"":2111,""10"":2111}",33,[3],3,[0],89
30506058,90150601,1,[0],3050605,Lillian,"{""1"":1900,""2"":2534,""3"":1900,""4"":1795,""5"":1373,""6"":2111,""7"":2745,""8"":2956,""9"":1689,""10"":2111}",23,[4],3,[0],91
30506059,90150601,1,[0],3050605,Tony,"{""1"":1900,""2"":2534,""3"":1795,""4"":1795,""5"":1478,""6"":2111,""7"":2745,""8"":2956,""9"":1689,""10"":2111}",10,[5],3,[0],96
30506060,90150601,1,[0],3050606,Payne,"{""1"":2463,""2"":1877,""3"":2698,""4"":2698,""5"":3167,""6"":2346,""7"":1408,""8"":1642,""9"":2815,""10"":2346}",3,[1],3,[104015310],99
30506061,90150606,1,[0],3050606,Barry,"{""1"":2698,""2"":1877,""3"":2581,""4"":2698,""5"":3050,""6"":2346,""7"":1877,""8"":1173,""9"":2815,""10"":2346}",39,[2],3,[104019310],82
30506062,90150604,1,[0],3050606,Clare,"{""1"":2346,""2"":2346,""3"":2346,""4"":2346,""5"":2346,""6"":2346,""7"":2346,""8"":2346,""9"":2346,""10"":2346}",16,[3],3,[104021310],80
30506063,90150607,1,[0],3050606,Scott,"{""1"":2111,""2"":2815,""3"":2111,""4"":1994,""5"":1525,""6"":2346,""7"":3050,""8"":3284,""9"":1877,""10"":2346}",21,[4],3,[104022310],93
30506064,90150607,1,[0],3050606,Andy,"{""1"":2111,""2"":2815,""3"":1994,""4"":1994,""5"":1642,""6"":2346,""7"":3050,""8"":3284,""9"":1877,""10"":2346}",17,[5],3,[104025310],82
30506065,90150603,1,[0],3050606,Xenia,"{""1"":2217,""2"":1689,""3"":2428,""4"":2428,""5"":2850,""6"":2111,""7"":1267,""8"":1478,""9"":2534,""10"":2111}",25,[1],3,[0],98
