Id,Part,Position,Level,Cost,Ability,CardLevel
301030,3,1,30,2:600604:210,"{""2"":432,""7"":540}",115
301031,3,1,31,2:600604:217,"{""2"":446,""7"":558}",119
301032,3,1,32,2:600604:224,"{""2"":461,""7"":576}",123
301033,3,1,33,2:600604:231,"{""2"":475,""7"":594}",127
301034,3,1,34,2:600604:238,"{""2"":490,""7"":612}",131
301035,3,1,35,2:600604:245,"{""2"":504,""7"":630}",135
301036,3,1,36,2:600604:252,"{""2"":518,""7"":648}",139
302001,3,2,1,2:600105:4,"{""2"":14,""7"":18}",0
302002,3,2,2,2:600105:8,"{""2"":29,""7"":36}",0
302003,3,2,3,2:600105:12,"{""2"":43,""7"":54}",6
302004,3,2,4,2:600206:16,"{""2"":58,""7"":72}",10
302005,3,2,5,2:600206:20,"{""2"":72,""7"":90}",14
302006,3,2,6,2:600206:24,"{""2"":86,""7"":108}",18
302007,3,2,7,2:600206:28,"{""2"":101,""7"":126}",22
302008,3,2,8,2:600306:32,"{""2"":115,""7"":144}",26
302009,3,2,9,2:600306:36,"{""2"":130,""7"":162}",30
302010,3,2,10,2:600306:40,"{""2"":144,""7"":180}",34
302011,3,2,11,2:600306:44,"{""2"":158,""7"":198}",38
302012,3,2,12,2:600306:48,"{""2"":173,""7"":216}",42
302013,3,2,13,2:600406:52,"{""2"":187,""7"":234}",46
302014,3,2,14,2:600406:56,"{""2"":202,""7"":252}",50
302015,3,2,15,2:600406:60,"{""2"":216,""7"":270}",54
302016,3,2,16,2:600406:64,"{""2"":230,""7"":288}",58
302017,3,2,17,2:600406:68,"{""2"":245,""7"":306}",62
302018,3,2,18,2:600406:72,"{""2"":259,""7"":324}",66
302019,3,2,19,2:600406:76,"{""2"":274,""7"":342}",70
302020,3,2,20,2:600506:80,"{""2"":288,""7"":360}",74
302021,3,2,21,2:600506:84,"{""2"":302,""7"":378}",78
302022,3,2,22,2:600506:88,"{""2"":317,""7"":396}",82
302023,3,2,23,2:600506:92,"{""2"":331,""7"":414}",86
302024,3,2,24,2:600506:96,"{""2"":346,""7"":432}",90
302025,3,2,25,2:600506:100,"{""2"":360,""7"":450}",94
302026,3,2,26,2:600506:104,"{""2"":374,""7"":468}",98
302027,3,2,27,2:600506:108,"{""2"":389,""7"":486}",102
302028,3,2,28,2:600606:112,"{""2"":403,""7"":504}",106
302029,3,2,29,2:600606:116,"{""2"":418,""7"":522}",110
302030,3,2,30,2:600606:120,"{""2"":432,""7"":540}",114
302031,3,2,31,2:600606:124,"{""2"":446,""7"":558}",118
302032,3,2,32,2:600606:128,"{""2"":461,""7"":576}",122
302033,3,2,33,2:600606:132,"{""2"":475,""7"":594}",126
302034,3,2,34,2:600606:136,"{""2"":490,""7"":612}",130
302035,3,2,35,2:600606:140,"{""2"":504,""7"":630}",134
302036,3,2,36,2:600606:144,"{""2"":518,""7"":648}",138
303001,3,3,1,2:600106:5,"{""2"":18,""7"":18}",0
303002,3,3,2,2:600106:10,"{""2"":36,""7"":36}",0
303003,3,3,3,2:600106:15,"{""2"":54,""7"":54}",5
303004,3,3,4,2:600208:20,"{""2"":72,""7"":72}",9
303005,3,3,5,2:600208:25,"{""2"":90,""7"":90}",13
303006,3,3,6,2:600208:30,"{""2"":108,""7"":108}",17
303007,3,3,7,2:600208:35,"{""2"":126,""7"":126}",21
303008,3,3,8,2:600308:40,"{""2"":144,""7"":144}",25
303009,3,3,9,2:600308:45,"{""2"":162,""7"":162}",29
303010,3,3,10,2:600308:50,"{""2"":180,""7"":180}",33
303011,3,3,11,2:600308:55,"{""2"":198,""7"":198}",37
303012,3,3,12,2:600308:60,"{""2"":216,""7"":216}",41
303013,3,3,13,2:600408:65,"{""2"":234,""7"":234}",45
303014,3,3,14,2:600408:70,"{""2"":252,""7"":252}",49
303015,3,3,15,2:600408:75,"{""2"":270,""7"":270}",53
303016,3,3,16,2:600408:80,"{""2"":288,""7"":288}",57
303017,3,3,17,2:600408:85,"{""2"":306,""7"":306}",61
303018,3,3,18,2:600408:90,"{""2"":324,""7"":324}",65
303019,3,3,19,2:600408:95,"{""2"":342,""7"":342}",69
303020,3,3,20,2:600508:100,"{""2"":360,""7"":360}",73
303021,3,3,21,2:600508:105,"{""2"":378,""7"":378}",77
303022,3,3,22,2:600508:110,"{""2"":396,""7"":396}",81
303023,3,3,23,2:600508:115,"{""2"":414,""7"":414}",85
303024,3,3,24,2:600508:120,"{""2"":432,""7"":432}",89
303025,3,3,25,2:600508:125,"{""2"":450,""7"":450}",93
303026,3,3,26,2:600508:130,"{""2"":468,""7"":468}",97
303027,3,3,27,2:600508:135,"{""2"":486,""7"":486}",101
303028,3,3,28,2:600608:140,"{""2"":504,""7"":504}",105
303029,3,3,29,2:600608:145,"{""2"":522,""7"":522}",109
303030,3,3,30,2:600608:150,"{""2"":540,""7"":540}",113
303031,3,3,31,2:600608:155,"{""2"":558,""7"":558}",117
303032,3,3,32,2:600608:160,"{""2"":576,""7"":576}",121
303033,3,3,33,2:600608:165,"{""2"":594,""7"":594}",125
303034,3,3,34,2:600608:170,"{""2"":612,""7"":612}",129
303035,3,3,35,2:600608:175,"{""2"":630,""7"":630}",133
303036,3,3,36,2:600608:180,"{""2"":648,""7"":648}",137
304001,3,4,1,2:600101:3,"{""2"":22,""7"":18}",0
304002,3,4,2,2:600101:6,"{""2"":43,""7"":36}",0
304003,3,4,3,2:600101:9,"{""2"":65,""7"":54}",8
304004,3,4,4,2:600210:12,"{""2"":86,""7"":72}",12
304005,3,4,5,2:600210:15,"{""2"":108,""7"":90}",16
304006,3,4,6,2:600210:18,"{""2"":130,""7"":108}",20
304007,3,4,7,2:600210:21,"{""2"":151,""7"":126}",24
304008,3,4,8,2:600310:24,"{""2"":173,""7"":144}",28
304009,3,4,9,2:600310:27,"{""2"":194,""7"":162}",32
304010,3,4,10,2:600310:30,"{""2"":216,""7"":180}",36
304011,3,4,11,2:600310:33,"{""2"":238,""7"":198}",40
304012,3,4,12,2:600310:36,"{""2"":259,""7"":216}",44
304013,3,4,13,2:600410:39,"{""2"":281,""7"":234}",48
304014,3,4,14,2:600410:42,"{""2"":302,""7"":252}",52
304015,3,4,15,2:600410:45,"{""2"":324,""7"":270}",56
304016,3,4,16,2:600410:48,"{""2"":346,""7"":288}",60
304017,3,4,17,2:600410:51,"{""2"":367,""7"":306}",64
304018,3,4,18,2:600410:54,"{""2"":389,""7"":324}",68
304019,3,4,19,2:600410:57,"{""2"":410,""7"":342}",72
304020,3,4,20,2:600510:60,"{""2"":432,""7"":360}",76
304021,3,4,21,2:600510:63,"{""2"":454,""7"":378}",80
304022,3,4,22,2:600510:66,"{""2"":475,""7"":396}",84
304023,3,4,23,2:600510:69,"{""2"":497,""7"":414}",88
304024,3,4,24,2:600510:72,"{""2"":518,""7"":432}",92
304025,3,4,25,2:600510:75,"{""2"":540,""7"":450}",96
304026,3,4,26,2:600510:78,"{""2"":562,""7"":468}",100
304027,3,4,27,2:600510:81,"{""2"":583,""7"":486}",104
304028,3,4,28,2:600610:84,"{""2"":605,""7"":504}",108
304029,3,4,29,2:600610:87,"{""2"":626,""7"":522}",112
304030,3,4,30,2:600610:90,"{""2"":648,""7"":540}",116
304031,3,4,31,2:600610:93,"{""2"":670,""7"":558}",120
304032,3,4,32,2:600610:96,"{""2"":691,""7"":576}",124
304033,3,4,33,2:600610:99,"{""2"":713,""7"":594}",128
304034,3,4,34,2:600610:102,"{""2"":734,""7"":612}",132
304035,3,4,35,2:600610:105,"{""2"":756,""7"":630}",136
304036,3,4,36,2:600610:108,"{""2"":778,""7"":648}",140
305001,3,5,1,2:600102:6,"{""2"":22,""7"":18}",0
305002,3,5,2,2:600102:12,"{""2"":43,""7"":36}",0
305003,3,5,3,2:600102:18,"{""2"":65,""7"":54}",9
305004,3,5,4,2:600202:24,"{""2"":86,""7"":72}",13
305005,3,5,5,2:600202:30,"{""2"":108,""7"":90}",17
305006,3,5,6,2:600202:36,"{""2"":130,""7"":108}",21
305007,3,5,7,2:600202:42,"{""2"":151,""7"":126}",25
305008,3,5,8,2:600302:48,"{""2"":173,""7"":144}",29
305009,3,5,9,2:600302:54,"{""2"":194,""7"":162}",33
305010,3,5,10,2:600302:60,"{""2"":216,""7"":180}",37
305011,3,5,11,2:600302:66,"{""2"":238,""7"":198}",41
305012,3,5,12,2:600302:72,"{""2"":259,""7"":216}",45
305013,3,5,13,2:600402:78,"{""2"":281,""7"":234}",49
305014,3,5,14,2:600402:84,"{""2"":302,""7"":252}",53
305015,3,5,15,2:600402:90,"{""2"":324,""7"":270}",57
305016,3,5,16,2:600402:96,"{""2"":346,""7"":288}",61
305017,3,5,17,2:600402:102,"{""2"":367,""7"":306}",65
305018,3,5,18,2:600402:108,"{""2"":389,""7"":324}",69
305019,3,5,19,2:600402:114,"{""2"":410,""7"":342}",73
305020,3,5,20,2:600502:120,"{""2"":432,""7"":360}",77
305021,3,5,21,2:600502:126,"{""2"":454,""7"":378}",81
305022,3,5,22,2:600502:132,"{""2"":475,""7"":396}",85
305023,3,5,23,2:600502:138,"{""2"":497,""7"":414}",89
305024,3,5,24,2:600502:144,"{""2"":518,""7"":432}",93
305025,3,5,25,2:600502:150,"{""2"":540,""7"":450}",97
305026,3,5,26,2:600502:156,"{""2"":562,""7"":468}",101
305027,3,5,27,2:600502:162,"{""2"":583,""7"":486}",105
305028,3,5,28,2:600602:168,"{""2"":605,""7"":504}",109
305029,3,5,29,2:600602:174,"{""2"":626,""7"":522}",113
305030,3,5,30,2:600602:180,"{""2"":648,""7"":540}",117
305031,3,5,31,2:600602:186,"{""2"":670,""7"":558}",121
305032,3,5,32,2:600602:192,"{""2"":691,""7"":576}",125
305033,3,5,33,2:600602:198,"{""2"":713,""7"":594}",129
305034,3,5,34,2:600602:204,"{""2"":734,""7"":612}",133
305035,3,5,35,2:600602:210,"{""2"":756,""7"":630}",137
305036,3,5,36,2:600602:216,"{""2"":778,""7"":648}",141
401001,4,1,1,2:600103:6,"{""4"":21,""9"":22,""10"":18}",0
401002,4,1,2,2:600103:12,"{""4"":36,""9"":43,""10"":36}",0
401003,4,1,3,2:600103:18,"{""4"":54,""9"":65,""10"":54}",8
401004,4,1,4,2:600203:24,"{""4"":72,""9"":86,""10"":72}",12
401005,4,1,5,2:600203:30,"{""4"":90,""9"":108,""10"":90}",16
401006,4,1,6,2:600203:36,"{""4"":108,""9"":130,""10"":108}",20
401007,4,1,7,2:600203:42,"{""4"":126,""9"":151,""10"":126}",24
401008,4,1,8,2:600303:48,"{""4"":144,""9"":173,""10"":144}",28
401009,4,1,9,2:600303:54,"{""4"":162,""9"":194,""10"":162}",32
401010,4,1,10,2:600303:60,"{""4"":180,""9"":216,""10"":180}",36
401011,4,1,11,2:600303:66,"{""4"":198,""9"":238,""10"":198}",40
401012,4,1,12,2:600303:72,"{""4"":216,""9"":259,""10"":216}",44
401013,4,1,13,2:600403:78,"{""4"":234,""9"":281,""10"":234}",48
401014,4,1,14,2:600403:84,"{""4"":252,""9"":302,""10"":252}",52
401015,4,1,15,2:600403:90,"{""4"":270,""9"":324,""10"":270}",56
401016,4,1,16,2:600403:96,"{""4"":288,""9"":346,""10"":288}",60
401017,4,1,17,2:600403:102,"{""4"":306,""9"":367,""10"":306}",64
401018,4,1,18,2:600403:108,"{""4"":324,""9"":389,""10"":324}",68
401019,4,1,19,2:600403:114,"{""4"":342,""9"":410,""10"":342}",72
401020,4,1,20,2:600503:120,"{""4"":360,""9"":432,""10"":360}",76
401021,4,1,21,2:600503:126,"{""4"":378,""9"":454,""10"":378}",80
401022,4,1,22,2:600503:132,"{""4"":396,""9"":475,""10"":396}",84
401023,4,1,23,2:600503:138,"{""4"":414,""9"":497,""10"":414}",88
401024,4,1,24,2:600503:144,"{""4"":432,""9"":518,""10"":432}",92
401025,4,1,25,2:600503:150,"{""4"":450,""9"":540,""10"":450}",96
401026,4,1,26,2:600503:156,"{""4"":468,""9"":562,""10"":468}",100
401027,4,1,27,2:600503:162,"{""4"":486,""9"":583,""10"":486}",104
401028,4,1,28,2:600603:168,"{""4"":504,""9"":605,""10"":504}",108
401029,4,1,29,2:600603:174,"{""4"":522,""9"":626,""10"":522}",112
401030,4,1,30,2:600603:180,"{""4"":540,""9"":648,""10"":540}",116
401031,4,1,31,2:600603:186,"{""4"":558,""9"":670,""10"":558}",120
401032,4,1,32,2:600603:192,"{""4"":576,""9"":691,""10"":576}",124
401033,4,1,33,2:600603:198,"{""4"":594,""9"":713,""10"":594}",128
401034,4,1,34,2:600603:204,"{""4"":612,""9"":734,""10"":612}",132
401035,4,1,35,2:600603:210,"{""4"":630,""9"":756,""10"":630}",136
401036,4,1,36,2:600603:216,"{""4"":648,""9"":778,""10"":648}",140
402001,4,2,1,2:600104:7,"{""4"":18,""9"":22,""10"":18}",0
402002,4,2,2,2:600104:14,"{""4"":36,""9"":43,""10"":36}",0
402003,4,2,3,2:600104:21,"{""4"":54,""9"":65,""10"":54}",7
402004,4,2,4,2:600205:28,"{""4"":72,""9"":86,""10"":72}",11
402005,4,2,5,2:600205:35,"{""4"":90,""9"":108,""10"":90}",15
402006,4,2,6,2:600205:42,"{""4"":108,""9"":130,""10"":108}",19
402007,4,2,7,2:600205:49,"{""4"":126,""9"":151,""10"":126}",23
402008,4,2,8,2:600305:56,"{""4"":144,""9"":173,""10"":144}",27
402009,4,2,9,2:600305:63,"{""4"":162,""9"":194,""10"":162}",31
402010,4,2,10,2:600305:70,"{""4"":180,""9"":216,""10"":180}",35
402011,4,2,11,2:600305:77,"{""4"":198,""9"":238,""10"":198}",39
402012,4,2,12,2:600305:84,"{""4"":216,""9"":259,""10"":216}",43
402013,4,2,13,2:600405:91,"{""4"":234,""9"":281,""10"":234}",47
402014,4,2,14,2:600405:98,"{""4"":252,""9"":302,""10"":252}",51
402015,4,2,15,2:600405:105,"{""4"":270,""9"":324,""10"":270}",55
402016,4,2,16,2:600405:112,"{""4"":288,""9"":346,""10"":288}",59
402017,4,2,17,2:600405:119,"{""4"":306,""9"":367,""10"":306}",63
402018,4,2,18,2:600405:126,"{""4"":324,""9"":389,""10"":324}",67
402019,4,2,19,2:600405:133,"{""4"":342,""9"":410,""10"":342}",71
402020,4,2,20,2:600505:140,"{""4"":360,""9"":432,""10"":360}",75
402021,4,2,21,2:600505:147,"{""4"":378,""9"":454,""10"":378}",79
402022,4,2,22,2:600505:154,"{""4"":396,""9"":475,""10"":396}",83
402023,4,2,23,2:600505:161,"{""4"":414,""9"":497,""10"":414}",87
402024,4,2,24,2:600505:168,"{""4"":432,""9"":518,""10"":432}",91
402025,4,2,25,2:600505:175,"{""4"":450,""9"":540,""10"":450}",95
402026,4,2,26,2:600505:182,"{""4"":468,""9"":562,""10"":468}",99
402027,4,2,27,2:600505:189,"{""4"":486,""9"":583,""10"":486}",103
402028,4,2,28,2:600605:196,"{""4"":504,""9"":605,""10"":504}",107
402029,4,2,29,2:600605:203,"{""4"":522,""9"":626,""10"":522}",111
402030,4,2,30,2:600605:210,"{""4"":540,""9"":648,""10"":540}",115
402031,4,2,31,2:600605:217,"{""4"":558,""9"":670,""10"":558}",119
402032,4,2,32,2:600605:224,"{""4"":576,""9"":691,""10"":576}",123
402033,4,2,33,2:600605:231,"{""4"":594,""9"":713,""10"":594}",127
402034,4,2,34,2:600605:238,"{""4"":612,""9"":734,""10"":612}",131
402035,4,2,35,2:600605:245,"{""4"":630,""9"":756,""10"":630}",135
402036,4,2,36,2:600605:252,"{""4"":648,""9"":778,""10"":648}",139
403001,4,3,1,2:600105:5,"{""4"":18,""9"":18,""10"":18}",0
403002,4,3,2,2:600105:10,"{""4"":36,""9"":36,""10"":36}",0
403003,4,3,3,2:600105:15,"{""4"":54,""9"":54,""10"":54}",6
403004,4,3,4,2:600207:20,"{""4"":72,""9"":72,""10"":72}",10
403005,4,3,5,2:600207:25,"{""4"":90,""9"":90,""10"":90}",14
403006,4,3,6,2:600207:30,"{""4"":108,""9"":108,""10"":108}",18
403007,4,3,7,2:600207:35,"{""4"":126,""9"":126,""10"":126}",22
403008,4,3,8,2:600307:40,"{""4"":144,""9"":144,""10"":144}",26
403009,4,3,9,2:600307:45,"{""4"":162,""9"":162,""10"":162}",30
403010,4,3,10,2:600307:50,"{""4"":180,""9"":180,""10"":180}",34
403011,4,3,11,2:600307:55,"{""4"":198,""9"":198,""10"":198}",38
403012,4,3,12,2:600307:60,"{""4"":216,""9"":216,""10"":216}",42
403013,4,3,13,2:600407:65,"{""4"":234,""9"":234,""10"":234}",46
403014,4,3,14,2:600407:70,"{""4"":252,""9"":252,""10"":252}",50
403015,4,3,15,2:600407:75,"{""4"":270,""9"":270,""10"":270}",54
403016,4,3,16,2:600407:80,"{""4"":288,""9"":288,""10"":288}",58
403017,4,3,17,2:600407:85,"{""4"":306,""9"":306,""10"":306}",62
403018,4,3,18,2:600407:90,"{""4"":324,""9"":324,""10"":324}",66
403019,4,3,19,2:600407:95,"{""4"":342,""9"":342,""10"":342}",70
403020,4,3,20,2:600507:100,"{""4"":360,""9"":360,""10"":360}",74
403021,4,3,21,2:600507:105,"{""4"":378,""9"":378,""10"":378}",78
403022,4,3,22,2:600507:110,"{""4"":396,""9"":396,""10"":396}",82
403023,4,3,23,2:600507:115,"{""4"":414,""9"":414,""10"":414}",86
403024,4,3,24,2:600507:120,"{""4"":432,""9"":432,""10"":432}",90
403025,4,3,25,2:600507:125,"{""4"":450,""9"":450,""10"":450}",94
403026,4,3,26,2:600507:130,"{""4"":468,""9"":468,""10"":468}",98
403027,4,3,27,2:600507:135,"{""4"":486,""9"":486,""10"":486}",102
403028,4,3,28,2:600607:140,"{""4"":504,""9"":504,""10"":504}",106
403029,4,3,29,2:600607:145,"{""4"":522,""9"":522,""10"":522}",110
403030,4,3,30,2:600607:150,"{""4"":540,""9"":540,""10"":540}",114
403031,4,3,31,2:600607:155,"{""4"":558,""9"":558,""10"":558}",118
403032,4,3,32,2:600607:160,"{""4"":576,""9"":576,""10"":576}",122
403033,4,3,33,2:600607:165,"{""4"":594,""9"":594,""10"":594}",126
403034,4,3,34,2:600607:170,"{""4"":612,""9"":612,""10"":612}",130
403035,4,3,35,2:600607:175,"{""4"":630,""9"":630,""10"":630}",134
403036,4,3,36,2:600607:180,"{""4"":648,""9"":648,""10"":648}",138
404001,4,4,1,2:600106:4,"{""4"":18,""9"":14,""10"":18}",0
404002,4,4,2,2:600106:8,"{""4"":36,""9"":29,""10"":36}",0
404003,4,4,3,2:600106:12,"{""4"":54,""9"":43,""10"":54}",9
404004,4,4,4,2:600209:16,"{""4"":72,""9"":58,""10"":72}",13
404005,4,4,5,2:600209:20,"{""4"":90,""9"":72,""10"":90}",17
404006,4,4,6,2:600209:24,"{""4"":108,""9"":86,""10"":108}",21
404007,4,4,7,2:600209:28,"{""4"":126,""9"":101,""10"":126}",25
404008,4,4,8,2:600309:32,"{""4"":144,""9"":115,""10"":144}",29
404009,4,4,9,2:600309:36,"{""4"":162,""9"":130,""10"":162}",33
404010,4,4,10,2:600309:40,"{""4"":180,""9"":144,""10"":180}",37
404011,4,4,11,2:600309:44,"{""4"":198,""9"":158,""10"":198}",41
404012,4,4,12,2:600309:48,"{""4"":216,""9"":173,""10"":216}",45
404013,4,4,13,2:600409:52,"{""4"":234,""9"":187,""10"":234}",49
404014,4,4,14,2:600409:56,"{""4"":252,""9"":202,""10"":252}",53
404015,4,4,15,2:600409:60,"{""4"":270,""9"":216,""10"":270}",57
404016,4,4,16,2:600409:64,"{""4"":288,""9"":230,""10"":288}",61
404017,4,4,17,2:600409:68,"{""4"":306,""9"":245,""10"":306}",65
404018,4,4,18,2:600409:72,"{""4"":324,""9"":259,""10"":324}",69
404019,4,4,19,2:600409:76,"{""4"":342,""9"":274,""10"":342}",73
404020,4,4,20,2:600509:80,"{""4"":360,""9"":288,""10"":360}",77
404021,4,4,21,2:600509:84,"{""4"":378,""9"":302,""10"":378}",81
404022,4,4,22,2:600509:88,"{""4"":396,""9"":317,""10"":396}",85
404023,4,4,23,2:600509:92,"{""4"":414,""9"":331,""10"":414}",89
404024,4,4,24,2:600509:96,"{""4"":432,""9"":346,""10"":432}",93
404025,4,4,25,2:600509:100,"{""4"":450,""9"":360,""10"":450}",97
404026,4,4,26,2:600509:104,"{""4"":468,""9"":374,""10"":468}",101
404027,4,4,27,2:600509:108,"{""4"":486,""9"":389,""10"":486}",105
404028,4,4,28,2:600609:112,"{""4"":504,""9"":403,""10"":504}",109
404029,4,4,29,2:600609:116,"{""4"":522,""9"":418,""10"":522}",113
404030,4,4,30,2:600609:120,"{""4"":540,""9"":432,""10"":540}",117
404031,4,4,31,2:600609:124,"{""4"":558,""9"":446,""10"":558}",121
404032,4,4,32,2:600609:128,"{""4"":576,""9"":461,""10"":576}",125
404033,4,4,33,2:600609:132,"{""4"":594,""9"":475,""10"":594}",129
404034,4,4,34,2:600609:136,"{""4"":612,""9"":490,""10"":612}",133
404035,4,4,35,2:600609:140,"{""4"":630,""9"":504,""10"":630}",137
404036,4,4,36,2:600609:144,"{""4"":648,""9"":518,""10"":648}",141
405001,4,5,1,2:600101:3,"{""4"":18,""9"":14,""10"":18}",0
405002,4,5,2,2:600101:6,"{""4"":36,""9"":29,""10"":36}",0
405003,4,5,3,2:600101:9,"{""4"":54,""9"":43,""10"":54}",10
405004,4,5,4,2:600201:12,"{""4"":72,""9"":58,""10"":72}",14
405005,4,5,5,2:600201:15,"{""4"":90,""9"":72,""10"":90}",18
405006,4,5,6,2:600201:18,"{""4"":108,""9"":86,""10"":108}",22
405007,4,5,7,2:600201:21,"{""4"":126,""9"":101,""10"":126}",26
405008,4,5,8,2:600301:24,"{""4"":144,""9"":115,""10"":144}",30
405009,4,5,9,2:600301:27,"{""4"":162,""9"":130,""10"":162}",34
405010,4,5,10,2:600301:30,"{""4"":180,""9"":144,""10"":180}",38
405011,4,5,11,2:600301:33,"{""4"":198,""9"":158,""10"":198}",42
405012,4,5,12,2:600301:36,"{""4"":216,""9"":173,""10"":216}",46
405013,4,5,13,2:600401:39,"{""4"":234,""9"":187,""10"":234}",50
405014,4,5,14,2:600401:42,"{""4"":252,""9"":202,""10"":252}",54
405015,4,5,15,2:600401:45,"{""4"":270,""9"":216,""10"":270}",58
405016,4,5,16,2:600401:48,"{""4"":288,""9"":230,""10"":288}",62
405017,4,5,17,2:600401:51,"{""4"":306,""9"":245,""10"":306}",66
405018,4,5,18,2:600401:54,"{""4"":324,""9"":259,""10"":324}",70
405019,4,5,19,2:600401:57,"{""4"":342,""9"":274,""10"":342}",74
405020,4,5,20,2:600501:60,"{""4"":360,""9"":288,""10"":360}",78
405021,4,5,21,2:600501:63,"{""4"":378,""9"":302,""10"":378}",82
405022,4,5,22,2:600501:66,"{""4"":396,""9"":317,""10"":396}",86
405023,4,5,23,2:600501:69,"{""4"":414,""9"":331,""10"":414}",90
405024,4,5,24,2:600501:72,"{""4"":432,""9"":346,""10"":432}",94
405025,4,5,25,2:600501:75,"{""4"":450,""9"":360,""10"":450}",98
405026,4,5,26,2:600501:78,"{""4"":468,""9"":374,""10"":468}",102
405027,4,5,27,2:600501:81,"{""4"":486,""9"":389,""10"":486}",106
405028,4,5,28,2:600601:84,"{""4"":504,""9"":403,""10"":504}",110
405029,4,5,29,2:600601:87,"{""4"":522,""9"":418,""10"":522}",114
405030,4,5,30,2:600601:90,"{""4"":540,""9"":432,""10"":540}",118
405031,4,5,31,2:600601:93,"{""4"":558,""9"":446,""10"":558}",122
405032,4,5,32,2:600601:96,"{""4"":576,""9"":461,""10"":576}",126
405033,4,5,33,2:600601:99,"{""4"":594,""9"":475,""10"":594}",130
405034,4,5,34,2:600601:102,"{""4"":612,""9"":490,""10"":612}",134
405035,4,5,35,2:600601:105,"{""4"":630,""9"":504,""10"":630}",138
405036,4,5,36,2:600601:108,"{""4"":648,""9"":518,""10"":648}",142
