Id,CardId,Star,ClubId,Ability,Position
20906,101014,2,209,"{""1"":132,""2"":98,""3"":140,""4"":188,""5"":165,""6"":120,""7"":92,""8"":68,""9"":193,""10"":144}",2
20907,103027,2,209,"{""1"":214,""2"":185,""3"":163,""4"":221,""5"":214,""6"":206,""7"":168,""8"":180,""9"":223,""10"":216}",3
20908,102009,2,209,"{""1"":143,""2"":216,""3"":123,""4"":151,""5"":98,""6"":163,""7"":215,""8"":269,""9"":156,""10"":202}",4
20909,104015,2,209,"{""1"":257,""2"":314,""3"":171,""4"":198,""5"":131,""6"":252,""7"":356,""8"":353,""9"":211,""10"":283}",5
21000,104002,2,210,"{""1"":302,""2"":177,""3"":315,""4"":315,""5"":311,""6"":218,""7"":112,""8"":161,""9"":305,""10"":257}",1
21001,104020,2,210,"{""1"":312,""2"":167,""3"":253,""4"":306,""5"":340,""6"":257,""7"":177,""8"":122,""9"":291,""10"":257}",2
21002,104030,2,210,"{""1"":266,""2"":226,""3"":218,""4"":257,""5"":230,""6"":230,""7"":211,""8"":223,""9"":266,""10"":274}",3
21003,103020,2,210,"{""1"":186,""2"":245,""3"":145,""4"":180,""5"":123,""6"":202,""7"":259,""8"":279,""9"":182,""10"":214}",4
21004,104009,2,210,"{""1"":235,""2"":328,""3"":186,""4"":198,""5"":163,""6"":295,""7"":384,""8"":393,""9"":217,""10"":293}",5
21005,103006,2,210,"{""1"":169,""2"":142,""3"":284,""4"":276,""5"":334,""6"":228,""7"":95,""8"":116,""9"":259,""10"":204}",1
21006,102005,2,210,"{""1"":221,""2"":113,""3"":156,""4"":224,""5"":187,""6"":139,""7"":109,""8"":71,""9"":225,""10"":187}",2
21007,103031,2,210,"{""1"":218,""2"":175,""3"":178,""4"":214,""5"":178,""6"":190,""7"":190,""8"":221,""9"":216,""10"":216}",3
21008,103014,2,210,"{""1"":190,""2"":248,""3"":151,""4"":173,""5"":117,""6"":214,""7"":287,""8"":289,""9"":169,""10"":221}",4
21009,104015,2,210,"{""1"":257,""2"":314,""3"":171,""4"":198,""5"":131,""6"":252,""7"":356,""8"":353,""9"":211,""10"":283}",5
30100,103004,2,301,"{""1"":159,""2"":104,""3"":201,""4"":205,""5"":199,""6"":140,""7"":71,""8"":95,""9"":207,""10"":167}",1
30101,103019,2,301,"{""1"":199,""2"":104,""3"":162,""4"":193,""5"":183,""6"":133,""7"":95,""8"":68,""9"":192,""10"":164}",2
30102,103011,2,301,"{""1"":160,""2"":133,""3"":122,""4"":166,""5"":139,""6"":139,""7"":130,""8"":155,""9"":178,""10"":164}",3
30103,103002,2,301,"{""1"":126,""2"":186,""3"":136,""4"":130,""5"":112,""6"":175,""7"":197,""8"":186,""9"":148,""10"":162}",4
30104,103012,2,301,"{""1"":136,""2"":190,""3"":103,""4"":125,""5"":92,""6"":149,""7"":201,""8"":249,""9"":135,""10"":180}",5
30105,104033,2,301,"{""1"":200,""2"":138,""3"":230,""4"":236,""5"":267,""6"":191,""7"":94,""8"":121,""9"":238,""10"":191}",1
30106,102008,2,301,"{""1"":157,""2"":101,""3"":113,""4"":168,""5"":168,""6"":124,""7"":82,""8"":60,""9"":173,""10"":140}",2
30107,101005,2,301,"{""1"":95,""2"":108,""3"":99,""4"":117,""5"":115,""6"":110,""7"":86,""8"":115,""9"":115,""10"":122}",3
30108,103020,2,301,"{""1"":139,""2"":184,""3"":109,""4"":135,""5"":92,""6"":151,""7"":194,""8"":209,""9"":137,""10"":160}",4
30109,103012,2,301,"{""1"":136,""2"":190,""3"":103,""4"":125,""5"":92,""6"":149,""7"":201,""8"":249,""9"":135,""10"":180}",5
30200,103008,2,302,"{""1"":127,""2"":108,""3"":199,""4"":205,""5"":253,""6"":175,""7"":73,""8"":86,""9"":190,""10"":149}",1
30201,101011,2,302,"{""1"":108,""2"":69,""3"":109,""4"":141,""5"":129,""6"":94,""7"":69,""8"":43,""9"":147,""10"":113}",2
30202,103025,2,302,"{""1"":153,""2"":162,""3"":140,""4"":160,""5"":140,""6"":146,""7"":142,""8"":149,""9"":173,""10"":164}",3
30203,103034,2,302,"{""1"":118,""2"":194,""3"":115,""4"":136,""5"":106,""6"":160,""7"":176,""8"":229,""9"":132,""10"":167}",4
30204,104011,2,302,"{""1"":191,""2"":253,""3"":121,""4"":148,""5"":122,""6"":189,""7"":239,""8"":287,""9"":177,""10"":211}",5
30205,102014,2,302,"{""1"":132,""2"":84,""3"":147,""4"":186,""5"":170,""6"":119,""7"":62,""8"":74,""9"":171,""10"":140}",1
30206,103019,2,302,"{""1"":199,""2"":104,""3"":162,""4"":193,""5"":183,""6"":133,""7"":95,""8"":68,""9"":192,""10"":164}",2
30207,101012,2,302,"{""1"":90,""2"":101,""3"":92,""4"":119,""5"":106,""6"":104,""7"":92,""8"":108,""9"":117,""10"":115}",3
30208,103013,2,302,"{""1"":143,""2"":190,""3"":133,""4"":130,""5"":92,""6"":153,""7"":199,""8"":194,""9"":130,""10"":171}",4
30209,103017,2,302,"{""1"":126,""2"":190,""3"":101,""4"":125,""5"":91,""6"":162,""7"":220,""8"":214,""9"":150,""10"":180}",5
30300,103010,2,303,"{""1"":166,""2"":102,""3"":182,""4"":211,""5"":199,""6"":140,""7"":71,""8"":87,""9"":184,""10"":164}",1
30301,101011,2,303,"{""1"":108,""2"":69,""3"":109,""4"":141,""5"":129,""6"":94,""7"":69,""8"":43,""9"":147,""10"":113}",2
30302,101015,2,303,"{""1"":86,""2"":94,""3"":112,""4"":117,""5"":86,""6"":86,""7"":88,""8"":108,""9"":117,""10"":108}",3
30303,103014,2,303,"{""1"":143,""2"":186,""3"":113,""4"":130,""5"":88,""6"":160,""7"":215,""8"":217,""9"":127,""10"":166}",4
30304,103012,2,303,"{""1"":136,""2"":190,""3"":103,""4"":125,""5"":92,""6"":149,""7"":201,""8"":249,""9"":135,""10"":180}",5
30305,103005,2,303,"{""1"":149,""2"":118,""3"":211,""4"":197,""5"":236,""6"":166,""7"":71,""8"":93,""9"":203,""10"":151}",1
30306,104020,2,303,"{""1"":234,""2"":125,""3"":190,""4"":230,""5"":255,""6"":193,""7"":132,""8"":92,""9"":218,""10"":193}",2
30307,104028,2,303,"{""1"":207,""2"":176,""3"":157,""4"":191,""5"":184,""6"":176,""7"":144,""8"":158,""9"":196,""10"":198}",3
30308,101003,2,303,"{""1"":91,""2"":112,""3"":79,""4"":98,""5"":66,""6"":104,""7"":131,""8"":156,""9"":101,""10"":122}",4
30309,104005,2,303,"{""1"":165,""2"":266,""3"":135,""4"":148,""5"":116,""6"":189,""7"":250,""8"":277,""9"":164,""10"":212}",5
30400,104006,2,304,"{""1"":202,""2"":141,""3"":238,""4"":230,""5"":270,""6"":193,""7"":92,""8"":123,""9"":235,""10"":196}",1
30401,102005,2,304,"{""1"":166,""2"":85,""3"":117,""4"":168,""5"":140,""6"":104,""7"":82,""8"":53,""9"":168,""10"":140}",2
30402,104028,2,304,"{""1"":207,""2"":176,""3"":157,""4"":191,""5"":184,""6"":176,""7"":144,""8"":158,""9"":196,""10"":198}",3
30403,103022,2,304,"{""1"":122,""2"":190,""3"":110,""4"":130,""5"":90,""6"":162,""7"":215,""8"":249,""9"":135,""10"":169}",4
30404,104026,2,304,"{""1"":162,""2"":240,""3"":124,""4"":148,""5"":121,""6"":211,""7"":274,""8"":277,""9"":173,""10"":200}",5
30405,101004,2,304,"{""1"":96,""2"":72,""3"":116,""4"":153,""5"":156,""6"":108,""7"":53,""8"":74,""9"":143,""10"":115}",1
30406,104024,2,304,"{""1"":236,""2"":134,""3"":226,""4"":228,""5"":234,""6"":173,""7"":115,""8"":71,""9"":240,""10"":182}",2
30407,104029,2,304,"{""1"":203,""2"":160,""3"":157,""4"":191,""5"":173,""6"":167,""7"":151,""8"":182,""9"":193,""10"":189}",3
30408,102009,2,304,"{""1"":107,""2"":162,""3"":92,""4"":113,""5"":74,""6"":122,""7"":161,""8"":202,""9"":117,""10"":151}",4
30409,104015,2,304,"{""1"":193,""2"":235,""3"":129,""4"":148,""5"":98,""6"":189,""7"":267,""8"":265,""9"":158,""10"":212}",5
30500,104025,2,305,"{""1"":197,""2"":135,""3"":242,""4"":242,""5"":270,""6"":189,""7"":84,""8"":107,""9"":231,""10"":187}",1
30501,104020,2,305,"{""1"":234,""2"":125,""3"":190,""4"":230,""5"":255,""6"":193,""7"":132,""8"":92,""9"":218,""10"":193}",2
30502,103025,2,305,"{""1"":153,""2"":162,""3"":140,""4"":160,""5"":140,""6"":146,""7"":142,""8"":149,""9"":173,""10"":164}",3
30503,103013,2,305,"{""1"":143,""2"":190,""3"":133,""4"":130,""5"":92,""6"":153,""7"":199,""8"":194,""9"":130,""10"":171}",4
30504,104019,2,305,"{""1"":183,""2"":227,""3"":142,""4"":148,""5"":131,""6"":187,""7"":218,""8"":224,""9"":163,""10"":203}",5
30505,101010,2,305,"{""1"":104,""2"":75,""3"":122,""4"":149,""5"":124,""6"":88,""7"":52,""8"":67,""9"":138,""10"":110}",1
30506,103019,2,305,"{""1"":199,""2"":104,""3"":162,""4"":193,""5"":183,""6"":133,""7"":95,""8"":68,""9"":192,""10"":164}",2
30507,104029,2,305,"{""1"":203,""2"":160,""3"":157,""4"":191,""5"":173,""6"":167,""7"":151,""8"":182,""9"":193,""10"":189}",3
30508,103035,2,305,"{""1"":120,""2"":181,""3"":112,""4"":136,""5"":91,""6"":155,""7"":206,""8"":224,""9"":132,""10"":158}",4
30509,103012,2,305,"{""1"":136,""2"":190,""3"":103,""4"":125,""5"":92,""6"":149,""7"":201,""8"":249,""9"":135,""10"":180}",5
30600,103006,2,306,"{""1"":127,""2"":107,""3"":213,""4"":207,""5"":250,""6"":171,""7"":71,""8"":87,""9"":194,""10"":153}",1
30601,103032,2,306,"{""1"":182,""2"":114,""3"":156,""4"":195,""5"":194,""6"":149,""7"":108,""8"":65,""9"":203,""10"":164}",2
30602,103025,2,306,"{""1"":153,""2"":162,""3"":140,""4"":160,""5"":140,""6"":146,""7"":142,""8"":149,""9"":173,""10"":164}",3
30603,101003,2,306,"{""1"":91,""2"":112,""3"":79,""4"":98,""5"":66,""6"":104,""7"":131,""8"":156,""9"":101,""10"":122}",4
30604,103012,2,306,"{""1"":136,""2"":190,""3"":103,""4"":125,""5"":92,""6"":149,""7"":201,""8"":249,""9"":135,""10"":180}",5
30605,103008,2,306,"{""1"":127,""2"":108,""3"":199,""4"":205,""5"":253,""6"":175,""7"":73,""8"":86,""9"":190,""10"":149}",1
30606,102005,2,306,"{""1"":166,""2"":85,""3"":117,""4"":168,""5"":140,""6"":104,""7"":82,""8"":53,""9"":168,""10"":140}",2
30607,102015,2,306,"{""1"":128,""2"":121,""3"":112,""4"":139,""5"":126,""6"":122,""7"":108,""8"":135,""9"":140,""10"":140}",3
30608,104001,2,306,"{""1"":180,""2"":257,""3"":128,""4"":148,""5"":102,""6"":173,""7"":227,""8"":252,""9"":164,""10"":200}",4
30609,103023,2,306,"{""1"":117,""2"":194,""3"":101,""4"":125,""5"":97,""6"":162,""7"":215,""8"":239,""9"":137,""10"":171}",5
30700,103040,2,307,"{""1"":227,""2"":142,""3"":221,""4"":282,""5"":262,""6"":187,""7"":95,""8"":121,""9"":262,""10"":223}",1
30701,102005,2,307,"{""1"":221,""2"":113,""3"":156,""4"":224,""5"":187,""6"":139,""7"":109,""8"":71,""9"":225,""10"":187}",2
30702,104003,2,307,"{""1"":295,""2"":245,""3"":226,""4"":252,""5"":221,""6"":235,""7"":233,""8"":245,""9"":257,""10"":264}",3
30703,102003,2,307,"{""1"":153,""2"":210,""3"":123,""4"":151,""5"":119,""6"":175,""7"":178,""8"":242,""9"":150,""10"":185}",4
30704,104008,2,307,"{""1"":246,""2"":328,""3"":171,""4"":198,""5"":153,""6"":271,""7"":359,""8"":339,""9"":219,""10"":274}",5
30705,103007,2,307,"{""1"":197,""2"":152,""3"":276,""4"":259,""5"":301,""6"":211,""7"":95,""8"":118,""9"":268,""10"":206}",1
30706,102005,2,307,"{""1"":221,""2"":113,""3"":156,""4"":224,""5"":187,""6"":139,""7"":109,""8"":71,""9"":225,""10"":187}",2
30707,104030,2,307,"{""1"":266,""2"":226,""3"":218,""4"":257,""5"":230,""6"":230,""7"":211,""8"":223,""9"":266,""10"":274}",3
30708,102007,2,307,"{""1"":156,""2"":210,""3"":123,""4"":153,""5"":106,""6"":158,""7"":184,""8"":255,""9"":161,""10"":185}",4
30709,103001,2,307,"{""1"":190,""2"":279,""3"":135,""4"":167,""5"":126,""6"":226,""7"":303,""8"":316,""9"":184,""10"":233}",5
30800,104004,2,308,"{""1"":270,""2"":163,""3"":331,""4"":315,""5"":382,""6"":264,""7"":112,""8"":133,""9"":308,""10"":257}",1
30801,103030,2,308,"{""1"":235,""2"":150,""3"":211,""4"":259,""5"":300,""6"":223,""7"":148,""8"":79,""9"":256,""10"":221}",2
30802,101012,2,308,"{""1"":120,""2"":134,""3"":122,""4"":158,""5"":142,""6"":139,""7"":122,""8"":144,""9"":156,""10"":154}",3
30803,103036,2,308,"{""1"":179,""2"":265,""3"":156,""4"":173,""5"":114,""6"":180,""7"":234,""8"":272,""9"":182,""10"":223}",4
30804,104009,2,308,"{""1"":235,""2"":328,""3"":186,""4"":198,""5"":163,""6"":295,""7"":384,""8"":393,""9"":217,""10"":293}",5
30805,104018,2,308,"{""1"":295,""2"":175,""3"":323,""4"":326,""5"":305,""6"":214,""7"":112,""8"":133,""9"":325,""10"":264}",1
30806,102008,2,308,"{""1"":210,""2"":134,""3"":150,""4"":224,""5"":225,""6"":166,""7"":109,""8"":80,""9"":230,""10"":187}",2
30807,102011,2,308,"{""1"":182,""2"":156,""3"":146,""4"":182,""5"":142,""6"":144,""7"":142,""8"":168,""9"":192,""10"":180}",3
30808,102003,2,308,"{""1"":153,""2"":210,""3"":123,""4"":151,""5"":119,""6"":175,""7"":178,""8"":242,""9"":150,""10"":185}",4
30809,103017,2,308,"{""1"":168,""2"":253,""3"":135,""4"":167,""5"":121,""6"":216,""7"":293,""8"":286,""9"":200,""10"":240}",5
30900,103005,2,309,"{""1"":249,""2"":197,""3"":352,""4"":328,""5"":393,""6"":276,""7"":119,""8"":155,""9"":338,""10"":252}",1
30901,104016,2,309,"{""1"":404,""2"":209,""3"":363,""4"":376,""5"":359,""6"":264,""7"":187,""8"":144,""9"":382,""10"":315}",2
30902,103027,2,309,"{""1"":267,""2"":231,""3"":204,""4"":276,""5"":267,""6"":258,""7"":210,""8"":225,""9"":279,""10"":270}",3
30903,103002,2,309,"{""1"":211,""2"":310,""3"":227,""4"":217,""5"":187,""6"":291,""7"":328,""8"":311,""9"":247,""10"":270}",4
30904,104019,2,309,"{""1"":305,""2"":378,""3"":237,""4"":247,""5"":218,""6"":312,""7"":363,""8"":374,""9"":271,""10"":339}",5
30905,103028,2,309,"{""1"":255,""2"":178,""3"":314,""4"":345,""5"":336,""6"":240,""7"":119,""8"":153,""9"":335,""10"":258}",1
30906,104014,2,309,"{""1"":362,""2"":211,""3"":337,""4"":383,""5"":339,""6"":267,""7"":211,""8"":146,""9"":374,""10"":321}",2
30907,104013,2,309,"{""1"":315,""2"":279,""3"":279,""4"":315,""5"":291,""6"":300,""7"":282,""8"":288,""9"":327,""10"":330}",3
30908,102009,2,309,"{""1"":178,""2"":270,""3"":154,""4"":189,""5"":123,""6"":204,""7"":269,""8"":336,""9"":194,""10"":252}",4
30909,103001,2,309,"{""1"":238,""2"":349,""3"":168,""4"":209,""5"":158,""6"":282,""7"":378,""8"":395,""9"":230,""10"":291}",5
31000,104033,2,310,"{""1"":334,""2"":230,""3"":383,""4"":393,""5"":446,""6"":318,""7"":157,""8"":202,""9"":396,""10"":318}",1
31001,104020,2,310,"{""1"":390,""2"":209,""3"":317,""4"":383,""5"":425,""6"":321,""7"":221,""8"":153,""9"":364,""10"":321}",2
31002,102004,2,310,"{""1"":222,""2"":213,""3"":189,""4"":231,""5"":198,""6"":192,""7"":171,""8"":207,""9"":249,""10"":237}",3
31003,103039,2,310,"{""1"":232,""2"":299,""3"":194,""4"":217,""5"":152,""6"":240,""7"":304,""8"":323,""9"":221,""10"":279}",4
31004,104009,2,310,"{""1"":294,""2"":410,""3"":232,""4"":247,""5"":204,""6"":369,""7"":480,""8"":491,""9"":271,""10"":366}",5
31005,103028,2,310,"{""1"":255,""2"":178,""3"":314,""4"":345,""5"":336,""6"":240,""7"":119,""8"":153,""9"":335,""10"":258}",1
31006,103032,2,310,"{""1"":304,""2"":190,""3"":261,""4"":324,""5"":324,""6"":249,""7"":180,""8"":108,""9"":338,""10"":273}",2
31007,101005,2,310,"{""1"":159,""2"":180,""3"":165,""4"":195,""5"":192,""6"":183,""7"":144,""8"":192,""9"":192,""10"":204}",3
31008,104001,2,310,"{""1"":300,""2"":428,""3"":213,""4"":247,""5"":170,""6"":288,""7"":378,""8"":420,""9"":274,""10"":333}",4
31009,103023,2,310,"{""1"":194,""2"":324,""3"":168,""4"":209,""5"":162,""6"":270,""7"":359,""8"":399,""9"":228,""10"":285}",5
40100,103028,2,401,"{""1"":204,""2"":142,""3"":251,""4"":276,""5"":269,""6"":192,""7"":95,""8"":123,""9"":268,""10"":206}",1
40101,104017,2,401,"{""1"":306,""2"":175,""3"":275,""4"":304,""5"":356,""6"":274,""7"":188,""8"":97,""9"":300,""10"":257}",2
40102,102004,2,401,"{""1"":178,""2"":170,""3"":151,""4"":185,""5"":158,""6"":154,""7"":137,""8"":166,""9"":199,""10"":190}",3
40103,103036,2,401,"{""1"":179,""2"":265,""3"":156,""4"":173,""5"":114,""6"":180,""7"":234,""8"":272,""9"":182,""10"":223}",4
40104,104008,2,401,"{""1"":246,""2"":328,""3"":171,""4"":198,""5"":153,""6"":271,""7"":359,""8"":339,""9"":219,""10"":274}",5
40105,103021,2,401,"{""1"":222,""2"":152,""3"":246,""4"":273,""5"":275,""6"":194,""7"":95,""8"":116,""9"":262,""10"":216}",1
40106,101011,2,401,"{""1"":144,""2"":92,""3"":145,""4"":188,""5"":172,""6"":125,""7"":92,""8"":58,""9"":196,""10"":151}",2
40107,102015,2,401,"{""1"":170,""2"":161,""3"":149,""4"":185,""5"":168,""6"":163,""7"":144,""8"":180,""9"":187,""10"":187}",3
40108,102003,2,401,"{""1"":153,""2"":210,""3"":123,""4"":151,""5"":119,""6"":175,""7"":178,""8"":242,""9"":150,""10"":185}",4
40109,103001,2,401,"{""1"":190,""2"":279,""3"":135,""4"":167,""5"":126,""6"":226,""7"":303,""8"":316,""9"":184,""10"":233}",5
40200,103008,2,402,"{""1"":169,""2"":144,""3"":265,""4"":273,""5"":337,""6"":233,""7"":98,""8"":114,""9"":253,""10"":199}",1
40201,103032,2,402,"{""1"":243,""2"":152,""3"":209,""4"":259,""5"":259,""6"":199,""7"":144,""8"":86,""9"":271,""10"":218}",2
40202,102004,2,402,"{""1"":178,""2"":170,""3"":151,""4"":185,""5"":158,""6"":154,""7"":137,""8"":166,""9"":199,""10"":190}",3
40203,103033,2,402,"{""1"":171,""2"":256,""3"":149,""4"":173,""5"":120,""6"":204,""7"":268,""8"":289,""9"":175,""10"":223}",4
40204,104026,2,402,"{""1"":216,""2"":320,""3"":165,""4"":198,""5"":161,""6"":281,""7"":365,""8"":370,""9"":230,""10"":266}",5
40205,104025,2,402,"{""1"":262,""2"":180,""3"":323,""4"":323,""5"":360,""6"":252,""7"":112,""8"":143,""9"":308,""10"":250}",1
40206,104016,2,402,"{""1"":323,""2"":167,""3"":290,""4"":301,""5"":287,""6"":211,""7"":150,""8"":115,""9"":305,""10"":252}",2
40207,103031,2,402,"{""1"":218,""2"":175,""3"":178,""4"":214,""5"":178,""6"":190,""7"":190,""8"":221,""9"":216,""10"":216}",3
40208,104001,2,402,"{""1"":240,""2"":343,""3"":171,""4"":198,""5"":136,""6"":230,""7"":303,""8"":336,""9"":219,""10"":266}",4
40209,103001,2,402,"{""1"":190,""2"":279,""3"":135,""4"":167,""5"":126,""6"":226,""7"":303,""8"":316,""9"":184,""10"":233}",5
40300,104002,2,403,"{""1"":302,""2"":177,""3"":315,""4"":315,""5"":311,""6"":218,""7"":112,""8"":161,""9"":305,""10"":257}",1
40301,104017,2,403,"{""1"":306,""2"":175,""3"":275,""4"":304,""5"":356,""6"":274,""7"":188,""8"":97,""9"":300,""10"":257}",2
40302,104028,2,403,"{""1"":276,""2"":235,""3"":209,""4"":254,""5"":245,""6"":235,""7"":192,""8"":211,""9"":262,""10"":264}",3
40303,102001,2,403,"{""1"":173,""2"":179,""3"":138,""4"":151,""5"":105,""6"":158,""7"":187,""8"":249,""9"":154,""10"":197}",4
40304,104009,2,403,"{""1"":235,""2"":328,""3"":186,""4"":198,""5"":163,""6"":295,""7"":384,""8"":393,""9"":217,""10"":293}",5
40305,104004,2,403,"{""1"":270,""2"":163,""3"":331,""4"":315,""5"":382,""6"":264,""7"":112,""8"":133,""9"":308,""10"":257}",1
40306,103019,2,403,"{""1"":265,""2"":138,""3"":216,""4"":257,""5"":243,""6"":178,""7"":127,""8"":90,""9"":256,""10"":218}",2
40307,101002,2,403,"{""1"":137,""2"":134,""3"":122,""4"":158,""5"":134,""6"":151,""7"":154,""8"":137,""9"":168,""10"":151}",3
40308,102013,2,403,"{""1"":143,""2"":219,""3"":125,""4"":153,""5"":89,""6"":146,""7"":209,""8"":255,""9"":154,""10"":182}",4
40309,103017,2,403,"{""1"":168,""2"":253,""3"":135,""4"":167,""5"":121,""6"":216,""7"":293,""8"":286,""9"":200,""10"":240}",5
40400,104002,2,404,"{""1"":302,""2"":177,""3"":315,""4"":315,""5"":311,""6"":218,""7"":112,""8"":161,""9"":305,""10"":257}",1
40401,102008,2,404,"{""1"":210,""2"":134,""3"":150,""4"":224,""5"":225,""6"":166,""7"":109,""8"":80,""9"":230,""10"":187}",2
40402,103025,2,404,"{""1"":204,""2"":216,""3"":187,""4"":214,""5"":187,""6"":194,""7"":190,""8"":199,""9"":230,""10"":218}",3
40403,103034,2,404,"{""1"":158,""2"":259,""3"":153,""4"":182,""5"":142,""6"":214,""7"":234,""8"":306,""9"":177,""10"":223}",4
40404,104008,2,404,"{""1"":246,""2"":328,""3"":171,""4"":198,""5"":153,""6"":271,""7"":359,""8"":339,""9"":219,""10"":274}",5
40405,104025,2,404,"{""1"":262,""2"":180,""3"":323,""4"":323,""5"":360,""6"":252,""7"":112,""8"":143,""9"":308,""10"":250}",1
40406,103019,2,404,"{""1"":265,""2"":138,""3"":216,""4"":257,""5"":243,""6"":178,""7"":127,""8"":90,""9"":256,""10"":218}",2
40407,103027,2,404,"{""1"":214,""2"":185,""3"":163,""4"":221,""5"":214,""6"":206,""7"":168,""8"":180,""9"":223,""10"":216}",3
40408,103020,2,404,"{""1"":186,""2"":245,""3"":145,""4"":180,""5"":123,""6"":202,""7"":259,""8"":279,""9"":182,""10"":214}",4
40409,103023,2,404,"{""1"":156,""2"":259,""3"":135,""4"":167,""5"":129,""6"":216,""7"":287,""8"":319,""9"":182,""10"":228}",5
40500,102010,2,405,"{""1"":186,""2"":117,""3"":210,""4"":229,""5"":217,""6"":156,""7"":82,""8"":96,""9"":236,""10"":182}",1
40501,102005,2,405,"{""1"":221,""2"":113,""3"":156,""4"":224,""5"":187,""6"":139,""7"":109,""8"":71,""9"":225,""10"":187}",2
40502,101002,2,405,"{""1"":137,""2"":134,""3"":122,""4"":158,""5"":134,""6"":151,""7"":154,""8"":137,""9"":168,""10"":151}",3
40503,103039,2,405,"{""1"":186,""2"":239,""3"":156,""4"":173,""5"":122,""6"":192,""7"":243,""8"":259,""9"":177,""10"":223}",4
40504,103003,2,405,"{""1"":179,""2"":271,""3"":145,""4"":167,""5"":138,""6"":223,""7"":287,""8"":306,""9"":177,""10"":223}",5
40505,104002,2,405,"{""1"":302,""2"":177,""3"":315,""4"":315,""5"":311,""6"":218,""7"":112,""8"":161,""9"":305,""10"":257}",1
40506,104014,2,405,"{""1"":290,""2"":169,""3"":269,""4"":306,""5"":271,""6"":214,""7"":169,""8"":116,""9"":300,""10"":257}",2
40507,101015,2,405,"{""1"":115,""2"":125,""3"":149,""4"":156,""5"":115,""6"":115,""7"":118,""8"":144,""9"":156,""10"":144}",3
40508,102009,2,405,"{""1"":143,""2"":216,""3"":123,""4"":151,""5"":98,""6"":163,""7"":215,""8"":269,""9"":156,""10"":202}",4
40509,103023,2,405,"{""1"":156,""2"":259,""3"":135,""4"":167,""5"":129,""6"":216,""7"":287,""8"":319,""9"":182,""10"":228}",5
40600,104033,2,406,"{""1"":267,""2"":184,""3"":306,""4"":315,""5"":356,""6"":254,""7"":125,""8"":161,""9"":317,""10"":254}",1
40601,101011,2,406,"{""1"":144,""2"":92,""3"":145,""4"":188,""5"":172,""6"":125,""7"":92,""8"":58,""9"":196,""10"":151}",2
40602,104010,2,406,"{""1"":257,""2"":226,""3"":199,""4"":252,""5"":250,""6"":240,""7"":202,""8"":295,""9"":262,""10"":254}",3
40603,103035,2,406,"{""1"":160,""2"":242,""3"":149,""4"":182,""5"":122,""6"":206,""7"":275,""8"":299,""9"":177,""10"":211}",4
40604,103001,2,406,"{""1"":190,""2"":279,""3"":135,""4"":167,""5"":126,""6"":226,""7"":303,""8"":316,""9"":184,""10"":233}",5
40605,102002,2,406,"{""1"":186,""2"":115,""3"":221,""4"":232,""5"":198,""6"":137,""7"":82,""8"":96,""9"":222,""10"":180}",1
40606,102005,2,406,"{""1"":221,""2"":113,""3"":156,""4"":224,""5"":187,""6"":139,""7"":109,""8"":71,""9"":225,""10"":187}",2
40607,104028,2,406,"{""1"":276,""2"":235,""3"":209,""4"":254,""5"":245,""6"":235,""7"":192,""8"":211,""9"":262,""10"":264}",3
40608,103033,2,406,"{""1"":171,""2"":256,""3"":149,""4"":173,""5"":120,""6"":204,""7"":268,""8"":289,""9"":175,""10"":223}",4
40609,103017,2,406,"{""1"":168,""2"":253,""3"":135,""4"":167,""5"":121,""6"":216,""7"":293,""8"":286,""9"":200,""10"":240}",5
40700,104033,2,407,"{""1"":334,""2"":230,""3"":383,""4"":393,""5"":446,""6"":318,""7"":157,""8"":202,""9"":396,""10"":318}",1
40701,104016,2,407,"{""1"":404,""2"":209,""3"":363,""4"":376,""5"":359,""6"":264,""7"":187,""8"":144,""9"":382,""10"":315}",2
40702,103025,2,407,"{""1"":255,""2"":270,""3"":234,""4"":267,""5"":234,""6"":243,""7"":237,""8"":249,""9"":288,""10"":273}",3
40703,102003,2,407,"{""1"":192,""2"":263,""3"":154,""4"":189,""5"":148,""6"":219,""7"":222,""8"":302,""9"":187,""10"":231}",4
40704,104005,2,407,"{""1"":275,""2"":443,""3"":224,""4"":247,""5"":193,""6"":315,""7"":417,""8"":462,""9"":274,""10"":354}",5
40705,104002,2,407,"{""1"":378,""2"":221,""3"":393,""4"":393,""5"":389,""6"":273,""7"":140,""8"":202,""9"":382,""10"":321}",1
40706,102008,2,407,"{""1"":262,""2"":168,""3"":188,""4"":279,""5"":281,""6"":207,""7"":137,""8"":101,""9"":288,""10"":234}",2
40707,101015,2,407,"{""1"":144,""2"":156,""3"":186,""4"":195,""5"":144,""6"":144,""7"":147,""8"":180,""9"":195,""10"":180}",3
40708,103022,2,407,"{""1"":203,""2"":317,""3"":184,""4"":217,""5"":150,""6"":270,""7"":359,""8"":416,""9"":226,""10"":282}",4
40709,103001,2,407,"{""1"":238,""2"":349,""3"":168,""4"":209,""5"":158,""6"":282,""7"":378,""8"":395,""9"":230,""10"":291}",5
40800,104004,2,408,"{""1"":337,""2"":204,""3"":414,""4"":393,""5"":478,""6"":330,""7"":140,""8"":166,""9"":385,""10"":321}",1
40801,103032,2,408,"{""1"":304,""2"":190,""3"":261,""4"":324,""5"":324,""6"":249,""7"":180,""8"":108,""9"":338,""10"":273}",2
